"","verbatim_name","dataset","log_R2_1","tp1_AOO_1","tp2_AOO_1"
"235","Certhia americana","Birds_Atlas_New_York",0.047896391691057,50923.2763764495,53421.6720313063
"236","Certhia brachydactyla","Birds_Atlas_Czechia",0.0688024402756893,54380.5037897241,58253.7311040904
"237","Certhia brachydactyla","Birds_atlas_EBBA",0.0840926540154598,3131754.15266217,3406501.91620081
"238","Certhia familiaris","Birds_Atlas_Czechia",0.0682299622941421,74156.2531602768,79392.5359801583
"239","Certhia familiaris","Birds_atlas_EBBA",0.0644541177654877,4209921.10110254,4490203.50353128
"240","Certhia familiaris","Birds_atlas_Japan",0.942221391629307,11738.0854601631,30116.1060805439
"241","Cettia cetti","Birds_atlas_EBBA",0.165139956754511,1964499.10044432,2317241.01161627
"242","Cettia diphone","Birds_atlas_Japan",0.0103755939161096,424583.36660127,429011.60426856
"243","Chaetura pelagica","Birds_Atlas_New_York",-0.164273411593436,78072.4424388595,66245.2479536121
"244","Chalcophaps indica","Birds_atlas_Japan",0.469708103020723,2339.17737253961,3741.57789826866
"245","Charadrius alexandrinus","Birds_atlas_EBBA",0.0397077097981687,813449.98227052,846400.075205942
"246","Charadrius alexandrinus","Birds_atlas_Japan",-0.870810302305009,8744.21663322812,3660.4358438192
"247","Charadrius dubius","Birds_Atlas_Czechia",0.0379402812792268,48252.1743479482,50118.0474744593
"248","Charadrius dubius","Birds_atlas_EBBA",0.112098607602235,4799338.5357096,5368651.23850635
"249","Charadrius dubius","Birds_atlas_Japan",-0.100015667469411,46332.613407518,41922.825456786
"250","Charadrius hiaticula","Birds_atlas_EBBA",0.0094943958432,2127467.89867691,2147763.11399797
"251","Charadrius melodus","Birds_Atlas_New_York",0.026645909031832,1849.87039984397,1899.82445828869
"252","Charadrius morinellus","Birds_Atlas_Czechia",-0.70047745189786,263.62905708171,130.851825030079
"253","Charadrius placidus","Birds_atlas_Japan",0.124838792893321,15433.5974570446,17485.7380312505
"254","Charadrius vociferus","Birds_Atlas_New_York",-0.0420089117735257,98493.6002041435,94441.6951687921
"255","Chersophilus duponti","Birds_atlas_EBBA",0.250764851809065,97438.0719321455,125208.690393182
"256","Chlidonias hybrida","Birds_atlas_EBBA",0.699997641757936,603926.532265146,1216155.821469
