verbatim_name;sp_names_atlas_adapted_keep;sp_BirdTree;sp_BirdLife;sp_eBird;sp_group_eBird;sp_BOTW;BirdTree_tip.labels
Phylloscopus sibilatrix;Phylloscopus sibilatrix;Phylloscopus sibilatrix;Phylloscopus sibilatrix;Phylloscopus sibilatrix;Phylloscopus sibilatrix;Phylloscopus sibilatrix;Phylloscopus sindianus
Phylloscopus sindianus;Phylloscopus sindianus;Phylloscopus sindianus;Phylloscopus sindianus;Phylloscopus sindianus;Phylloscopus sindianus;Phylloscopus sindianus;Phylloscopus trochiloides
Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochiloides
Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus plumbeitarsus;Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochiloides;Phylloscopus trochilus
Phylloscopus trochilus;Phylloscopus trochilus;Phylloscopus trochilus;Phylloscopus trochilus;Phylloscopus trochilus;Phylloscopus trochilus;Phylloscopus trochilus;Phylloscopus borealis
Phylloscopus xanthodryas;Phylloscopus xanthodryas;Phylloscopus borealis;NA;Phylloscopus xanthodryas;Phylloscopus xanthodryas;Phylloscopus xanthodryas;Pica pica
Pica pica;Pica pica;Pica pica;Pica asirensis;Pica asirensis;Pica sp.;Pica pica;Pica pica
Pica pica;Pica pica;Pica pica;Pica mauritanica;Pica mauritanica;Pica sp.;Pica pica;Pica pica
Pica pica;Pica pica;Pica pica;Pica pica;NA;Pica sp.;Pica pica;Pica pica
Pica pica;Pica pica;Pica pica;Pica pica;Pica pica;Pica sp.;Pica pica;Pica pica
Pica pica;Pica pica;Pica pica;NA;NA;Pica sp.;Pica pica;Pica pica
Pica pica;Pica pica;Pica pica;Pica asirensis;Pica pica;Pica pica;Pica pica;Pica pica
Pica pica;Pica pica;Pica pica;Pica mauritanica;Pica pica;Pica pica;Pica pica;Pica pica
Pica pica;Pica pica;Pica pica;Pica pica;Pica pica;Pica pica;Pica pica;Pica pica
Pica pica;Pica pica;Pica pica;NA;Pica pica;Pica pica;Pica pica;Picoides arcticus
Picoides arcticus;Picoides arcticus;Picoides arcticus;Picoides arcticus;Picoides arcticus;Picoides arcticus;Picoides arcticus;#N/A
Picoides dorsalis;Picoides dorsalis;NA;Picoides tridactylus;Picoides dorsalis;Picoides dorsalis;#N/A;#N/A
Picoides pubescens;Picoides pubescens;NA;Dryobates pubescens;Dryobates pubescens;Dryobates pubescens;#N/A;Picoides tridactylus
Picoides tridactylus;Picoides tridactylus;Picoides tridactylus;Picoides tridactylus;Picoides tridactylus;Picoides tridactylus;Picoides tridactylus;Picoides tridactylus
Picoides tridactylus;Picoides tridactylus;Picoides tridactylus;Picoides funebris;Picoides tridactylus;Picoides tridactylus;Picoides tridactylus;Picoides dorsalis
Picoides tridactylus;Picoides tridactylus;Picoides dorsalis;Picoides tridactylus;Picoides dorsalis;Picoides dorsalis;Picoides tridactylus;Picoides dorsalis
Picoides tridactylus;Picoides tridactylus;Picoides dorsalis;Picoides funebris;Picoides dorsalis;Picoides dorsalis;Picoides tridactylus;#N/A
Picoides villosus;Picoides villosus;NA;Leuconotopicus villosus;Dryobates villosus;Dryobates villosus;#N/A;Picus awokera
Picus awokera;Picus awokera;Picus awokera;Picus awokera;Picus awokera;Picus awokera;Picus awokera;Picus canus
Picus canus;Picus canus;Picus canus;Picus guerini;Picus canus;Picus canus canus/jessoensis;Picus canus;Picus canus
Picus canus;Picus canus;Picus canus;Picus dedemi;Picus canus;Picus canus canus/jessoensis;Picus canus;Picus canus
Picus canus;Picus canus;Picus canus;Picus canus;Picus canus;Picus canus canus/jessoensis;Picus canus;Picus viridis
Picus sharpei;Picus sharpei;Picus viridis;NA;Picus sharpei;Picus sharpei;Picus sharpei;Picus viridis
Picus viridis;Picus viridis;Picus viridis;Picus viridis;Picus viridis;Picus viridis;Picus viridis;Picus viridis
Picus viridis;Picus viridis;Picus viridis;Picus sharpei;Picus viridis;Picus viridis;Picus viridis;Pinicola enucleator
Pinicola enucleator;Pinicola enucleator;Pinicola enucleator;Pinicola enucleator;Pinicola enucleator;Pinicola enucleator;Pinicola enucleator;Pipilo erythrophthalmus
Pipilo erythrophthalmus;Pipilo erythrophthalmus;Pipilo erythrophthalmus;Pipilo erythrophthalmus;Pipilo erythrophthalmus;Pipilo erythrophthalmus;Pipilo erythrophthalmus;Piranga olivacea
Piranga olivacea;Piranga olivacea;Piranga olivacea;Piranga olivacea;Piranga olivacea;Piranga olivacea;Piranga olivacea;Piranga rubra
Piranga rubra;Piranga rubra;Piranga rubra;Piranga rubra;Piranga rubra;Piranga rubra;Piranga rubra;Pitta nympha
Pitta nympha;Pitta nympha;Pitta nympha;Pitta nympha;Pitta nympha;Pitta nympha;Pitta nympha;Platalea leucorodia
Platalea leucorodia;Platalea leucorodia;Platalea leucorodia;Platalea leucorodia;Platalea leucorodia;Platalea leucorodia;Platalea leucorodia;Plectrophenax nivalis
Plectrophenax nivalis;Plectrophenax nivalis;Plectrophenax nivalis;Plectrophenax nivalis;Plectrophenax nivalis;Plectrophenax nivalis;Plectrophenax nivalis;Plegadis falcinellus
Plegadis falcinellus;Plegadis falcinellus;Plegadis falcinellus;Plegadis falcinellus;Plegadis falcinellus;Plegadis falcinellus;Plegadis falcinellus;Pluvialis apricaria
Pluvialis apricaria;Pluvialis apricaria;Pluvialis apricaria;Pluvialis apricaria;Pluvialis apricaria;Pluvialis apricaria;Pluvialis apricaria;Pluvialis squatarola
Pluvialis squatarola;Pluvialis squatarola;Pluvialis squatarola;Pluvialis squatarola;Pluvialis squatarola;Pluvialis squatarola;Pluvialis squatarola;Podiceps auritus
Podiceps auritus;Podiceps auritus;Podiceps auritus;Podiceps auritus;Podiceps auritus;Podiceps auritus;Podiceps auritus;Podiceps cristatus
Podiceps cristatus;Podiceps cristatus;Podiceps cristatus;Podiceps cristatus;Podiceps cristatus;Podiceps cristatus;Podiceps cristatus;Podiceps grisegena
Podiceps grisegena;Podiceps grisegena;Podiceps grisegena;Podiceps grisegena;Podiceps grisegena;Podiceps grisegena;Podiceps grisegena;Podiceps nigricollis
Podiceps nigricollis;Podiceps nigricollis;Podiceps nigricollis;Podiceps nigricollis;Podiceps nigricollis;Podiceps nigricollis;Podiceps nigricollis;Podilymbus podiceps
Podilymbus podiceps;Podilymbus podiceps;Podilymbus podiceps;Podilymbus podiceps;Podilymbus podiceps;Podilymbus podiceps;Podilymbus podiceps;Parus atricapillus
Poecile atricapillus;Poecile atricapillus;Parus atricapillus;NA;Poecile atricapillus;Poecile atricapillus;Poecile atricapillus;Parus cinctus
Poecile cinctus;Poecile cinctus;Parus cinctus;NA;Poecile cinctus;Poecile cinctus;Poecile cinctus;Parus hudsonicus
Poecile hudsonicus;Poecile hudsonicus;Parus hudsonicus;NA;Poecile hudsonicus;Poecile hudsonicus;Poecile hudsonicus;Parus lugubris
Poecile lugubris;Poecile lugubris;Parus lugubris;NA;Poecile lugubris;Poecile lugubris;Poecile lugubris;Parus montanus
Poecile montanus;Poecile montanus;Parus montanus;NA;Poecile montanus;Poecile montanus;Poecile montanus;Parus palustris
Poecile palustris;Poecile palustris;Parus palustris;NA;Poecile palustris;Poecile palustris;Poecile palustris;Polioptila caerulea
Polioptila caerulea;Polioptila caerulea;Polioptila caerulea;Polioptila caerulea;Polioptila caerulea;Polioptila caerulea;Polioptila caerulea;Polysticta stelleri
Polysticta stelleri;Polysticta stelleri;Polysticta stelleri;Polysticta stelleri;Polysticta stelleri;Polysticta stelleri;Polysticta stelleri;Pooecetes gramineus
Pooecetes gramineus;Pooecetes gramineus;Pooecetes gramineus;Pooecetes gramineus;Pooecetes gramineus;Pooecetes gramineus;Pooecetes gramineus;Porphyrio porphyrio
Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio madagascariensis;Porphyrio sp. (swamphen sp.);Porphyrio porphyrio;Porphyrio porphyrio
Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;NA;Porphyrio sp. (swamphen sp.);Porphyrio porphyrio;Porphyrio porphyrio
Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio indicus;Porphyrio sp. (swamphen sp.);Porphyrio porphyrio;Porphyrio porphyrio
Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio indicus;Porphyrio indicus;Porphyrio porphyrio;Porphyrio porphyrio
Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio porphyrio;Porphyrio madagascariensis;Porphyrio madagascariensis;Porphyrio porphyrio;Porzana carolina
Porzana carolina;Porzana carolina;Porzana carolina;Porzana carolina;Porzana carolina;Porzana carolina;Porzana carolina;#N/A
Porzana fusca;Porzana fusca;NA;Zapornia fusca;Zapornia fusca;Zapornia fusca;#N/A;#N/A
Porzana parva;Porzana parva;NA;Zapornia parva;Zapornia parva;Zapornia parva;#N/A;Porzana porzana
Porzana porzana;Porzana porzana;Porzana porzana;Porzana porzana;Porzana porzana;Porzana porzana;Porzana porzana;Progne subis
Progne subis;Progne subis;Progne subis;Progne subis;Progne subis;Progne subis;Progne subis;Protonotaria citrea
Protonotaria citrea;Protonotaria citrea;Protonotaria citrea;Protonotaria citrea;Protonotaria citrea;Protonotaria citrea;Protonotaria citrea;Prunella atrogularis
Prunella atrogularis;Prunella atrogularis;Prunella atrogularis;Prunella atrogularis;Prunella atrogularis;Prunella atrogularis;Prunella atrogularis;Prunella collaris
Prunella collaris;Prunella collaris;Prunella collaris;Prunella collaris;Prunella collaris;Prunella collaris;Prunella collaris;Prunella modularis
Prunella modularis;Prunella modularis;Prunella modularis;Prunella modularis;Prunella modularis;Prunella modularis;Prunella modularis;Prunella montanella
Prunella montanella;Prunella montanella;Prunella montanella;Prunella montanella;Prunella montanella;Prunella montanella;Prunella montanella;Prunella rubida
Prunella rubida;Prunella rubida;Prunella rubida;Prunella rubida;Prunella rubida;Prunella rubida;Prunella rubida;#N/A
Psittacula krameri;Psittacula krameri;NA;Alexandrinus krameri;Psittacula krameri;Psittacula krameri;#N/A;Pterocles alchata
Pterocles alchata;Pterocles alchata;Pterocles alchata;Pterocles alchata;Pterocles alchata;Pterocles alchata;Pterocles alchata;Pterocles orientalis
Pterocles orientalis;Pterocles orientalis;Pterocles orientalis;Pterocles orientalis;Pterocles orientalis;Pterocles orientalis;Pterocles orientalis;Pterodroma feae
Pterodroma deserta;Pterodroma deserta;Pterodroma feae;NA;Pterodroma feae;Pterodroma feae deserta;Pterodroma deserta;Pterodroma madeira
Pterodroma madeira;Pterodroma madeira;Pterodroma madeira;Pterodroma madeira;Pterodroma madeira;Pterodroma madeira;Pterodroma madeira;Hirundo rupestris
Ptyonoprogne rupestris;Ptyonoprogne rupestris;Hirundo rupestris;NA;Ptyonoprogne rupestris;Ptyonoprogne rupestris;Ptyonoprogne rupestris;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus bailloni;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus bannermani;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus persicus;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus subalaris;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus baroli;Puffinus baroli;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus bailloni;Puffinus baroli;Puffinus baroli;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus bannermani;Puffinus baroli;Puffinus baroli;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus persicus;Puffinus baroli;Puffinus baroli;Puffinus lherminieri;Puffinus lherminieri
Puffinus lherminieri;Puffinus lherminieri;Puffinus lherminieri;Puffinus subalaris;Puffinus baroli;Puffinus baroli;Puffinus lherminieri;Puffinus mauretanicus
Puffinus mauretanicus;Puffinus mauretanicus;Puffinus mauretanicus;Puffinus mauretanicus;Puffinus mauretanicus;Puffinus mauretanicus;Puffinus mauretanicus;Puffinus puffinus
Puffinus puffinus;Puffinus puffinus;Puffinus puffinus;Puffinus puffinus;Puffinus puffinus;Puffinus puffinus;Puffinus puffinus;Puffinus yelkouan
Puffinus yelkouan;Puffinus yelkouan;Puffinus yelkouan;Puffinus yelkouan;Puffinus yelkouan;Puffinus yelkouan;Puffinus yelkouan;Pycnonotus sinensis
Pycnonotus sinensis;Pycnonotus sinensis;Pycnonotus sinensis;Pycnonotus sinensis;Pycnonotus sinensis;Pycnonotus sinensis;Pycnonotus sinensis;Pyrrhocorax graculus
Pyrrhocorax graculus;Pyrrhocorax graculus;Pyrrhocorax graculus;Pyrrhocorax graculus;Pyrrhocorax graculus;Pyrrhocorax graculus;Pyrrhocorax graculus;Pyrrhocorax pyrrhocorax
Pyrrhocorax pyrrhocorax;Pyrrhocorax pyrrhocorax;Pyrrhocorax pyrrhocorax;Pyrrhocorax pyrrhocorax;Pyrrhocorax pyrrhocorax;Pyrrhocorax pyrrhocorax;Pyrrhocorax pyrrhocorax;Pyrrhula murina
Pyrrhula murina;Pyrrhula murina;Pyrrhula murina;Pyrrhula murina;Pyrrhula murina;Pyrrhula murina;Pyrrhula murina;Pyrrhula pyrrhula
Pyrrhula pyrrhula;Pyrrhula pyrrhula;Pyrrhula pyrrhula;Pyrrhula pyrrhula;Pyrrhula pyrrhula;Pyrrhula pyrrhula;Pyrrhula pyrrhula;Quiscalus major
Quiscalus major;Quiscalus major;Quiscalus major;Quiscalus major;Quiscalus major;Quiscalus major;Quiscalus major;Quiscalus quiscula
Quiscalus quiscula;Quiscalus quiscula;Quiscalus quiscula;Quiscalus quiscula;Quiscalus quiscula;Quiscalus quiscula;Quiscalus quiscula;Rallina eurizonoides
Rallina eurizonoides;Rallina eurizonoides;Rallina eurizonoides;Rallina eurizonoides;Rallina eurizonoides;Rallina eurizonoides;Rallina eurizonoides;Rallus aquaticus
Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;Rallus indicus;Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;Rallus aquaticus
Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;NA;Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;Rallus aquaticus
Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;Rallus aquaticus;Rallus elegans
Rallus elegans;Rallus elegans;Rallus elegans;Rallus elegans;Rallus elegans;Rallus elegans;Rallus elegans;Rallus elegans
Rallus elegans;Rallus elegans;Rallus elegans;Rallus tenuirostris;Rallus elegans;Rallus elegans;Rallus elegans;Rallus limicola
Rallus limicola;Rallus limicola;Rallus limicola;Rallus limicola;Rallus limicola;Rallus limicola;Rallus limicola;Rallus longirostris
Rallus longirostris;Rallus longirostris;Rallus longirostris;Rallus longirostris;Rallus longirostris;Rallus longirostris;Rallus longirostris;Rallus longirostris
Rallus longirostris;Rallus longirostris;Rallus longirostris;Rallus obsoletus;Rallus longirostris;Rallus longirostris;Rallus longirostris;Rallus longirostris
Rallus longirostris;Rallus longirostris;Rallus longirostris;Rallus crepitans;Rallus longirostris;Rallus longirostris;Rallus longirostris;Recurvirostra avosetta
Recurvirostra avosetta;Recurvirostra avosetta;Recurvirostra avosetta;Recurvirostra avosetta;Recurvirostra avosetta;Recurvirostra avosetta;Recurvirostra avosetta;Regulus calendula
Regulus calendula;Regulus calendula;Regulus calendula;Regulus calendula;Corthylio calendula;Corthylio calendula;#N/A;Regulus ignicapilla
Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla
Regulus ignicapillus;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus ignicapilla;Regulus madeirensis
Regulus madeirensis;Regulus madeirensis;Regulus madeirensis;Regulus madeirensis;Regulus madeirensis;Regulus madeirensis;Regulus madeirensis;Regulus regulus
Regulus regulus;Regulus regulus;Regulus regulus;Regulus regulus;Regulus regulus;Regulus regulus;Regulus regulus;Regulus satrapa
Regulus satrapa;Regulus satrapa;Regulus satrapa;Regulus satrapa;Regulus satrapa;Regulus satrapa;Regulus satrapa;Remiz pendulinus
Remiz pendulinus;Remiz pendulinus;Remiz pendulinus;Remiz pendulinus;Remiz pendulinus;Remiz pendulinus;Remiz pendulinus;Remiz macronyx
Remiz pendulinus;Remiz pendulinus;Remiz macronyx;Remiz pendulinus;Remiz pendulinus;Remiz pendulinus;Remiz pendulinus;Riparia riparia
Riparia riparia;Riparia riparia;Riparia riparia;Riparia riparia;Riparia riparia;Riparia riparia;Riparia riparia;Riparia riparia
Riparia riparia;Riparia riparia;Riparia riparia;Riparia diluta;Riparia riparia;Riparia riparia;Riparia riparia;Rissa tridactyla
Rissa tridactyla;Rissa tridactyla;Rissa tridactyla;Rissa tridactyla;Rissa tridactyla;Rissa tridactyla;Rissa tridactyla;Rostratula benghalensis
Rostratula benghalensis;Rostratula benghalensis;Rostratula benghalensis;Rostratula benghalensis;Rostratula benghalensis;Rostratula benghalensis;Rostratula benghalensis;Rynchops niger
Rynchops niger;Rynchops niger;Rynchops niger;Rynchops niger;Rynchops niger;Rynchops niger;Rynchops niger;Saxicola rubetra
Saxicola rubetra;Saxicola rubetra;Saxicola rubetra;Saxicola rubetra;Saxicola rubetra;Saxicola rubetra;Saxicola rubetra;Saxicola torquatus
Saxicola torquata;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola maurus;Saxicola maurus;Saxicola torquatus;Saxicola torquatus
Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola maurus;Saxicola maurus;Saxicola torquatus;Saxicola torquatus
Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola rubicola;Saxicola rubicola;Saxicola torquatus;Saxicola torquatus
Saxicola torquata;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus
Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola stejnegeri;Saxicola stejnegeri;Saxicola torquatus;Saxicola torquatus
Saxicola torquata;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola stejnegeri;Saxicola stejnegeri;Saxicola torquatus;Saxicola torquatus
Saxicola torquata;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola rubicola;Saxicola rubicola;Saxicola torquatus;Saxicola torquatus
Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Saxicola torquatus;Sayornis phoebe
Sayornis phoebe;Sayornis phoebe;Sayornis phoebe;Sayornis phoebe;Sayornis phoebe;Sayornis phoebe;Sayornis phoebe;Scolopax minor
Scolopax minor;Scolopax minor;Scolopax minor;Scolopax minor;Scolopax minor;Scolopax minor;Scolopax minor;Scolopax rusticola
Scolopax rusticola;Scolopax rusticola;Scolopax rusticola;Scolopax rusticola;Scolopax rusticola;Scolopax rusticola;Scolopax rusticola;Seiurus aurocapilla
Seiurus aurocapilla;Seiurus aurocapilla;Seiurus aurocapilla;Seiurus aurocapilla;Seiurus aurocapilla;Seiurus aurocapilla;Seiurus aurocapilla;#N/A
Seiurus motacilla;Seiurus motacilla;NA;Parkesia motacilla;Parkesia motacilla;Parkesia motacilla;#N/A;#N/A
Seiurus noveboracensis;Seiurus noveboracensis;NA;Parkesia noveboracensis;Parkesia noveboracensis;Parkesia noveboracensis;#N/A;Serinus canaria
Serinus canaria;Serinus canaria;Serinus canaria;Serinus canaria;Serinus canaria;Serinus canaria;Serinus canaria;Serinus pusillus
Serinus pusillus;Serinus pusillus;Serinus pusillus;Serinus pusillus;Serinus pusillus;Serinus pusillus;Serinus pusillus;Serinus serinus
Serinus serinus;Serinus serinus;Serinus serinus;Serinus serinus;Serinus serinus;Serinus serinus;Serinus serinus;Setophaga ruticilla
Setophaga ruticilla;Setophaga ruticilla;Setophaga ruticilla;Setophaga ruticilla;Setophaga ruticilla;Setophaga ruticilla;Setophaga ruticilla;Sialia sialis
Sialia sialis;Sialia sialis;Sialia sialis;Sialia sialis;Sialia sialis;Sialia sialis;Sialia sialis;Sitta canadensis
Sitta canadensis;Sitta canadensis;Sitta canadensis;Sitta canadensis;Sitta canadensis;Sitta canadensis;Sitta canadensis;Sitta carolinensis
Sitta carolinensis;Sitta carolinensis;Sitta carolinensis;Sitta carolinensis;Sitta carolinensis;Sitta carolinensis;Sitta carolinensis;Sitta europaea
Sitta europaea;Sitta europaea;Sitta europaea;Sitta europaea;Sitta europaea;Sitta europaea;Sitta europaea;Sitta europaea
Sitta europaea;Sitta europaea;Sitta europaea;Sitta arctica;Sitta europaea;Sitta europaea;Sitta europaea;Sitta krueperi
Sitta krueperi;Sitta krueperi;Sitta krueperi;Sitta krueperi;Sitta krueperi;Sitta krueperi;Sitta krueperi;Sitta neumayer
Sitta neumayer;Sitta neumayer;Sitta neumayer;Sitta neumayer;Sitta neumayer;Sitta neumayer;Sitta neumayer;Sitta whiteheadi
Sitta whiteheadi;Sitta whiteheadi;Sitta whiteheadi;Sitta whiteheadi;Sitta whiteheadi;Sitta whiteheadi;Sitta whiteheadi;Parus varius
Poecile varius;Sittiparus varius;Parus varius;NA;Sittiparus varius;Sittiparus varius;Sittiparus varius;Somateria mollissima
Somateria mollissima;Somateria mollissima;Somateria mollissima;Somateria mollissima;Somateria mollissima;Somateria mollissima;Somateria mollissima;Somateria spectabilis
Somateria spectabilis;Somateria spectabilis;Somateria spectabilis;Somateria spectabilis;Somateria spectabilis;Somateria spectabilis;Somateria spectabilis;Anas clypeata
Spatula clypeata;Spatula clypeata;Anas clypeata;NA;Spatula clypeata;Spatula clypeata;Spatula clypeata;Anas querquedula
Spatula querquedula;Spatula querquedula;Anas querquedula;NA;Spatula querquedula;Spatula querquedula;Spatula querquedula;Sphyrapicus varius
Sphyrapicus varius;Sphyrapicus varius;Sphyrapicus varius;Sphyrapicus varius;Sphyrapicus varius;Sphyrapicus varius;Sphyrapicus varius;Stigmatopelia senegalensis
Spilopelia senegalensis;Spilopelia senegalensis;Stigmatopelia senegalensis;NA;Streptopelia senegalensis;Streptopelia senegalensis;Spilopelia senegalensis;Spilornis cheela
Spilornis cheela;Spilornis cheela;Spilornis cheela;Spilornis cheela;Spilornis cheela;Spilornis cheela;Spilornis cheela;Carduelis pinus
Spinus pinus;Spinus pinus;Carduelis pinus;NA;Spinus pinus;Spinus pinus;Spinus pinus;Carduelis spinus
Spinus spinus;Spinus spinus;Carduelis spinus;NA;Spinus spinus;Spinus spinus;Spinus spinus;Carduelis tristis
Spinus tristis;Spinus tristis;Carduelis tristis;NA;Spinus tristis;Spinus tristis;Spinus tristis;Spiza americana
Spiza americana;Spiza americana;Spiza americana;Spiza americana;Spiza americana;Spiza americana;Spiza americana;Spizella pallida
Spizella pallida;Spizella pallida;Spizella pallida;Spizella pallida;Spizella pallida;Spizella pallida;Spizella pallida;Spizella passerina
Spizella passerina;Spizella passerina;Spizella passerina;Spizella passerina;Spizella passerina;Spizella passerina;Spizella passerina;Spizella pusilla
Spizella pusilla;Spizella pusilla;Spizella pusilla;Spizella pusilla;Spizella pusilla;Spizella pusilla;Spizella pusilla;Sturnus cineraceus
Spodiopsar cineraceus;Spodiopsar cineraceus;Sturnus cineraceus;NA;Spodiopsar cineraceus;Spodiopsar cineraceus;Spodiopsar cineraceus;Stelgidopteryx serripennis
Stelgidopteryx serripennis;Stelgidopteryx serripennis;Stelgidopteryx serripennis;Stelgidopteryx serripennis;Stelgidopteryx serripennis;Stelgidopteryx serripennis [serripennis Group];Stelgidopteryx serripennis;Stelgidopteryx serripennis
Stelgidopteryx serripennis;Stelgidopteryx serripennis;Stelgidopteryx serripennis;Stelgidopteryx ridgwayi;Stelgidopteryx serripennis;Stelgidopteryx serripennis [serripennis Group];Stelgidopteryx serripennis;Stercorarius longicaudus
Stercorarius longicaudus;Stercorarius longicaudus;Stercorarius longicaudus;Stercorarius longicaudus;Stercorarius longicaudus;Stercorarius longicaudus;Stercorarius longicaudus;Stercorarius parasiticus
Stercorarius parasiticus;Stercorarius parasiticus;Stercorarius parasiticus;Stercorarius parasiticus;Stercorarius parasiticus;Stercorarius parasiticus;Stercorarius parasiticus;Stercorarius pomarinus
Stercorarius pomarinus;Stercorarius pomarinus;Stercorarius pomarinus;Stercorarius pomarinus;Stercorarius pomarinus;Stercorarius pomarinus;Stercorarius pomarinus;#N/A
Sterna albifrons;Sterna albifrons;NA;Sternula albifrons;Sternula albifrons;Sternula albifrons;#N/A;Sterna dougallii
Sterna dougallii;Sterna dougallii;Sterna dougallii;Sterna dougallii;Sterna dougallii;Sterna dougallii;Sterna dougallii;Sterna forsteri
Sterna forsteri;Sterna forsteri;Sterna forsteri;Sterna forsteri;Sterna forsteri;Sterna forsteri;Sterna forsteri;Sterna hirundo
Sterna hirundo;Sterna hirundo;Sterna hirundo;Sterna hirundo;Sterna hirundo;Sterna hirundo;Sterna hirundo;Sterna paradisaea
Sterna paradisaea;Sterna paradisaea;Sterna paradisaea;Sterna paradisaea;Sterna paradisaea;Sterna paradisaea;Sterna paradisaea;Sterna sumatrana
Sterna sumatrana;Sterna sumatrana;Sterna sumatrana;Sterna sumatrana;Sterna sumatrana;Sterna sumatrana;Sterna sumatrana;Sterna albifrons
Sternula albifrons;Sternula albifrons;Sterna albifrons;NA;Sternula albifrons;Sternula albifrons;Sternula albifrons;Sterna antillarum
Sternula antillarum;Sternula antillarum;Sterna antillarum;NA;Sternula antillarum;Sternula antillarum;Sternula antillarum;Streptopelia decaocto
Streptopelia decaocto;Streptopelia decaocto;Streptopelia decaocto;Streptopelia decaocto;Streptopelia decaocto;Streptopelia decaocto decaocto;Streptopelia decaocto;Streptopelia decaocto
Streptopelia decaocto;Streptopelia decaocto;Streptopelia decaocto;Streptopelia xanthocycla;Streptopelia decaocto;Streptopelia decaocto decaocto;Streptopelia decaocto;Streptopelia orientalis
Streptopelia orientalis;Streptopelia orientalis;Streptopelia orientalis;Streptopelia orientalis;Streptopelia orientalis;Streptopelia orientalis;Streptopelia orientalis;Streptopelia turtur
Streptopelia turtur;Streptopelia turtur;Streptopelia turtur;Streptopelia turtur;Streptopelia turtur;Streptopelia turtur;Streptopelia turtur;Strix aluco
Strix aluco;Strix aluco;Strix aluco;Strix aluco;Strix aluco;Strix aluco;Strix aluco;Strix aluco
Strix aluco;Strix aluco;Strix aluco;Strix nivicolum;Strix aluco;Strix aluco;Strix aluco;Strix aluco
Strix aluco;Strix aluco;Strix aluco;NA;Strix aluco;Strix aluco;Strix aluco;Strix nebulosa
