sp_atlas;sp_atlas adapted1;Family_BL;Order_BL;Hand-Wing.Index_BL;Mass_BL;Habitat_BL;Habitat.Density_BL;Migration_BL;Trophic.Level_BL;Trophic.Niche_BL;Primary.Lifestyle_BL;Range.Size_BL;sp_atlas adapted2;Family_BT;Order_BT;Hand-Wing.Index_BT;Mass_BT;Habitat_BT;Habitat.Density_BT;Migration_BT;Trophic.Level_BT;Trophic.Niche_BT;Primary.Lifestyle_BT;Range.Size_BT
Circus aeruginosus;Circus aeruginosus;Accipitridae;Accipitriformes;45.6;704.07;Wetland;3;2;Carnivore;Vertivore;Aerial;13390803.81;Circus aeruginosus;Accipitridae;Accipitriformes;45.6;704.07;Wetland;3;2;Carnivore;Vertivore;Aerial;13390803.81
Coccothraustes coccothraustes;Coccothraustes coccothraustes;Fringillidae;Passeriformes;32.9;56.63;Forest;1;2;Herbivore;Omnivore;Insessorial;12197802.66;Coccothraustes coccothraustes;Fringillidae;Passeriformes;32.9;56.63;Forest;1;2;Herbivore;Omnivore;Insessorial;12197802.66
Coccothraustes coccothraustes;Coccothraustes coccothraustes;Fringillidae;Passeriformes;32.9;56.63;Forest;1;2;Herbivore;Omnivore;Insessorial;12197802.66;Coccothraustes coccothraustes;Fringillidae;Passeriformes;32.9;56.63;Forest;1;2;Herbivore;Omnivore;Insessorial;12197802.66
Coccothraustes coccothraustes;Coccothraustes coccothraustes;Fringillidae;Passeriformes;32.9;56.63;Forest;1;2;Herbivore;Omnivore;Insessorial;12197802.66;Coccothraustes coccothraustes;Fringillidae;Passeriformes;32.9;56.63;Forest;1;2;Herbivore;Omnivore;Insessorial;12197802.66
Columba livia;Columba livia;Columbidae;Columbiformes;45.1;354.2;Human Modified;3;1;Herbivore;Granivore;Terrestrial;17464191.46;Columba livia;Columbidae;Columbiformes;45.1;354.2;Human Modified;3;1;Herbivore;Granivore;Terrestrial;17464191.46
Columba livia;Columba livia;Columbidae;Columbiformes;45.1;354.2;Human Modified;3;1;Herbivore;Granivore;Terrestrial;17464191.46;Columba livia;Columbidae;Columbiformes;45.1;354.2;Human Modified;3;1;Herbivore;Granivore;Terrestrial;17464191.46
Columba livia;Columba livia;Columbidae;Columbiformes;45.1;354.2;Human Modified;3;1;Herbivore;Granivore;Terrestrial;17464191.46;Columba livia;Columbidae;Columbiformes;45.1;354.2;Human Modified;3;1;Herbivore;Granivore;Terrestrial;17464191.46
Columba oenas;Columba oenas;Columbidae;Columbiformes;42.5;290.79;Woodland;3;1;Herbivore;Omnivore;Terrestrial;9272521.23;Columba oenas;Columbidae;Columbiformes;42.5;290.79;Woodland;3;1;Herbivore;Omnivore;Terrestrial;9272521.23
Columba oenas;Columba oenas;Columbidae;Columbiformes;42.5;290.79;Woodland;3;1;Herbivore;Omnivore;Terrestrial;9272521.23;Columba oenas;Columbidae;Columbiformes;42.5;290.79;Woodland;3;1;Herbivore;Omnivore;Terrestrial;9272521.23
Columba oenas;Columba oenas;Columbidae;Columbiformes;42.5;290.79;Woodland;3;1;Herbivore;Omnivore;Terrestrial;9272521.23;Columba oenas;Columbidae;Columbiformes;42.5;290.79;Woodland;3;1;Herbivore;Omnivore;Terrestrial;9272521.23
Columba palumbus;Columba palumbus;Columbidae;Columbiformes;41.2;490;Woodland;2;1;Herbivore;Omnivore;Terrestrial;11947217.36;Columba palumbus;Columbidae;Columbiformes;41.2;490;Woodland;2;1;Herbivore;Omnivore;Terrestrial;11947217.36
Columba palumbus;Columba palumbus;Columbidae;Columbiformes;41.2;490;Woodland;2;1;Herbivore;Omnivore;Terrestrial;11947217.36;Columba palumbus;Columbidae;Columbiformes;41.2;490;Woodland;2;1;Herbivore;Omnivore;Terrestrial;11947217.36
Columba palumbus;Columba palumbus;Columbidae;Columbiformes;41.2;490;Woodland;2;1;Herbivore;Omnivore;Terrestrial;11947217.36;Columba palumbus;Columbidae;Columbiformes;41.2;490;Woodland;2;1;Herbivore;Omnivore;Terrestrial;11947217.36
Corvus corax;Corvus corax;Corvidae;Passeriformes;39.8;927.97;Forest;3;2;Omnivore;Omnivore;Terrestrial;52288449.5;Corvus corax;Corvidae;Passeriformes;39.8;927.97;Forest;3;2;Omnivore;Omnivore;Terrestrial;52288449.5
Corvus corax;Corvus corax;Corvidae;Passeriformes;39.8;927.97;Forest;3;2;Omnivore;Omnivore;Terrestrial;52288449.5;Corvus corax;Corvidae;Passeriformes;39.8;927.97;Forest;3;2;Omnivore;Omnivore;Terrestrial;52288449.5
Corvus corax;Corvus corax;Corvidae;Passeriformes;39.8;927.97;Forest;3;2;Omnivore;Omnivore;Terrestrial;52288449.5;Corvus corax;Corvidae;Passeriformes;39.8;927.97;Forest;3;2;Omnivore;Omnivore;Terrestrial;52288449.5
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus corone;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09;Corvus corone;Corvidae;Passeriformes;36.9;570;Human Modified;3;1;Carnivore;Omnivore;Terrestrial;33343165.09
Corvus monedula;Corvus monedula;Corvidae;Passeriformes;39.1;246;Human Modified;3;2;Omnivore;Omnivore;Terrestrial;13975046.48;Corvus monedula;Corvidae;Passeriformes;39.1;246;Human Modified;3;2;Omnivore;Omnivore;Terrestrial;13975046.48
Corvus monedula;Corvus monedula;Corvidae;Passeriformes;39.1;246;Human Modified;3;2;Omnivore;Omnivore;Terrestrial;13975046.48;Corvus monedula;Corvidae;Passeriformes;39.1;246;Human Modified;3;2;Omnivore;Omnivore;Terrestrial;13975046.48
Corvus monedula;Corvus monedula;Corvidae;Passeriformes;39.1;246;Human Modified;3;2;Omnivore;Omnivore;Terrestrial;13975046.48;Corvus monedula;Corvidae;Passeriformes;39.1;246;Human Modified;3;2;Omnivore;Omnivore;Terrestrial;13975046.48
Coturnix coturnix;Coturnix coturnix;Phasianidae;Galliformes;41;96.28;Human Modified;3;3;Herbivore;Granivore;Terrestrial;21283218.76;Coturnix coturnix;Phasianidae;Galliformes;41;96.28;Human Modified;3;3;Herbivore;Granivore;Terrestrial;21283218.76
Coturnix coturnix;Coturnix coturnix;Phasianidae;Galliformes;41;96.28;Human Modified;3;3;Herbivore;Granivore;Terrestrial;21283218.76;Coturnix coturnix;Phasianidae;Galliformes;41;96.28;Human Modified;3;3;Herbivore;Granivore;Terrestrial;21283218.76
Coturnix coturnix;Coturnix coturnix;Phasianidae;Galliformes;41;96.28;Human Modified;3;3;Herbivore;Granivore;Terrestrial;21283218.76;Coturnix coturnix;Phasianidae;Galliformes;41;96.28;Human Modified;3;3;Herbivore;Granivore;Terrestrial;21283218.76
Crex crex;Crex crex;Rallidae;Gruiformes;34.1;154.91;Grassland;2;3;Carnivore;Omnivore;Terrestrial;12516028.75;Crex crex;Rallidae;Gruiformes;34.1;154.91;Grassland;2;3;Carnivore;Omnivore;Terrestrial;12516028.75
Crex crex;Crex crex;Rallidae;Gruiformes;34.1;154.91;Grassland;2;3;Carnivore;Omnivore;Terrestrial;12516028.75;Crex crex;Rallidae;Gruiformes;34.1;154.91;Grassland;2;3;Carnivore;Omnivore;Terrestrial;12516028.75
Crex crex;Crex crex;Rallidae;Gruiformes;34.1;154.91;Grassland;2;3;Carnivore;Omnivore;Terrestrial;12516028.75;Crex crex;Rallidae;Gruiformes;34.1;154.91;Grassland;2;3;Carnivore;Omnivore;Terrestrial;12516028.75
Cuculus canorus;Cuculus canorus;Cuculidae;Cuculiformes;43.9;111.36;Forest;2;3;Carnivore;Invertivore;Insessorial;37338142.79;Cuculus canorus;Cuculidae;Cuculiformes;43.9;111.36;Forest;2;3;Carnivore;Invertivore;Insessorial;37338142.79
Cuculus canorus;Cuculus canorus;Cuculidae;Cuculiformes;43.9;111.36;Forest;2;3;Carnivore;Invertivore;Insessorial;37338142.79;Cuculus canorus;Cuculidae;Cuculiformes;43.9;111.36;Forest;2;3;Carnivore;Invertivore;Insessorial;37338142.79
Cuculus canorus;Cuculus canorus;Cuculidae;Cuculiformes;43.9;111.36;Forest;2;3;Carnivore;Invertivore;Insessorial;37338142.79;Cuculus canorus;Cuculidae;Cuculiformes;43.9;111.36;Forest;2;3;Carnivore;Invertivore;Insessorial;37338142.79
Cygnus olor;Cygnus olor;Anatidae;Anseriformes;42.1;10682.04;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;4915289.2;Cygnus olor;Anatidae;Anseriformes;42.1;10682.04;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;4915289.2
Cygnus olor;Cygnus olor;Anatidae;Anseriformes;42.1;10682.04;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;4915289.2;Cygnus olor;Anatidae;Anseriformes;42.1;10682.04;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;4915289.2
Cygnus olor;Cygnus olor;Anatidae;Anseriformes;42.1;10682.04;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;4915289.2;Cygnus olor;Anatidae;Anseriformes;42.1;10682.04;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;4915289.2
Delichon urbica;Delichon urbicum;Hirundinidae;Passeriformes;54.3;14.5;Human Modified;3;3;Carnivore;Invertivore;Aerial;16377219.72;Delichon urbicum;Hirundinidae;Passeriformes;54.3;14.5;Human Modified;3;3;Carnivore;Invertivore;Aerial;26299672.09
Delichon urbica;Delichon urbicum;Hirundinidae;Passeriformes;54.3;14.5;Human Modified;3;3;Carnivore;Invertivore;Aerial;16377219.72;Delichon urbicum;Hirundinidae;Passeriformes;54.3;14.5;Human Modified;3;3;Carnivore;Invertivore;Aerial;26299672.09
Delichon urbica;Delichon urbicum;Hirundinidae;Passeriformes;54.3;14.5;Human Modified;3;3;Carnivore;Invertivore;Aerial;16377219.72;Delichon urbicum;Hirundinidae;Passeriformes;54.3;14.5;Human Modified;3;3;Carnivore;Invertivore;Aerial;26299672.09
Dendrocopos major;Dendrocopos major;Picidae;Piciformes;29.3;74.94;Woodland;1;1;Omnivore;Omnivore;Insessorial;24413724.29;Dendrocopos major;Picidae;Piciformes;29.3;74.94;Woodland;1;1;Omnivore;Omnivore;Insessorial;24413724.29
Dendrocopos major;Dendrocopos major;Picidae;Piciformes;29.3;74.94;Woodland;1;1;Omnivore;Omnivore;Insessorial;24413724.29;Dendrocopos major;Picidae;Piciformes;29.3;74.94;Woodland;1;1;Omnivore;Omnivore;Insessorial;24413724.29
Dendrocopos major;Dendrocopos major;Picidae;Piciformes;29.3;74.94;Woodland;1;1;Omnivore;Omnivore;Insessorial;24413724.29;Dendrocopos major;Picidae;Piciformes;29.3;74.94;Woodland;1;1;Omnivore;Omnivore;Insessorial;24413724.29
Dendrocopos minor;Dendrocopos minor;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendrocopos minor;Picidae;Piciformes;27.4;19.8;Forest;1;1;Carnivore;Invertivore;Insessorial;18548908.46
Dryocopus martius;Dryocopus martius;Picidae;Piciformes;26.4;321;Forest;1;1;Carnivore;Invertivore;Insessorial;19634445.89;Dryocopus martius;Picidae;Piciformes;26.4;321;Forest;1;1;Carnivore;Invertivore;Insessorial;19634445.89
Dryocopus martius;Dryocopus martius;Picidae;Piciformes;26.4;321;Forest;1;1;Carnivore;Invertivore;Insessorial;19634445.89;Dryocopus martius;Picidae;Piciformes;26.4;321;Forest;1;1;Carnivore;Invertivore;Insessorial;19634445.89
Dryocopus martius;Dryocopus martius;Picidae;Piciformes;26.4;321;Forest;1;1;Carnivore;Invertivore;Insessorial;19634445.89;Dryocopus martius;Picidae;Piciformes;26.4;321;Forest;1;1;Carnivore;Invertivore;Insessorial;19634445.89
Emberiza citrinella;Emberiza citrinella;Emberizidae;Passeriformes;25.7;29.7;Shrubland;3;2;Herbivore;Granivore;Terrestrial;12899942.03;Emberiza citrinella;Emberizidae;Passeriformes;25.7;29.7;Shrubland;3;2;Herbivore;Granivore;Terrestrial;12899942.03
Emberiza citrinella;Emberiza citrinella;Emberizidae;Passeriformes;25.7;29.7;Shrubland;3;2;Herbivore;Granivore;Terrestrial;12899942.03;Emberiza citrinella;Emberizidae;Passeriformes;25.7;29.7;Shrubland;3;2;Herbivore;Granivore;Terrestrial;12899942.03
Emberiza citrinella;Emberiza citrinella;Emberizidae;Passeriformes;25.7;29.7;Shrubland;3;2;Herbivore;Granivore;Terrestrial;12899942.03;Emberiza citrinella;Emberizidae;Passeriformes;25.7;29.7;Shrubland;3;2;Herbivore;Granivore;Terrestrial;12899942.03
Emberiza schoeniclus;Emberiza schoeniclus;Emberizidae;Passeriformes;21.1;18.4;Wetland;2;2;Herbivore;Omnivore;Terrestrial;23743379.81;Emberiza schoeniclus;Emberizidae;Passeriformes;21.1;18.4;Wetland;2;2;Herbivore;Omnivore;Terrestrial;23743379.81
Emberiza schoeniclus;Emberiza schoeniclus;Emberizidae;Passeriformes;21.1;18.4;Wetland;2;2;Herbivore;Omnivore;Terrestrial;23743379.81;Emberiza schoeniclus;Emberizidae;Passeriformes;21.1;18.4;Wetland;2;2;Herbivore;Omnivore;Terrestrial;23743379.81
Emberiza schoeniclus;Emberiza schoeniclus;Emberizidae;Passeriformes;21.1;18.4;Wetland;2;2;Herbivore;Omnivore;Terrestrial;23743379.81;Emberiza schoeniclus;Emberizidae;Passeriformes;21.1;18.4;Wetland;2;2;Herbivore;Omnivore;Terrestrial;23743379.81
Erithacus rubecula;Erithacus rubecula;Muscicapidae;Passeriformes;19.9;17.7;Forest;1;3;Carnivore;Omnivore;Generalist;10001378.73;Erithacus rubecula;Muscicapidae;Passeriformes;19.9;17.7;Forest;1;3;Carnivore;Omnivore;Generalist;10001378.73
Erithacus rubecula;Erithacus rubecula;Muscicapidae;Passeriformes;19.9;17.7;Forest;1;3;Carnivore;Omnivore;Generalist;10001378.73;Erithacus rubecula;Muscicapidae;Passeriformes;19.9;17.7;Forest;1;3;Carnivore;Omnivore;Generalist;10001378.73
Erithacus rubecula;Erithacus rubecula;Muscicapidae;Passeriformes;19.9;17.7;Forest;1;3;Carnivore;Omnivore;Generalist;10001378.73;Erithacus rubecula;Muscicapidae;Passeriformes;19.9;17.7;Forest;1;3;Carnivore;Omnivore;Generalist;10001378.73
Falco tinnunculus;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09
Falco tinnunculus;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09
Falco tinnunculus;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09
Falco tinnunculus;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09
Falco tinnunculus;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09
Falco tinnunculus;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09;Falco tinnunculus;Falconidae;Falconiformes;51;183.21;Shrubland;3;3;Carnivore;Vertivore;Aerial;49037026.09
Ficedula albicollis;Ficedula albicollis;Muscicapidae;Passeriformes;31.9;12.69;Woodland;1;3;Carnivore;Invertivore;Insessorial;2473537.35;Ficedula albicollis;Muscicapidae;Passeriformes;31.9;12.69;Woodland;1;3;Carnivore;Invertivore;Insessorial;2473537.35
Ficedula albicollis;Ficedula albicollis;Muscicapidae;Passeriformes;31.9;12.69;Woodland;1;3;Carnivore;Invertivore;Insessorial;2473537.35;Ficedula albicollis;Muscicapidae;Passeriformes;31.9;12.69;Woodland;1;3;Carnivore;Invertivore;Insessorial;2473537.35
Ficedula albicollis;Ficedula albicollis;Muscicapidae;Passeriformes;31.9;12.69;Woodland;1;3;Carnivore;Invertivore;Insessorial;2473537.35;Ficedula albicollis;Muscicapidae;Passeriformes;31.9;12.69;Woodland;1;3;Carnivore;Invertivore;Insessorial;2473537.35
Ficedula hypoleuca;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14
Ficedula hypoleuca;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14
Ficedula hypoleuca;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14
Ficedula hypoleuca;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14
Ficedula hypoleuca;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14
Ficedula hypoleuca;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14;Ficedula hypoleuca;Muscicapidae;Passeriformes;30.4;13.79;Forest;1;3;Carnivore;Invertivore;Insessorial;7339714.14
Ficedula parva;Ficedula parva;Muscicapidae;Passeriformes;25.3;10.8;Woodland;1;3;Carnivore;Invertivore;Insessorial;6006654.02;Ficedula parva;Muscicapidae;Passeriformes;25.3;10.8;Woodland;1;3;Carnivore;Invertivore;Insessorial;6006654.02
Ficedula parva;Ficedula parva;Muscicapidae;Passeriformes;25.3;10.8;Woodland;1;3;Carnivore;Invertivore;Insessorial;6006654.02;Ficedula parva;Muscicapidae;Passeriformes;25.3;10.8;Woodland;1;3;Carnivore;Invertivore;Insessorial;6006654.02
Ficedula parva;Ficedula parva;Muscicapidae;Passeriformes;25.3;10.8;Woodland;1;3;Carnivore;Invertivore;Insessorial;6006654.02;Ficedula parva;Muscicapidae;Passeriformes;25.3;10.8;Woodland;1;3;Carnivore;Invertivore;Insessorial;6006654.02
Fringilla coelebs;Fringilla coelebs;Fringillidae;Passeriformes;27.6;23.81;Forest;2;2;Omnivore;Invertivore;Generalist;13931193.45;Fringilla coelebs;Fringillidae;Passeriformes;27.6;23.81;Forest;2;2;Omnivore;Invertivore;Generalist;13931193.45
Fringilla coelebs;Fringilla coelebs;Fringillidae;Passeriformes;27.6;23.81;Forest;2;2;Omnivore;Invertivore;Generalist;13931193.45;Fringilla coelebs;Fringillidae;Passeriformes;27.6;23.81;Forest;2;2;Omnivore;Invertivore;Generalist;13931193.45
Fringilla coelebs;Fringilla coelebs;Fringillidae;Passeriformes;27.6;23.81;Forest;2;2;Omnivore;Invertivore;Generalist;13931193.45;Fringilla coelebs;Fringillidae;Passeriformes;27.6;23.81;Forest;2;2;Omnivore;Invertivore;Generalist;13931193.45
Fulica atra;Fulica atra;Rallidae;Gruiformes;39.6;717.12;Wetland;3;1;Herbivore;Herbivore aquatic;Generalist;33490842.86;Fulica atra;Rallidae;Gruiformes;39.6;717.12;Wetland;3;1;Herbivore;Herbivore aquatic;Generalist;33490842.86
Fulica atra;Fulica atra;Rallidae;Gruiformes;39.6;717.12;Wetland;3;1;Herbivore;Herbivore aquatic;Generalist;33490842.86;Fulica atra;Rallidae;Gruiformes;39.6;717.12;Wetland;3;1;Herbivore;Herbivore aquatic;Generalist;33490842.86
Fulica atra;Fulica atra;Rallidae;Gruiformes;39.6;717.12;Wetland;3;1;Herbivore;Herbivore aquatic;Generalist;33490842.86;Fulica atra;Rallidae;Gruiformes;39.6;717.12;Wetland;3;1;Herbivore;Herbivore aquatic;Generalist;33490842.86
Gallinago gallinago;Gallinago gallinago;Scolopacidae;Charadriiformes;44.3;112.94;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;20105909.91;Gallinago gallinago;Scolopacidae;Charadriiformes;44.8;112.94;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;32090897.74
Gallinago gallinago;Gallinago gallinago;Scolopacidae;Charadriiformes;44.3;112.94;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;20105909.91;Gallinago gallinago;Scolopacidae;Charadriiformes;44.8;112.94;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;32090897.74
Gallinago gallinago;Gallinago gallinago;Scolopacidae;Charadriiformes;44.3;112.94;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;20105909.91;Gallinago gallinago;Scolopacidae;Charadriiformes;44.8;112.94;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;32090897.74
Gallinula chloropus;Gallinula chloropus;Rallidae;Gruiformes;32.2;339.63;Wetland;3;1;Omnivore;Omnivore;Terrestrial;38515141.7;Gallinula chloropus;Rallidae;Gruiformes;32.3;339.63;Wetland;3;1;Omnivore;Omnivore;Terrestrial;52285238.85
Gallinula chloropus;Gallinula chloropus;Rallidae;Gruiformes;32.2;339.63;Wetland;3;1;Omnivore;Omnivore;Terrestrial;38515141.7;Gallinula chloropus;Rallidae;Gruiformes;32.3;339.63;Wetland;3;1;Omnivore;Omnivore;Terrestrial;52285238.85
Gallinula chloropus;Gallinula chloropus;Rallidae;Gruiformes;32.2;339.63;Wetland;3;1;Omnivore;Omnivore;Terrestrial;38515141.7;Gallinula chloropus;Rallidae;Gruiformes;32.3;339.63;Wetland;3;1;Omnivore;Omnivore;Terrestrial;52285238.85
Garrulus glandarius;Garrulus glandarius;Corvidae;Passeriformes;19.4;159.46;Forest;1;2;Omnivore;Omnivore;Insessorial;19458203.9;Garrulus glandarius;Corvidae;Passeriformes;19.2;159.46;Forest;1;2;Omnivore;Omnivore;Insessorial;22919550.27
Garrulus glandarius;Garrulus glandarius;Corvidae;Passeriformes;19.4;159.46;Forest;1;2;Omnivore;Omnivore;Insessorial;19458203.9;Garrulus glandarius;Corvidae;Passeriformes;19.2;159.46;Forest;1;2;Omnivore;Omnivore;Insessorial;22919550.27
