sp_atlas;sp_atlas adapted1;Family_BL;Order_BL;Hand-Wing.Index_BL;Mass_BL;Habitat_BL;Habitat.Density_BL;Migration_BL;Trophic.Level_BL;Trophic.Niche_BL;Primary.Lifestyle_BL;Range.Size_BL;sp_atlas adapted2;Family_BT;Order_BT;Hand-Wing.Index_BT;Mass_BT;Habitat_BT;Habitat.Density_BT;Migration_BT;Trophic.Level_BT;Trophic.Niche_BT;Primary.Lifestyle_BT;Range.Size_BT
Anser anser;Anser anser;Anatidae;Anseriformes;47.2;3302.41;Wetland;3;3;Herbivore;Herbivore terrestrial;Terrestrial;13285537.12;Anser anser;Anatidae;Anseriformes;47.2;3302.41;Wetland;3;3;Herbivore;Herbivore terrestrial;Terrestrial;13285537.12
Porzana parva;Porzana parva;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porzana parva;Rallidae;Gruiformes;44;49.7;Wetland;1;3;Carnivore;Aquatic predator;Terrestrial;6785055.74
Mergus merganser;Mergus merganser;Anatidae;Anseriformes;46;1451.02;Riverine;3;3;Carnivore;Aquatic predator;Aquatic;24915961.61;Mergus merganser;Anatidae;Anseriformes;46;1451.02;Riverine;3;3;Carnivore;Aquatic predator;Aquatic;24915961.61
Mergus merganser;Mergus merganser;Anatidae;Anseriformes;46;1451.02;Riverine;3;3;Carnivore;Aquatic predator;Aquatic;24915961.61;Mergus merganser;Anatidae;Anseriformes;46;1451.02;Riverine;3;3;Carnivore;Aquatic predator;Aquatic;24915961.61
Mergus merganser;Mergus merganser;Anatidae;Anseriformes;46;1451.02;Riverine;3;3;Carnivore;Aquatic predator;Aquatic;24915961.61;Mergus merganser;Anatidae;Anseriformes;46;1451.02;Riverine;3;3;Carnivore;Aquatic predator;Aquatic;24915961.61
Panurus biarmicus;Panurus biarmicus;Panuridae;Passeriformes;22.1;13.82;Wetland;3;2;Omnivore;Invertivore;Insessorial;11689099.28;Panurus biarmicus;Timaliidae;Passeriformes;22.1;13.82;Wetland;3;2;Omnivore;Invertivore;Insessorial;11689099.28
Panurus biarmicus;Panurus biarmicus;Panuridae;Passeriformes;22.1;13.82;Wetland;3;2;Omnivore;Invertivore;Insessorial;11689099.28;Panurus biarmicus;Timaliidae;Passeriformes;22.1;13.82;Wetland;3;2;Omnivore;Invertivore;Insessorial;11689099.28
Panurus biarmicus;Panurus biarmicus;Panuridae;Passeriformes;22.1;13.82;Wetland;3;2;Omnivore;Invertivore;Insessorial;11689099.28;Panurus biarmicus;Timaliidae;Passeriformes;22.1;13.82;Wetland;3;2;Omnivore;Invertivore;Insessorial;11689099.28
Porzana porzana;Porzana porzana;Rallidae;Gruiformes;34.5;87.1;Wetland;1;3;Omnivore;Aquatic predator;Terrestrial;10691863.17;Porzana porzana;Rallidae;Gruiformes;34.5;87.1;Wetland;1;3;Omnivore;Aquatic predator;Terrestrial;10691863.17
Porzana porzana;Porzana porzana;Rallidae;Gruiformes;34.5;87.1;Wetland;1;3;Omnivore;Aquatic predator;Terrestrial;10691863.17;Porzana porzana;Rallidae;Gruiformes;34.5;87.1;Wetland;1;3;Omnivore;Aquatic predator;Terrestrial;10691863.17
Porzana porzana;Porzana porzana;Rallidae;Gruiformes;34.5;87.1;Wetland;1;3;Omnivore;Aquatic predator;Terrestrial;10691863.17;Porzana porzana;Rallidae;Gruiformes;34.5;87.1;Wetland;1;3;Omnivore;Aquatic predator;Terrestrial;10691863.17
Tringa totanus;Tringa totanus;Scolopacidae;Charadriiformes;47.2;129;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;19709237.23;Tringa totanus;Scolopacidae;Charadriiformes;47.2;129;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;19709237.23
Tringa totanus;Tringa totanus;Scolopacidae;Charadriiformes;47.2;129;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;19709237.23;Tringa totanus;Scolopacidae;Charadriiformes;47.2;129;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;19709237.23
Tringa totanus;Tringa totanus;Scolopacidae;Charadriiformes;47.2;129;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;19709237.23;Tringa totanus;Scolopacidae;Charadriiformes;47.2;129;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;19709237.23
Anas acuta;Anas acuta;Anatidae;Anseriformes;57.8;944.62;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;28403500.77;Anas acuta;Anatidae;Anseriformes;57.8;944.62;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;28403500.77
Anas acuta;Anas acuta;Anatidae;Anseriformes;57.8;944.62;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;28403500.77;Anas acuta;Anatidae;Anseriformes;57.8;944.62;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;28403500.77
Anas acuta;Anas acuta;Anatidae;Anseriformes;57.8;944.62;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;28403500.77;Anas acuta;Anatidae;Anseriformes;57.8;944.62;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;28403500.77
Merops apiaster;Merops apiaster;Meropidae;Coraciiformes;45.5;56.6;Woodland;2;3;Carnivore;Invertivore;Insessorial;11028502.02;Merops apiaster;Meropidae;Coraciiformes;45.5;56.6;Woodland;2;3;Carnivore;Invertivore;Insessorial;11028502.02
Merops apiaster;Merops apiaster;Meropidae;Coraciiformes;45.5;56.6;Woodland;2;3;Carnivore;Invertivore;Insessorial;11028502.02;Merops apiaster;Meropidae;Coraciiformes;45.5;56.6;Woodland;2;3;Carnivore;Invertivore;Insessorial;11028502.02
Merops apiaster;Merops apiaster;Meropidae;Coraciiformes;45.5;56.6;Woodland;2;3;Carnivore;Invertivore;Insessorial;11028502.02;Merops apiaster;Meropidae;Coraciiformes;45.5;56.6;Woodland;2;3;Carnivore;Invertivore;Insessorial;11028502.02
Asio flammeus;Asio flammeus;Strigidae;Strigiformes;47.5;322.61;Grassland;3;3;Carnivore;Vertivore;Aerial;39874062.36;Asio flammeus;Strigidae;Strigiformes;47.5;322.61;Grassland;3;3;Carnivore;Vertivore;Aerial;39874062.36
Asio flammeus;Asio flammeus;Strigidae;Strigiformes;47.5;322.61;Grassland;3;3;Carnivore;Vertivore;Aerial;39874062.36;Asio flammeus;Strigidae;Strigiformes;47.5;322.61;Grassland;3;3;Carnivore;Vertivore;Aerial;39874062.36
Asio flammeus;Asio flammeus;Strigidae;Strigiformes;47.5;322.61;Grassland;3;3;Carnivore;Vertivore;Aerial;39874062.36;Asio flammeus;Strigidae;Strigiformes;47.5;322.61;Grassland;3;3;Carnivore;Vertivore;Aerial;39874062.36
Numenius arquata;Numenius arquata;Scolopacidae;Charadriiformes;53.2;802.99;Grassland;3;3;Carnivore;Aquatic predator;Terrestrial;12491410.25;Numenius arquata;Scolopacidae;Charadriiformes;53.2;802.99;Grassland;3;3;Carnivore;Aquatic predator;Terrestrial;12491410.25
Numenius arquata;Numenius arquata;Scolopacidae;Charadriiformes;53.2;802.99;Grassland;3;3;Carnivore;Aquatic predator;Terrestrial;12491410.25;Numenius arquata;Scolopacidae;Charadriiformes;53.2;802.99;Grassland;3;3;Carnivore;Aquatic predator;Terrestrial;12491410.25
Numenius arquata;Numenius arquata;Scolopacidae;Charadriiformes;53.2;802.99;Grassland;3;3;Carnivore;Aquatic predator;Terrestrial;12491410.25;Numenius arquata;Scolopacidae;Charadriiformes;53.2;802.99;Grassland;3;3;Carnivore;Aquatic predator;Terrestrial;12491410.25
Picoides tridactylus;Picoides tridactylus;Picidae;Piciformes;29.4;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;23486930.71;Picoides tridactylus;Picidae;Piciformes;29.3;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;14623044.02
Picoides tridactylus;Picoides tridactylus;Picidae;Piciformes;29.4;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;23486930.71;Picoides tridactylus;Picidae;Piciformes;29.3;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;14623044.02
Picoides tridactylus;Picoides tridactylus;Picidae;Piciformes;29.4;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;23486930.71;Picoides tridactylus;Picidae;Piciformes;29.3;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;14623044.02
Picoides tridactylus;Picoides tridactylus;Picidae;Piciformes;29.4;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;23486930.71;Picoides tridactylus;Picidae;Piciformes;29.3;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;14623044.02
Picoides tridactylus;Picoides tridactylus;Picidae;Piciformes;29.4;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;23486930.71;Picoides tridactylus;Picidae;Piciformes;29.3;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;14623044.02
Picoides tridactylus;Picoides tridactylus;Picidae;Piciformes;29.4;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;23486930.71;Picoides tridactylus;Picidae;Piciformes;29.3;65.49;Forest;1;1;Carnivore;Invertivore;Insessorial;14623044.02
Larus canus;Larus canus;Laridae;Charadriiformes;58.6;412.53;Coastal;3;3;Carnivore;Omnivore;Terrestrial;17992527.98;Larus canus;Laridae;Charadriiformes;58.6;412.53;Coastal;3;3;Carnivore;Omnivore;Terrestrial;17992527.98
Larus canus;Larus canus;Laridae;Charadriiformes;58.6;412.53;Coastal;3;3;Carnivore;Omnivore;Terrestrial;17992527.98;Larus canus;Laridae;Charadriiformes;58.6;412.53;Coastal;3;3;Carnivore;Omnivore;Terrestrial;17992527.98
Larus canus;Larus canus;Laridae;Charadriiformes;58.6;412.53;Coastal;3;3;Carnivore;Omnivore;Terrestrial;17992527.98;Larus canus;Laridae;Charadriiformes;58.6;412.53;Coastal;3;3;Carnivore;Omnivore;Terrestrial;17992527.98
Larus cachinnans;Larus cachinnans;Laridae;Charadriiformes;56.5;1111.89;Coastal;3;3;Carnivore;Omnivore;Generalist;1659661.38;Larus cachinnans;Laridae;Charadriiformes;56.5;1111.89;Coastal;3;3;Carnivore;Omnivore;Generalist;1659661.38
Larus cachinnans;Larus cachinnans;Laridae;Charadriiformes;56.5;1111.89;Coastal;3;3;Carnivore;Omnivore;Generalist;1659661.38;Larus cachinnans;Laridae;Charadriiformes;56.5;1111.89;Coastal;3;3;Carnivore;Omnivore;Generalist;1659661.38
Larus cachinnans;Larus cachinnans;Laridae;Charadriiformes;56.5;1111.89;Coastal;3;3;Carnivore;Omnivore;Generalist;1659661.38;Larus cachinnans;Laridae;Charadriiformes;56.5;1111.89;Coastal;3;3;Carnivore;Omnivore;Generalist;1659661.38
Sterna hirundo;Sterna hirundo;Laridae;Charadriiformes;67.3;129.15;Marine;3;3;Carnivore;Aquatic predator;Aerial;30248469.5;Sterna hirundo;Laridae;Charadriiformes;67.3;129.15;Marine;3;3;Carnivore;Aquatic predator;Aerial;30248469.5
Sterna hirundo;Sterna hirundo;Laridae;Charadriiformes;67.3;129.15;Marine;3;3;Carnivore;Aquatic predator;Aerial;30248469.5;Sterna hirundo;Laridae;Charadriiformes;67.3;129.15;Marine;3;3;Carnivore;Aquatic predator;Aerial;30248469.5
Sterna hirundo;Sterna hirundo;Laridae;Charadriiformes;67.3;129.15;Marine;3;3;Carnivore;Aquatic predator;Aerial;30248469.5;Sterna hirundo;Laridae;Charadriiformes;67.3;129.15;Marine;3;3;Carnivore;Aquatic predator;Aerial;30248469.5
Luscinia luscinia;Luscinia luscinia;Muscicapidae;Passeriformes;29.9;23.8;Shrubland;1;3;Carnivore;Invertivore;Generalist;6890175.16;Luscinia luscinia;Muscicapidae;Passeriformes;29.9;23.8;Shrubland;1;3;Carnivore;Invertivore;Generalist;6890175.16
Luscinia luscinia;Luscinia luscinia;Muscicapidae;Passeriformes;29.9;23.8;Shrubland;1;3;Carnivore;Invertivore;Generalist;6890175.16;Luscinia luscinia;Muscicapidae;Passeriformes;29.9;23.8;Shrubland;1;3;Carnivore;Invertivore;Generalist;6890175.16
Luscinia luscinia;Luscinia luscinia;Muscicapidae;Passeriformes;29.9;23.8;Shrubland;1;3;Carnivore;Invertivore;Generalist;6890175.16;Luscinia luscinia;Muscicapidae;Passeriformes;29.9;23.8;Shrubland;1;3;Carnivore;Invertivore;Generalist;6890175.16
Limosa limosa;Limosa limosa;Scolopacidae;Charadriiformes;51.5;288.37;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;10058061.19;Limosa limosa;Scolopacidae;Charadriiformes;51.5;288.37;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;10058061.19
Limosa limosa;Limosa limosa;Scolopacidae;Charadriiformes;51.5;288.37;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;10058061.19;Limosa limosa;Scolopacidae;Charadriiformes;51.5;288.37;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;10058061.19
Limosa limosa;Limosa limosa;Scolopacidae;Charadriiformes;51.5;288.37;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;10058061.19;Limosa limosa;Scolopacidae;Charadriiformes;51.5;288.37;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;10058061.19
Nycticorax nycticorax;Nycticorax nycticorax;Ardeidae;Pelecaniformes;33.1;810;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;50345275.03;Nycticorax nycticorax;Ardeidae;Pelecaniformes;33.1;810;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;50345275.03
Nycticorax nycticorax;Nycticorax nycticorax;Ardeidae;Pelecaniformes;33.1;810;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;50345275.03;Nycticorax nycticorax;Ardeidae;Pelecaniformes;33.1;810;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;50345275.03
Nycticorax nycticorax;Nycticorax nycticorax;Ardeidae;Pelecaniformes;33.1;810;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;50345275.03;Nycticorax nycticorax;Ardeidae;Pelecaniformes;33.1;810;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;50345275.03
Dendrocopos syriacus;Dendrocopos syriacus;Picidae;Piciformes;26.6;76.7;Woodland;2;1;Omnivore;Invertivore;Insessorial;2931365.51;Dendrocopos syriacus;Picidae;Piciformes;26.6;76.7;Woodland;2;1;Omnivore;Invertivore;Insessorial;2931365.51
Dendrocopos syriacus;Dendrocopos syriacus;Picidae;Piciformes;26.6;76.7;Woodland;2;1;Omnivore;Invertivore;Insessorial;2931365.51;Dendrocopos syriacus;Picidae;Piciformes;26.6;76.7;Woodland;2;1;Omnivore;Invertivore;Insessorial;2931365.51
Dendrocopos syriacus;Dendrocopos syriacus;Picidae;Piciformes;26.6;76.7;Woodland;2;1;Omnivore;Invertivore;Insessorial;2931365.51;Dendrocopos syriacus;Picidae;Piciformes;26.6;76.7;Woodland;2;1;Omnivore;Invertivore;Insessorial;2931365.51
Larus melanocephalus;Larus melanocephalus;Laridae;Charadriiformes;57.1;256;Coastal;3;2;Carnivore;Omnivore;Generalist;250526.34;Larus melanocephalus;Laridae;Charadriiformes;57.1;256;Coastal;3;2;Carnivore;Omnivore;Generalist;250526.34
Larus melanocephalus;Larus melanocephalus;Laridae;Charadriiformes;57.1;256;Coastal;3;2;Carnivore;Omnivore;Generalist;250526.34;Larus melanocephalus;Laridae;Charadriiformes;57.1;256;Coastal;3;2;Carnivore;Omnivore;Generalist;250526.34
Ardea purpurea;Ardea purpurea;Ardeidae;Pelecaniformes;33.9;1064.48;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;34922824.77;Ardea purpurea;Ardeidae;Pelecaniformes;33.9;1064.48;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;34922824.77
Ardea purpurea;Ardea purpurea;Ardeidae;Pelecaniformes;33.9;1064.48;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;34922824.77;Ardea purpurea;Ardeidae;Pelecaniformes;33.9;1064.48;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;34922824.77
Ardea purpurea;Ardea purpurea;Ardeidae;Pelecaniformes;33.9;1064.48;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;34922824.77;Ardea purpurea;Ardeidae;Pelecaniformes;33.9;1064.48;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;34922824.77
Dendrocopos leucotos;Dendrocopos leucotos;Picidae;Piciformes;29.9;116.8;Forest;1;1;Carnivore;Invertivore;Insessorial;11181511.25;Dendrocopos leucotos;Picidae;Piciformes;29.1;116.8;Forest;1;1;Carnivore;Invertivore;Insessorial;11181512.15
Dendrocopos leucotos;Dendrocopos leucotos;Picidae;Piciformes;29.9;116.8;Forest;1;1;Carnivore;Invertivore;Insessorial;11181511.25;Dendrocopos leucotos;Picidae;Piciformes;29.1;116.8;Forest;1;1;Carnivore;Invertivore;Insessorial;11181512.15
Dendrocopos leucotos;Dendrocopos leucotos;Picidae;Piciformes;29.9;116.8;Forest;1;1;Carnivore;Invertivore;Insessorial;11181511.25;Dendrocopos leucotos;Picidae;Piciformes;29.1;116.8;Forest;1;1;Carnivore;Invertivore;Insessorial;11181512.15
Falco cherrug;Falco cherrug;Falconidae;Falconiformes;49.9;961.21;Grassland;3;3;Carnivore;Vertivore;Generalist;11514254.26;Falco cherrug;Falconidae;Falconiformes;49.9;961.21;Grassland;3;3;Carnivore;Vertivore;Generalist;11514254.26
Falco cherrug;Falco cherrug;Falconidae;Falconiformes;49.9;961.21;Grassland;3;3;Carnivore;Vertivore;Generalist;11514254.26;Falco cherrug;Falconidae;Falconiformes;49.9;961.21;Grassland;3;3;Carnivore;Vertivore;Generalist;11514254.26
Falco cherrug;Falco cherrug;Falconidae;Falconiformes;49.9;961.21;Grassland;3;3;Carnivore;Vertivore;Generalist;11514254.26;Falco cherrug;Falconidae;Falconiformes;49.9;961.21;Grassland;3;3;Carnivore;Vertivore;Generalist;11514254.26
Otus scops;Otus scops;Strigidae;Strigiformes;34.7;92;Woodland;2;3;Carnivore;Invertivore;Insessorial;8778464.51;Otus scops;Strigidae;Strigiformes;34.7;92;Woodland;2;3;Carnivore;Invertivore;Insessorial;8787736.92
Otus scops;Otus scops;Strigidae;Strigiformes;34.7;92;Woodland;2;3;Carnivore;Invertivore;Insessorial;8778464.51;Otus scops;Strigidae;Strigiformes;34.7;92;Woodland;2;3;Carnivore;Invertivore;Insessorial;8787736.92
Otus scops;Otus scops;Strigidae;Strigiformes;34.7;92;Woodland;2;3;Carnivore;Invertivore;Insessorial;8778464.51;Otus scops;Strigidae;Strigiformes;34.7;92;Woodland;2;3;Carnivore;Invertivore;Insessorial;8787736.92
Recurvirostra avosetta;Recurvirostra avosetta;Recurvirostridae;Charadriiformes;49.7;304;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;17136961.53;Recurvirostra avosetta;Recurvirostridae;Charadriiformes;49.7;304;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;17136961.53
Recurvirostra avosetta;Recurvirostra avosetta;Recurvirostridae;Charadriiformes;49.7;304;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;17136961.53;Recurvirostra avosetta;Recurvirostridae;Charadriiformes;49.7;304;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;17136961.53
Recurvirostra avosetta;Recurvirostra avosetta;Recurvirostridae;Charadriiformes;49.7;304;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;17136961.53;Recurvirostra avosetta;Recurvirostridae;Charadriiformes;49.7;304;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;17136961.53
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Himantopus himantopus;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;56867877.55;Himantopus himantopus;Recurvirostridae;Charadriiformes;52.2;176.82;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;30584240.92
Strix uralensis;Strix uralensis;Strigidae;Strigiformes;28.8;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;12224942.84;Strix uralensis;Strigidae;Strigiformes;28.4;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;NA
Strix uralensis;Strix uralensis;Strigidae;Strigiformes;28.8;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;12224942.84;Strix uralensis;Strigidae;Strigiformes;28.4;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;NA
Strix uralensis;Strix uralensis;Strigidae;Strigiformes;28.8;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;12224942.84;Strix uralensis;Strigidae;Strigiformes;28.4;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;NA
Strix uralensis;Strix uralensis;Strigidae;Strigiformes;28.8;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;12224942.84;Strix uralensis;Strigidae;Strigiformes;28.4;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;NA
Strix uralensis;Strix uralensis;Strigidae;Strigiformes;28.8;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;12224942.84;Strix uralensis;Strigidae;Strigiformes;28.4;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;NA
Strix uralensis;Strix uralensis;Strigidae;Strigiformes;28.8;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;12224942.84;Strix uralensis;Strigidae;Strigiformes;28.4;780.56;Forest;2;1;Carnivore;Vertivore;Insessorial;NA
Egretta garzetta;Egretta garzetta;Ardeidae;Pelecaniformes;33.1;312;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;34141787.35;Egretta garzetta;Ardeidae;Pelecaniformes;33.1;312;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;34141787.35
Egretta garzetta;Egretta garzetta;Ardeidae;Pelecaniformes;33.1;312;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;34141787.35;Egretta garzetta;Ardeidae;Pelecaniformes;33.1;312;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;34141787.35
Egretta garzetta;Egretta garzetta;Ardeidae;Pelecaniformes;33.1;312;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;34141787.35;Egretta garzetta;Ardeidae;Pelecaniformes;33.1;312;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;34141787.35
Platalea leucorodia;Platalea leucorodia;Threskiornithidae;Pelecaniformes;40.4;1868;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;6276598.58;Platalea leucorodia;Threskiornithidae;Pelecaniformes;40.4;1868;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;6276598.58
Platalea leucorodia;Platalea leucorodia;Threskiornithidae;Pelecaniformes;40.4;1868;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;6276598.58;Platalea leucorodia;Threskiornithidae;Pelecaniformes;40.4;1868;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;6276598.58
Platalea leucorodia;Platalea leucorodia;Threskiornithidae;Pelecaniformes;40.4;1868;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;6276598.58;Platalea leucorodia;Threskiornithidae;Pelecaniformes;40.4;1868;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;6276598.58
Agelaius phoeniceus;Agelaius phoeniceus;Icteridae;Passeriformes;24;50.78;Wetland;3;3;Herbivore;Granivore;Generalist;13703226.95;Agelaius phoeniceus;Icteridae;Passeriformes;24;50.78;Wetland;3;3;Herbivore;Granivore;Generalist;13703226.95
Agelaius phoeniceus;Agelaius phoeniceus;Icteridae;Passeriformes;24;50.78;Wetland;3;3;Herbivore;Granivore;Generalist;13703226.95;Agelaius phoeniceus;Icteridae;Passeriformes;24;50.78;Wetland;3;3;Herbivore;Granivore;Generalist;13703226.95
Agelaius phoeniceus;Agelaius phoeniceus;Icteridae;Passeriformes;24;50.78;Wetland;3;3;Herbivore;Granivore;Generalist;13703226.95;Agelaius phoeniceus;Icteridae;Passeriformes;24;50.78;Wetland;3;3;Herbivore;Granivore;Generalist;13703226.95
Aix sponsa;Aix sponsa;Anatidae;Anseriformes;49.4;657.59;Wetland;3;1;Herbivore;Omnivore;Generalist;6191757.66;Aix sponsa;Anatidae;Anseriformes;49.4;657.59;Wetland;3;1;Herbivore;Omnivore;Generalist;6191757.66
Aix sponsa;Aix sponsa;Anatidae;Anseriformes;49.4;657.59;Wetland;3;1;Herbivore;Omnivore;Generalist;6191757.66;Aix sponsa;Anatidae;Anseriformes;49.4;657.59;Wetland;3;1;Herbivore;Omnivore;Generalist;6191757.66
Aix sponsa;Aix sponsa;Anatidae;Anseriformes;49.4;657.59;Wetland;3;1;Herbivore;Omnivore;Generalist;6191757.66;Aix sponsa;Anatidae;Anseriformes;49.4;657.59;Wetland;3;1;Herbivore;Omnivore;Generalist;6191757.66
Archilochus colubris;Archilochus colubris;Trochilidae;Caprimulgiformes;65;3.09;Woodland;2;3;Omnivore;Nectarivore;Generalist;4936988.47;Archilochus colubris;Trochilidae;Apodiformes;65;3.09;Woodland;2;3;Omnivore;Nectarivore;Generalist;4936988.47
Archilochus colubris;Archilochus colubris;Trochilidae;Caprimulgiformes;65;3.09;Woodland;2;3;Omnivore;Nectarivore;Generalist;4936988.47;Archilochus colubris;Trochilidae;Apodiformes;65;3.09;Woodland;2;3;Omnivore;Nectarivore;Generalist;4936988.47
