"","name_in_data","original_verbatim_name","wordCount","submitted_name","Birds.of.the.World","sp_eBird","American.Ornithological.Society","GBIF","sp_BirdLife","sp_BirdTree","eBird.species.group","X","Order.x","FamilyName","RL_Category","Synonyms","TipLabel","English","Taxonomy","Clade","BLFamilyLatin","BLFamilyEnglish","FamSequID","Order.y","OscSubOsc"
"58","Anthus hodgsoni","Anthus hodgsoni",2,"Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni",7254,"Passeriformes","Motacillidae","LC",NA,"Anthus_hodgsoni","Olive-backed Pipit","BL3","P9","Motacillidae","Wagtails and pipits",170,"PASSERIFORMES","Passeri"
"59","Anthus petrosus","Anthus petrosus",2,"Anthus petrosus","Anthus petrosus",NA,"Anthus petrosus","Anthus petrosus","Anthus petrosus",NA,NA,7259,"Passeriformes","Motacillidae","LC",NA,"Anthus_petrosus","Rock Pipit","BL3","P9","Motacillidae","Wagtails and pipits",170,"PASSERIFORMES","Passeri"
"60","Anthus pratensis","Anthus pratensis",2,"Anthus pratensis","Anthus pratensis","Anthus pratensis","Anthus pratensis","Anthus pratensis","Anthus pratensis","Anthus pratensis","Anthus pratensis",7256,"Passeriformes","Motacillidae","LC",NA,"Anthus_pratensis","Meadow Pipit","BL3","P9","Motacillidae","Wagtails and pipits",170,"PASSERIFORMES","Passeri"
"61","Anthus spinoletta","Anthus spinoletta",2,"Anthus spinoletta","Anthus spinoletta","Anthus spinoletta",NA,"Anthus spinoletta","Anthus spinoletta","Anthus spinoletta","Anthus spinoletta",7260,"Passeriformes","Motacillidae","LC",NA,"Anthus_spinoletta","Water Pipit","BL3","P9","Motacillidae","Wagtails and pipits",170,"PASSERIFORMES","Passeri"
"62","Anthus trivialis","Anthus trivialis",2,"Anthus trivialis","Anthus trivialis","Anthus trivialis","Anthus trivialis","Anthus trivialis","Anthus trivialis","Anthus trivialis","Anthus trivialis",7253,"Passeriformes","Motacillidae","LC",NA,"Anthus_trivialis","Tree Pipit","BL3","P9","Motacillidae","Wagtails and pipits",170,"PASSERIFORMES","Passeri"
"63","Apalopteron familiare","Apalopteron familiare",2,"Apalopteron familiare","Apalopteron familiare","Apalopteron familiare",NA,"Apalopteron familiare","Apalopteron familiare","Apalopteron familiare","Apalopteron familiare",4649,"Passeriformes","Zosteropidae","NT",NA,"Apalopteron_familiare","Bonin White-eye","BL3","BC7","Zosteropidae","White-eyes",164,"PASSERIFORMES","Passeri"
"64","Apus apus","Apus apus",2,"Apus apus","Apus apus","Apus apus","Apus apus","Apus apus","Apus apus","Apus apus","Apus apus",1535,"Caprimulgiformes","Apodidae","LC",NA,"Apus_apus","Common Swift","BL3","Apodidae","Apodidae","Swifts",77,"APODIFORMES","NONPASSERIFORMES"
"65","Apus caffer","Apus caffer",2,"Apus caffer","Apus caffer",NA,"Apus caffer","Apus caffer","Apus caffer",NA,NA,1548,"Caprimulgiformes","Apodidae","LC",NA,"Apus_caffer","White-rumped Swift","BL3","Apodidae","Apodidae","Swifts",77,"APODIFORMES","NONPASSERIFORMES"
"66","Apus nipalensis","Apus nipalensis",2,"Apus nipalensis","Apus nipalensis","Apus nipalensis",NA,"Apus nipalensis","Apus nipalensis","Apus nipalensis","Apus nipalensis",1547,"Caprimulgiformes","Apodidae","LC",NA,"Apus_nipalensis","House Swift","BL3","Apodidae","Apodidae","Swifts",77,"APODIFORMES","NONPASSERIFORMES"
"67","Apus pacificus","Apus pacificus",2,"Apus pacificus","Apus pacificus","Apus pacificus","Apus pacificus","Apus pacificus","Apus pacificus","Apus pacificus","Apus pacificus",1544,"Caprimulgiformes","Apodidae","LC",NA,"Apus_pacificus","Fork-tailed Swift","BL3","Apodidae","Apodidae","Swifts",77,"APODIFORMES","NONPASSERIFORMES"
"68","Apus pallidus","Apus pallidus",2,"Apus pallidus","Apus pallidus",NA,"Apus pallidus","Apus pallidus","Apus pallidus",NA,NA,1538,"Caprimulgiformes","Apodidae","LC",NA,"Apus_pallidus","Pallid Swift","BL3","Apodidae","Apodidae","Swifts",77,"APODIFORMES","NONPASSERIFORMES"
"69","Apus unicolor","Apus unicolor",2,"Apus unicolor","Apus unicolor",NA,"Apus unicolor","Apus unicolor","Apus unicolor",NA,NA,1536,"Caprimulgiformes","Apodidae","LC",NA,"Apus_unicolor","Plain Swift","BL3","Apodidae","Apodidae","Swifts",77,"APODIFORMES","NONPASSERIFORMES"
"70","Aquila adalberti","Aquila adalberti",2,"Aquila adalberti","Aquila adalberti",NA,"Aquila adalberti","Aquila adalberti","Aquila adalberti",NA,NA,3080,"Accipitriformes","Accipitridae","VU",NA,"Aquila_adalberti","Spanish Imperial Eagle","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"71","Aquila chrysaetos","Aquila chrysaetos",2,"Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos",3083,"Accipitriformes","Accipitridae","LC",NA,"Aquila_chrysaetos","Golden Eagle","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"72","Aquila heliaca","Aquila heliaca",2,"Aquila heliaca","Aquila heliaca","Aquila heliaca",NA,"Aquila heliaca","Aquila heliaca","Aquila heliaca","Aquila heliaca",3081,"Accipitriformes","Accipitridae","VU",NA,"Aquila_heliaca","Eastern Imperial Eagle","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"73","Aquila pomarina","Aquila pomarina",2,"Aquila pomarina","Aquila pomarina",NA,NA,"Aquila pomarina","Aquila pomarina",NA,NA,NA,NA,NA,NA,NA,"Aquila_pomarina","Lesser Spotted Eagle","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"74","Archilochus colubris","Archilochus colubris",2,"Archilochus colubris","Archilochus colubris","Archilochus colubris","Archilochus colubris","Archilochus colubris","Archilochus colubris","Archilochus colubris","Archilochus colubris",1809,"Caprimulgiformes","Trochilidae","LC",NA,"Archilochus_colubris","Ruby-throated Hummingbird","BL3","Trochilidae","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES"
"75","Ardea cinerea","Ardea cinerea",2,"Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea",3245,"Pelecaniformes","Ardeidae","LC",NA,"Ardea_cinerea","Grey Heron","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"76","Ardea herodias","Ardea herodias",2,"Ardea herodias","Ardea herodias","Ardea herodias","Ardea herodias","Ardea herodias","Ardea herodias","Ardea herodias","Ardea herodias",11103,"Pelecaniformes","Ardeidae","LC",NA,"Ardea_herodias","Great Blue Heron","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"77","Ardea purpurea","Ardea purpurea",2,"Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardea purpurea",3253,"Pelecaniformes","Ardeidae","LC",NA,"Ardea_purpurea","Purple Heron","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"78","Ardeola ralloides","Ardeola ralloides",2,"Ardeola ralloides","Ardeola ralloides",NA,"Ardeola ralloides","Ardeola ralloides","Ardeola ralloides",NA,NA,3257,"Pelecaniformes","Ardeidae","LC",NA,"Ardeola_ralloides","Squacco Heron","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"79","Arenaria interpres","Arenaria interpres",2,"Arenaria interpres","Arenaria interpres","Arenaria interpres","Arenaria interpres","Arenaria interpres","Arenaria interpres","Arenaria interpres","Arenaria interpres",2636,"Charadriiformes","Scolopacidae","LC",NA,"Arenaria_interpres","Ruddy Turnstone","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"80","Asio flammeus","Asio flammeus",2,"Asio flammeus","Asio flammeus","Asio flammeus","Asio flammeus","Asio flammeus","Asio flammeus","Asio flammeus","Asio flammeus",2000,"Strigiformes","Strigidae","LC",NA,"Asio_flammeus","Short-eared Owl","BL3","Strigidae","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES"
"81","Asio otus","Asio otus",2,"Asio otus","Asio otus","Asio otus","Asio otus","Asio otus","Asio otus","Asio otus","Asio otus",1996,"Strigiformes","Strigidae","LC",NA,"Asio_otus","Long-eared Owl","BL3","Strigidae","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES"
"82","Athene noctua","Athene noctua",2,"Athene noctua","Athene noctua","Athene noctua",NA,"Athene noctua","Athene noctua","Athene noctua","Athene noctua",1971,"Strigiformes","Strigidae","LC",NA,"Athene_noctua","Little Owl","BL3","Strigidae","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES"
"83","Aythya affinis","Aythya affinis",2,"Aythya affinis","Aythya affinis","Aythya affinis","Aythya affinis","Aythya affinis","Aythya affinis","Aythya affinis","Aythya affinis",439,"Anseriformes","Anatidae","LC",NA,"Aythya_affinis","Lesser Scaup","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"84","Aythya americana","Aythya americana",2,"Aythya americana","Aythya americana","Aythya americana","Aythya americana","Aythya americana","Aythya americana","Aythya americana","Aythya americana",430,"Anseriformes","Anatidae","LC",NA,"Aythya_americana","Redhead","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"85","Aythya collaris","Aythya collaris",2,"Aythya collaris","Aythya collaris","Aythya collaris","Aythya collaris","Aythya collaris","Aythya collaris","Aythya collaris","Aythya collaris",431,"Anseriformes","Anatidae","LC",NA,"Aythya_collaris","Ring-necked Duck","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"86","Aythya ferina","Aythya ferina",2,"Aythya ferina","Aythya ferina","Aythya ferina","Aythya ferina","Aythya ferina","Aythya ferina","Aythya ferina","Aythya ferina",428,"Anseriformes","Anatidae","VU",NA,"Aythya_ferina","Common Pochard","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"87","Aythya fuligula","Aythya fuligula",2,"Aythya fuligula","Aythya fuligula","Aythya fuligula","Aythya fuligula","Aythya fuligula","Aythya fuligula","Aythya fuligula","Aythya fuligula",436,"Anseriformes","Anatidae","LC",NA,"Aythya_fuligula","Tufted Duck","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"88","Aythya marila","Aythya marila",2,"Aythya marila","Aythya marila","Aythya marila","Aythya marila","Aythya marila","Aythya marila","Aythya marila","Aythya marila",438,"Anseriformes","Anatidae","LC",NA,"Aythya_marila","Greater Scaup","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"89","Aythya nyroca","Aythya nyroca",2,"Aythya nyroca","Aythya nyroca","Aythya nyroca",NA,"Aythya nyroca","Aythya nyroca","Aythya nyroca","Aythya nyroca",432,"Anseriformes","Anatidae","NT",NA,"Aythya_nyroca","Ferruginous Duck","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"90","Aythya valisineria","Aythya valisineria",2,"Aythya valisineria","Aythya valisineria","Aythya valisineria","Aythya valisineria","Aythya valisineria","Aythya valisineria","Aythya valisineria","Aythya valisineria",429,"Anseriformes","Anatidae","LC",NA,"Aythya_valisineria","Canvasback","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"91","Baeolophus bicolor","Baeolophus bicolor",2,"Baeolophus bicolor","Baeolophus bicolor","Baeolophus bicolor","Baeolophus bicolor","Baeolophus bicolor","Baeolophus bicolor","Baeolophus bicolor","Baeolophus bicolor",6152,"Passeriformes","Paridae","LC","Parus bicolor","Baeolophus_bicolor","Tufted Titmouse","BL3","S2","Paridae","Tits and chickadees",154,"PASSERIFORMES","Passeri"
"92","Bambusicola thoracicus","Bambusicola thoracicus",2,"Bambusicola thoracicus","Bambusicola thoracicus","Bambusicola thoracicus",NA,"Bambusicola thoracicus","Bambusicola thoracicus","Bambusicola thoracicus","Bambusicola thoracicus",8493,"Galliformes","Phasianidae","LC",NA,"Bambusicola_thoracicus","Chinese Bamboo-partridge","BL3","Phasianidae","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES"
"93","Bartramia longicauda","Bartramia longicauda",2,"Bartramia longicauda","Bartramia longicauda","Bartramia longicauda","Bartramia longicauda","Bartramia longicauda","Bartramia longicauda","Bartramia longicauda","Bartramia longicauda",2618,"Charadriiformes","Scolopacidae","LC",NA,"Bartramia_longicauda","Upland Sandpiper","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"94","Bombycilla cedrorum","Bombycilla cedrorum",2,"Bombycilla cedrorum","Bombycilla cedrorum","Bombycilla cedrorum","Bombycilla cedrorum","Bombycilla cedrorum","Bombycilla cedrorum","Bombycilla cedrorum","Bombycilla cedrorum",5477,"Passeriformes","Bombycillidae","LC",NA,"Bombycilla_cedrorum","Cedar Waxwing","BL3","M2","Bombycillidae","Waxwings",152,"PASSERIFORMES","Passeri"
"95","Bombycilla garrulus","Bombycilla garrulus",2,"Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus","Bombycilla garrulus",5475,"Passeriformes","Bombycillidae","LC",NA,"Bombycilla_garrulus","Bohemian Waxwing","BL3","M2","Bombycillidae","Waxwings",152,"PASSERIFORMES","Passeri"
"96","Bonasa bonasia","Bonasa bonasia",2,"Bonasa bonasia",NA,NA,NA,"Bonasa bonasia","Bonasa bonasia",NA,NA,NA,NA,NA,NA,NA,"Bonasa_bonasia","Hazel Grouse","BL3","Phasianidae","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES"
"97","Bonasa umbellus","Bonasa umbellus",2,"Bonasa umbellus","Bonasa umbellus","Bonasa umbellus","Bonasa umbellus","Bonasa umbellus","Bonasa umbellus","Bonasa umbellus","Bonasa umbellus",265,"Galliformes","Phasianidae","LC",NA,"Bonasa_umbellus","Ruffed Grouse","BL3","Phasianidae","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES"
"98","Botaurus lentiginosus","Botaurus lentiginosus",2,"Botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus",3286,"Pelecaniformes","Ardeidae","LC",NA,"Botaurus_lentiginosus","American Bittern","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"99","Botaurus stellaris","Botaurus stellaris",2,"Botaurus stellaris","Botaurus stellaris","Botaurus stellaris",NA,"Botaurus stellaris","Botaurus stellaris","Botaurus stellaris","Botaurus stellaris",3288,"Pelecaniformes","Ardeidae","LC",NA,"Botaurus_stellaris","Great Bittern","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"100","Branta bernicla","Branta bernicla",2,"Branta bernicla","Branta bernicla","Branta bernicla","Branta bernicla","Branta bernicla","Branta bernicla","Branta bernicla","Branta bernicla",346,"Anseriformes","Anatidae","LC",NA,"Branta_bernicla","Brent Goose","BL3","Anserinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"101","Branta canadensis","Branta canadensis",2,"Branta canadensis","Branta canadensis","Branta canadensis","Branta canadensis","Branta canadensis","Branta canadensis","Branta canadensis","Branta canadensis",344,"Anseriformes","Anatidae","LC",NA,"Branta_canadensis","Canada Goose","BL3","Anserinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"102","Branta leucopsis","Branta leucopsis",2,"Branta leucopsis","Branta leucopsis","Branta leucopsis","Branta leucopsis","Branta leucopsis","Branta leucopsis","Branta leucopsis","Branta leucopsis",345,"Anseriformes","Anatidae","LC",NA,"Branta_leucopsis","Barnacle Goose","BL3","Anserinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"103","Bubo bubo","Bubo bubo",2,"Bubo bubo","Bubo bubo","Bubo bubo",NA,"Bubo bubo","Bubo bubo","Bubo bubo","Bubo bubo",1910,"Strigiformes","Strigidae","LC",NA,"Bubo_bubo","Eurasian Eagle-owl","BL3","Strigidae","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES"
"104","Bubo virginianus","Bubo virginianus",2,"Bubo virginianus","Bubo virginianus","Bubo virginianus","Bubo virginianus","Bubo virginianus","Bubo virginianus","Bubo virginianus","Bubo virginianus [virginianus Group]",9791,"Strigiformes","Strigidae","LC",NA,"Bubo_virginianus","Great Horned Owl","BL3","Strigidae","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES"
"105","Bubulcus ibis","Bubulcus ibis",2,"Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","Bubulcus ibis",3256,"Pelecaniformes","Ardeidae","LC","Ardea ibis; Ardeola ibis","Bubulcus_ibis","Cattle Egret","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"106","Bucanetes githagineus","Bucanetes githagineus",2,"Bucanetes githagineus","Bucanetes githagineus",NA,"Bucanetes githagineus","Bucanetes githagineus","Bucanetes githagineus",NA,NA,7601,"Passeriformes","Fringillidae","LC","Rhodopechys githaginea","Bucanetes_githagineus","Trumpeter Finch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"107","Bucephala clangula","Bucephala clangula",2,"Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala clangula",448,"Anseriformes","Anatidae","LC",NA,"Bucephala_clangula","Common Goldeneye","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"108","Bulweria bulwerii","Bulweria bulwerii",2,"Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii",3435,"Procellariiformes","Procellariidae","LC",NA,"Bulweria_bulwerii","Bulwer's Petrel","BL3","Procellariidae","Procellariidae","Petrels and shearwaters",18,"PROCELLARIIFORMES","NONPASSERIFORMES"
"109","Burhinus oedicnemus","Burhinus oedicnemus",2,"Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus",NA,"Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus","Burhinus oedicnemus",9651,"Charadriiformes","Burhinidae","LC",NA,"Burhinus_oedicnemus","Eurasian Thick-knee","BL3","Charadrii","Burhinidae","Thick-knees",48,"CHARADRIIFORMES","NONPASSERIFORMES"
"110","Butastur indicus","Butastur indicus",2,"Butastur indicus","Butastur indicus","Butastur indicus",NA,"Butastur indicus","Butastur indicus","Butastur indicus","Butastur indicus",3031,"Accipitriformes","Accipitridae","LC",NA,"Butastur_indicus","Grey-faced Buzzard","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"111","Buteo buteo","Buteo buteo",2,"Buteo buteo","Buteo buteo","Buteo buteo",NA,"Buteo buteo","Buteo buteo","Buteo buteo","Buteo buteo",9787,"Accipitriformes","Accipitridae","LC",NA,"Buteo_buteo","Common Buzzard","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"112","Buteo jamaicensis","Buteo jamaicensis",2,"Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis",3063,"Accipitriformes","Accipitridae","LC",NA,"Buteo_jamaicensis","Red-tailed Hawk","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"113","Buteo lagopus","Buteo lagopus",2,"Buteo lagopus","Buteo lagopus","Buteo lagopus","Buteo lagopus","Buteo lagopus","Buteo lagopus","Buteo lagopus","Buteo lagopus",3068,"Accipitriformes","Accipitridae","LC",NA,"Buteo_lagopus","Rough-legged Hawk","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"114","Buteo lineatus","Buteo lineatus",2,"Buteo lineatus","Buteo lineatus","Buteo lineatus","Buteo lineatus","Buteo lineatus","Buteo lineatus","Buteo lineatus","Buteo lineatus",3052,"Accipitriformes","Accipitridae","LC",NA,"Buteo_lineatus","Red-shouldered Hawk","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"115","Buteo platypterus","Buteo platypterus",2,"Buteo platypterus","Buteo platypterus","Buteo platypterus","Buteo platypterus","Buteo platypterus","Buteo platypterus","Buteo platypterus","Buteo platypterus",3054,"Accipitriformes","Accipitridae","LC",NA,"Buteo_platypterus","Broad-winged Hawk","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"116","Buteo rufinus","Buteo rufinus",2,"Buteo rufinus","Buteo rufinus",NA,"Buteo rufinus","Buteo rufinus","Buteo rufinus",NA,NA,9635,"Accipitriformes","Accipitridae","LC",NA,"Buteo_rufinus","Long-legged Buzzard","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"117","Butorides striata","Butorides striata",2,"Butorides striata","Butorides striata","Butorides striata","Butorides striata","Butorides striata","Butorides striata","Butorides striata","Butorides virescens/striata",8852,"Pelecaniformes","Ardeidae","LC","Butorides virescens","Butorides_striata","Striated Heron","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"118","Butorides virescens","Butorides virescens",2,"Butorides virescens","Butorides virescens","Butorides virescens","Butorides virescens","Butorides virescens","Butorides virescens",NA,NA,NA,NA,NA,NA,NA,"Butorides_virescens","Green Heron","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"119","Calandrella brachydactyla","Calandrella brachydactyla",2,"Calandrella brachydactyla","Calandrella brachydactyla",NA,"Calandrella brachydactyla","Calandrella brachydactyla","Calandrella brachydactyla",NA,NA,10381,"Passeriformes","Alaudidae","LC",NA,"Calandrella_brachydactyla","Greater Short-toed Lark","BL3","S3","Alaudidae","Larks",158,"PASSERIFORMES","Passeri"
"120","Calcarius lapponicus","Calcarius lapponicus",2,"Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus",7710,"Passeriformes","Calcariidae","LC",NA,"Calcarius_lapponicus","Lapland Longspur","BL3","P11","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"121","Calidris alpina","Calidris alpina",2,"Calidris alpina","Calidris alpina","Calidris alpina","Calidris alpina","Calidris alpina","Calidris alpina","Calidris alpina","Calidris alpina",2658,"Charadriiformes","Scolopacidae","LC",NA,"Calidris_alpina","Dunlin","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"122","Calidris maritima","Calidris maritima",2,"Calidris maritima","Calidris maritima","Calidris maritima","Calidris maritima","Calidris maritima","Calidris maritima","Calidris maritima","Calidris maritima",2656,"Charadriiformes","Scolopacidae","LC",NA,"Calidris_maritima","Purple Sandpiper","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"123","Calidris minuta","Calidris minuta",2,"Calidris minuta","Calidris minuta","Calidris minuta","Calidris minuta","Calidris minuta","Calidris minuta","Calidris minuta","Calidris minuta",2647,"Charadriiformes","Scolopacidae","LC",NA,"Calidris_minuta","Little Stint","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"124","Calidris temminckii","Calidris temminckii",2,"Calidris temminckii","Calidris temminckii","Calidris temminckii","Calidris temminckii","Calidris temminckii","Calidris temminckii","Calidris temminckii","Calidris temminckii",2649,"Charadriiformes","Scolopacidae","LC",NA,"Calidris_temminckii","Temminck's Stint","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"125","Calonectris diomedea","Calonectris diomedea",2,"Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea diomedea",9643,"Procellariiformes","Procellariidae","LC",NA,"Calonectris_diomedea","Cory's Shearwater","BL3","Procellariidae","Procellariidae","Petrels and shearwaters",18,"PROCELLARIIFORMES","NONPASSERIFORMES"
"126","Calonectris leucomelas","Calonectris leucomelas",2,"Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas",3441,"Procellariiformes","Procellariidae","NT",NA,"Calonectris_leucomelas","Streaked Shearwater","BL3","Procellariidae","Procellariidae","Petrels and shearwaters",18,"PROCELLARIIFORMES","NONPASSERIFORMES"
