"","name_in_data","original_verbatim_name","wordCount","submitted_name","Birds.of.the.World","sp_eBird","American.Ornithological.Society","GBIF","sp_BirdLife","sp_BirdTree","eBird.species.group","X","Order.x","FamilyName","RL_Category","Synonyms","TipLabel","English","Taxonomy","Clade","BLFamilyLatin","BLFamilyEnglish","FamSequID","Order.y","OscSubOsc"
"350","Lagopus muta","Lagopus muta",2,"Lagopus muta","Lagopus muta","Lagopus muta","Lagopus muta","Lagopus muta","Lagopus muta","Lagopus muta","Lagopus muta",257,"Galliformes","Phasianidae","LC","Lagopus mutus","Lagopus_muta","Rock Ptarmigan","BL3","Phasianidae","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES"
"351","Lanius bucephalus","Lanius bucephalus",2,"Lanius bucephalus","Lanius bucephalus","Lanius bucephalus",NA,"Lanius bucephalus","Lanius bucephalus","Lanius bucephalus","Lanius bucephalus",4845,"Passeriformes","Laniidae","LC",NA,"Lanius_bucephalus","Bull-headed Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"352","Lanius collurio","Lanius collurio",2,"Lanius collurio","Lanius collurio","Lanius collurio",NA,"Lanius collurio","Lanius collurio","Lanius collurio","Lanius collurio",4846,"Passeriformes","Laniidae","LC",NA,"Lanius_collurio","Red-backed Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"353","Lanius cristatus","Lanius cristatus",2,"Lanius cristatus","Lanius cristatus","Lanius cristatus","Lanius cristatus","Lanius cristatus","Lanius cristatus","Lanius cristatus","Lanius cristatus",4847,"Passeriformes","Laniidae","LC",NA,"Lanius_cristatus","Brown Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"354","Lanius excubitor","Lanius excubitor",2,"Lanius excubitor","Lanius excubitor","Lanius excubitor",NA,"Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius excubitor",10279,"Passeriformes","Laniidae","LC",NA,"Lanius_excubitor","Great Grey Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"355","Lanius ludovicianus","Lanius ludovicianus",2,"Lanius ludovicianus","Lanius ludovicianus","Lanius ludovicianus","Lanius ludovicianus","Lanius ludovicianus","Lanius ludovicianus","Lanius ludovicianus","Lanius ludovicianus",4856,"Passeriformes","Laniidae","NT",NA,"Lanius_ludovicianus","Loggerhead Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"356","Lanius meridionalis","Lanius meridionalis",2,"Lanius meridionalis","Lanius meridionalis",NA,"Lanius meridionalis","Lanius meridionalis","Lanius meridionalis",NA,NA,9049,"Passeriformes","Laniidae","VU",NA,"Lanius_meridionalis","Southern Grey Shrike","IOC27","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"357","Lanius minor","Lanius minor",2,"Lanius minor","Lanius minor","Lanius minor",NA,"Lanius minor","Lanius minor","Lanius minor","Lanius minor",4855,"Passeriformes","Laniidae","LC",NA,"Lanius_minor","Lesser Grey Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"358","Lanius nubicus","Lanius nubicus",2,"Lanius nubicus","Lanius nubicus",NA,"Lanius nubicus","Lanius nubicus","Lanius nubicus",NA,NA,4864,"Passeriformes","Laniidae","LC",NA,"Lanius_nubicus","Masked Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"359","Lanius senator","Lanius senator",2,"Lanius senator","Lanius senator","Lanius senator",NA,"Lanius senator","Lanius senator","Lanius senator","Lanius senator",4863,"Passeriformes","Laniidae","NT",NA,"Lanius_senator","Woodchat Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"360","Lanius tigrinus","Lanius tigrinus",2,"Lanius tigrinus","Lanius tigrinus","Lanius tigrinus",NA,"Lanius tigrinus","Lanius tigrinus","Lanius tigrinus","Lanius tigrinus",4844,"Passeriformes","Laniidae","LC",NA,"Lanius_tigrinus","Tiger Shrike","BL3","CC8","Laniidae","Shrikes",140,"PASSERIFORMES","Passeri"
"361","Larus argentatus","Larus argentatus",2,"Larus argentatus","Larus argentatus","Larus argentatus","Larus argentatus","Larus argentatus","Larus argentatus","Larus argentatus","Larus argentatus argentatus/argenteus",9825,"Charadriiformes","Laridae","LC",NA,"Larus_argentatus","Herring Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"362","Larus audouinii","Larus audouinii",2,"Larus audouinii",NA,NA,"Larus audouinii",NA,"Larus audouinii",NA,NA,2802,"Charadriiformes","Laridae","VU",NA,"Larus_audouinii","Audouin's Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"363","Larus cachinnans","Larus cachinnans",2,"Larus cachinnans","Larus cachinnans","Larus cachinnans",NA,"Larus cachinnans","Larus cachinnans","Larus cachinnans","Larus cachinnans",9547,"Charadriiformes","Laridae","LC",NA,"Larus_cachinnans","Caspian Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"364","Larus canus","Larus canus",2,"Larus canus","Larus canus","Larus canus","Larus canus","Larus canus","Larus canus","Larus canus","Larus canus",2801,"Charadriiformes","Laridae","LC",NA,"Larus_canus","Mew Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"365","Larus crassirostris","Larus crassirostris",2,"Larus crassirostris","Larus crassirostris","Larus crassirostris","Larus crassirostris","Larus crassirostris","Larus crassirostris","Larus crassirostris","Larus crassirostris",2796,"Charadriiformes","Laridae","LC",NA,"Larus_crassirostris","Black-tailed Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"366","Larus delawarensis","Larus delawarensis",2,"Larus delawarensis","Larus delawarensis","Larus delawarensis","Larus delawarensis","Larus delawarensis","Larus delawarensis","Larus delawarensis","Larus delawarensis",2803,"Charadriiformes","Laridae","LC",NA,"Larus_delawarensis","Ring-billed Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"367","Larus fuscus","Larus fuscus",2,"Larus fuscus","Larus fuscus","Larus fuscus","Larus fuscus","Larus fuscus","Larus fuscus","Larus fuscus","Larus fuscus",2813,"Charadriiformes","Laridae","LC",NA,"Larus_fuscus","Lesser Black-backed Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"368","Larus genei","Larus genei",2,"Larus genei",NA,NA,"Larus genei",NA,"Larus genei",NA,NA,2821,"Charadriiformes","Laridae","LC",NA,"Larus_genei","Slender-billed Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"369","Larus hyperboreus","Larus hyperboreus",2,"Larus hyperboreus","Larus hyperboreus","Larus hyperboreus","Larus hyperboreus","Larus hyperboreus","Larus hyperboreus","Larus hyperboreus","Larus hyperboreus",2810,"Charadriiformes","Laridae","LC",NA,"Larus_hyperboreus","Glaucous Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"370","Larus ichthyaetus","Larus ichthyaetus",2,"Larus ichthyaetus",NA,NA,"Larus ichthyaetus",NA,"Larus ichthyaetus",NA,NA,2814,"Charadriiformes","Laridae","LC",NA,"Larus_ichthyaetus","Pallas's Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"371","Larus marinus","Larus marinus",2,"Larus marinus","Larus marinus","Larus marinus","Larus marinus","Larus marinus","Larus marinus","Larus marinus","Larus marinus",2805,"Charadriiformes","Laridae","LC",NA,"Larus_marinus","Great Black-backed Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"372","Larus melanocephalus","Larus melanocephalus",2,"Larus melanocephalus",NA,NA,NA,"Larus melanocephalus","Larus melanocephalus",NA,NA,2825,"Charadriiformes","Laridae","LC",NA,"Larus_melanocephalus","Mediterranean Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"373","Larus michahellis","Larus michahellis",2,"Larus michahellis","Larus michahellis","Larus michahellis","Larus michahellis","Larus michahellis","Larus michahellis","Larus michahellis","Larus michahellis",9826,"Charadriiformes","Laridae","LC",NA,"Larus_michahellis","Yellow-legged Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"374","Larus ridibundus","Larus ridibundus",2,"Larus ridibundus",NA,NA,NA,"Larus ridibundus","Larus ridibundus",NA,NA,2820,"Charadriiformes","Laridae","LC","Chroicocephalus ridibundus","Larus_ridibundus","Black-headed Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"375","Larus schistisagus","Larus schistisagus",2,"Larus schistisagus","Larus schistisagus","Larus schistisagus","Larus schistisagus","Larus schistisagus","Larus schistisagus","Larus schistisagus","Larus schistisagus",2812,"Charadriiformes","Laridae","LC",NA,"Larus_schistisagus","Slaty-backed Gull","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"376","Laterallus jamaicensis","Laterallus jamaicensis",2,"Laterallus jamaicensis","Laterallus jamaicensis","Laterallus jamaicensis","Laterallus jamaicensis","Laterallus jamaicensis","Laterallus jamaicensis","Laterallus jamaicensis","Laterallus jamaicensis",2459,"Gruiformes","Rallidae","EN",NA,"Laterallus_jamaicensis","Black Rail","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"377","Leiothrix lutea","Leiothrix lutea",2,"Leiothrix lutea","Leiothrix lutea","Leiothrix lutea","Leiothrix lutea","Leiothrix lutea","Leiothrix lutea","Leiothrix lutea","Leiothrix lutea",6881,"Passeriformes","Leiotrichidae","LC",NA,"Leiothrix_lutea","Red-billed Leiothrix","BL3","S13","Timaliidae","Babblers and parrotbills",163,"PASSERIFORMES","Passeri"
"378","Limosa lapponica","Limosa lapponica",2,"Limosa lapponica","Limosa lapponica","Limosa lapponica","Limosa lapponica","Limosa lapponica","Limosa lapponica","Limosa lapponica","Limosa lapponica",2608,"Charadriiformes","Scolopacidae","NT",NA,"Limosa_lapponica","Bar-tailed Godwit","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"379","Limosa limosa","Limosa limosa",2,"Limosa limosa","Limosa limosa","Limosa limosa","Limosa limosa","Limosa limosa","Limosa limosa","Limosa limosa","Limosa limosa",2606,"Charadriiformes","Scolopacidae","NT",NA,"Limosa_limosa","Black-tailed Godwit","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"380","Locustella fasciolata","Locustella fasciolata",2,"Locustella fasciolata","Locustella fasciolata",NA,NA,"Locustella fasciolata","Locustella fasciolata",NA,NA,NA,NA,NA,NA,NA,"Locustella_fasciolata","Gray's Grasshopper-warbler","BL3","S11","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"381","Locustella fluviatilis","Locustella fluviatilis",2,"Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis",6573,"Passeriformes","Locustellidae","LC",NA,"Locustella_fluviatilis","Eurasian River Warbler","BL3","S11","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"382","Locustella lanceolata","Locustella lanceolata",2,"Locustella lanceolata","Locustella lanceolata","Locustella lanceolata","Locustella lanceolata","Locustella lanceolata","Locustella lanceolata","Locustella lanceolata","Locustella lanceolata",6568,"Passeriformes","Locustellidae","LC",NA,"Locustella_lanceolata","Lanceolated Warbler","BL3","S11","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"383","Locustella luscinioides","Locustella luscinioides",2,"Locustella luscinioides","Locustella luscinioides","Locustella luscinioides",NA,"Locustella luscinioides","Locustella luscinioides","Locustella luscinioides","Locustella luscinioides",6574,"Passeriformes","Locustellidae","LC",NA,"Locustella_luscinioides","Savi's Warbler","BL3","S11","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"384","Locustella naevia","Locustella naevia",2,"Locustella naevia","Locustella naevia","Locustella naevia",NA,"Locustella naevia","Locustella naevia","Locustella naevia","Locustella naevia",6569,"Passeriformes","Locustellidae","LC",NA,"Locustella_naevia","Common Grasshopper-warbler","BL3","S11","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"385","Locustella ochotensis","Locustella ochotensis",2,"Locustella ochotensis","Locustella ochotensis",NA,"Locustella ochotensis","Locustella ochotensis","Locustella ochotensis",NA,NA,NA,NA,NA,NA,NA,"Locustella_ochotensis","Middendorff's Grasshopper-warbler","BL3","S11","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"386","Locustella pleskei","Locustella pleskei",2,"Locustella pleskei","Locustella pleskei",NA,NA,"Locustella pleskei","Locustella pleskei",NA,NA,NA,NA,NA,NA,NA,"Locustella_pleskei","Pleske's Grasshopper-warbler","BL3","S11","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"387","Locustella pryeri","Locustella pryeri",2,"Locustella pryeri","Locustella pryeri",NA,NA,"Locustella pryeri","Locustella pryeri",NA,NA,NA,NA,NA,NA,NA,"Locustella_pryeri","Marsh Grassbird","BL3","S11","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"388","Lonchura punctulata","Lonchura punctulata",2,"Lonchura punctulata","Lonchura punctulata","Lonchura punctulata","Lonchura punctulata","Lonchura punctulata","Lonchura punctulata","Lonchura punctulata","Lonchura punctulata",7484,"Passeriformes","Estrildidae","LC",NA,"Lonchura_punctulata","Scaly-breasted Munia","BL3","P7","Estrildidae","Waxbills, grass finches, munias and allies",169,"PASSERIFORMES","Passeri"
"389","Lophodytes cucullatus","Lophodytes cucullatus",2,"Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus",452,"Anseriformes","Anatidae","LC","Mergus cucullatus","Lophodytes_cucullatus","Hooded Merganser","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"390","Loxia curvirostra","Loxia curvirostra",2,"Loxia curvirostra","Loxia curvirostra","Loxia curvirostra","Loxia curvirostra","Loxia curvirostra","Loxia curvirostra","Loxia curvirostra","Loxia curvirostra",7627,"Passeriformes","Fringillidae","LC",NA,"Loxia_curvirostra","Red Crossbill","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"391","Loxia leucoptera","Loxia leucoptera",2,"Loxia leucoptera","Loxia leucoptera","Loxia leucoptera","Loxia leucoptera","Loxia leucoptera","Loxia leucoptera","Loxia leucoptera","Loxia leucoptera",8967,"Passeriformes","Fringillidae","LC",NA,"Loxia_leucoptera","White-winged Crossbill","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"392","Loxia pytyopsittacus","Loxia pytyopsittacus",2,"Loxia pytyopsittacus","Loxia pytyopsittacus",NA,"Loxia pytyopsittacus","Loxia pytyopsittacus","Loxia pytyopsittacus",NA,NA,7625,"Passeriformes","Fringillidae","LC",NA,"Loxia_pytyopsittacus","Parrot Crossbill","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"393","Lullula arborea","Lullula arborea",2,"Lullula arborea","Lullula arborea","Lullula arborea",NA,"Lullula arborea","Lullula arborea","Lullula arborea","Lullula arborea",7033,"Passeriformes","Alaudidae","LC",NA,"Lullula_arborea","Wood Lark","BL3","S3","Alaudidae","Larks",158,"PASSERIFORMES","Passeri"
"394","Luscinia calliope","Luscinia calliope",2,"Luscinia calliope","Luscinia calliope",NA,NA,"Luscinia calliope","Luscinia calliope",NA,NA,NA,NA,NA,NA,NA,"Luscinia_calliope","Siberian Rubythroat","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
"395","Luscinia cyane","Luscinia cyane",2,"Luscinia cyane","Luscinia cyane",NA,NA,"Luscinia cyane","Luscinia cyane",NA,NA,NA,NA,NA,NA,NA,"Luscinia_cyane","Siberian Blue Robin","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
"396","Luscinia luscinia","Luscinia luscinia",2,"Luscinia luscinia","Luscinia luscinia","Luscinia luscinia",NA,"Luscinia luscinia","Luscinia luscinia","Luscinia luscinia","Luscinia luscinia",5741,"Passeriformes","Muscicapidae","LC",NA,"Luscinia_luscinia","Thrush Nightingale","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
"397","Luscinia megarhynchos","Luscinia megarhynchos",2,"Luscinia megarhynchos","Luscinia megarhynchos","Luscinia megarhynchos",NA,"Luscinia megarhynchos","Luscinia megarhynchos","Luscinia megarhynchos","Luscinia megarhynchos",5742,"Passeriformes","Muscicapidae","LC",NA,"Luscinia_megarhynchos","Common Nightingale","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
"398","Luscinia svecica","Luscinia svecica cyanecula",3,"Luscinia svecica cyanecula",NA,"Luscinia svecica cyanecula",NA,"Luscinia svecica cyanecula",NA,NA,NA,NA,NA,NA,NA,NA,"Luscinia_svecica","Bluethroat","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
"399","Lymnocryptes minimus","Lymnocryptes minimus",2,"Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus",2604,"Charadriiformes","Scolopacidae","LC",NA,"Lymnocryptes_minimus","Jack Snipe","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"400","Marmaronetta angustirostris","Marmaronetta angustirostris",2,"Marmaronetta angustirostris","Marmaronetta angustirostris",NA,"Marmaronetta angustirostris","Marmaronetta angustirostris","Marmaronetta angustirostris",NA,NA,423,"Anseriformes","Anatidae","NT",NA,"Marmaronetta_angustirostris","Marbled Teal","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"401","Megaceryle alcyon","Megaceryle alcyon",2,"Megaceryle alcyon","Megaceryle alcyon","Megaceryle alcyon","Megaceryle alcyon","Megaceryle alcyon","Megaceryle alcyon","Megaceryle alcyon","Megaceryle alcyon",997,"Coraciiformes","Alcedinidae","LC","Ceryle alcyon","Megaceryle_alcyon","Belted Kingfisher","BL3","Alcedinidae","Alcedinidae","Kingfishers",85,"CORACIIFORMES","NONPASSERIFORMES"
"402","Megaceryle lugubris","Megaceryle lugubris",2,"Megaceryle lugubris","Megaceryle lugubris","Megaceryle lugubris",NA,"Megaceryle lugubris","Megaceryle lugubris","Megaceryle lugubris","Megaceryle lugubris",996,"Coraciiformes","Alcedinidae","LC",NA,"Megaceryle_lugubris","Crested Kingfisher","BL3","Alcedinidae","Alcedinidae","Kingfishers",85,"CORACIIFORMES","NONPASSERIFORMES"
"403","Megascops asio","Megascops asio",2,"Megascops asio","Megascops asio","Megascops asio","Megascops asio","Megascops asio","Megascops asio","Megascops asio","Megascops asio",11096,"Strigiformes","Strigidae","LC","Otus asio","Megascops_asio","Eastern Screech-owl","BL3","Strigidae","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES"
"404","Melanerpes carolinus","Melanerpes carolinus",2,"Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus",536,"Piciformes","Picidae","LC",NA,"Melanerpes_carolinus","Red-bellied Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"405","Melanerpes erythrocephalus","Melanerpes erythrocephalus",2,"Melanerpes erythrocephalus","Melanerpes erythrocephalus","Melanerpes erythrocephalus","Melanerpes erythrocephalus","Melanerpes erythrocephalus","Melanerpes erythrocephalus","Melanerpes erythrocephalus","Melanerpes erythrocephalus",523,"Piciformes","Picidae","LC",NA,"Melanerpes_erythrocephalus","Red-headed Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"406","Melanitta fusca","Melanitta fusca",2,"Melanitta fusca","Melanitta fusca","Melanitta fusca","Melanitta fusca","Melanitta fusca","Melanitta fusca","Melanitta fusca","Melanitta fusca",8460,"Anseriformes","Anatidae","VU","Melanitta fusca","Melanitta_fusca","White-winged Scoter","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"407","Melanitta nigra","Melanitta nigra",2,"Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra","Melanitta nigra",8464,"Anseriformes","Anatidae","LC",NA,"Melanitta_nigra","Black Scoter","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"408","Melanocorypha calandra","Melanocorypha calandra",2,"Melanocorypha calandra","Melanocorypha calandra",NA,"Melanocorypha calandra","Melanocorypha calandra","Melanocorypha calandra",NA,NA,7010,"Passeriformes","Alaudidae","LC",NA,"Melanocorypha_calandra","Calandra Lark","BL3","S3","Alaudidae","Larks",158,"PASSERIFORMES","Passeri"
"409","Meleagris gallopavo","Meleagris gallopavo",2,"Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo",270,"Galliformes","Phasianidae","LC",NA,"Meleagris_gallopavo","Wild Turkey","BL3","Phasianidae","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES"
"410","Melospiza georgiana","Melospiza georgiana",2,"Melospiza georgiana","Melospiza georgiana","Melospiza georgiana","Melospiza georgiana","Melospiza georgiana","Melospiza georgiana","Melospiza georgiana","Melospiza georgiana",7718,"Passeriformes","Passerellidae","LC","Zonotrichia georgiana","Melospiza_georgiana","Swamp Sparrow","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"411","Melospiza lincolnii","Melospiza lincolnii",2,"Melospiza lincolnii","Melospiza lincolnii","Melospiza lincolnii","Melospiza lincolnii","Melospiza lincolnii","Melospiza lincolnii","Melospiza lincolnii","Melospiza lincolnii",7717,"Passeriformes","Passerellidae","LC","Zonotrichia lincolnii","Melospiza_lincolnii","Lincoln's Sparrow","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"412","Melospiza melodia","Melospiza melodia",2,"Melospiza melodia","Melospiza melodia","Melospiza melodia","Melospiza melodia","Melospiza melodia","Melospiza melodia","Melospiza melodia","Melospiza melodia",7716,"Passeriformes","Passerellidae","LC","Zonotrichia melodia","Melospiza_melodia","Song Sparrow","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"413","Mergellus albellus","Mergellus albellus",2,"Mergellus albellus","Mergellus albellus","Mergellus albellus","Mergellus albellus","Mergellus albellus","Mergellus albellus","Mergellus albellus","Mergellus albellus",451,"Anseriformes","Anatidae","LC","Mergus albellus","Mergellus_albellus","Smew","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"414","Mergus merganser","Mergus merganser",2,"Mergus merganser","Mergus merganser","Mergus merganser","Mergus merganser","Mergus merganser","Mergus merganser","Mergus merganser","Mergus merganser",456,"Anseriformes","Anatidae","LC",NA,"Mergus_merganser","Common Merganser","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"415","Mergus serrator","Mergus serrator",2,"Mergus serrator","Mergus serrator","Mergus serrator","Mergus serrator","Mergus serrator","Mergus serrator","Mergus serrator","Mergus serrator",454,"Anseriformes","Anatidae","LC",NA,"Mergus_serrator","Red-breasted Merganser","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"416","Merops apiaster","Merops apiaster",2,"Merops apiaster","Merops apiaster","Merops apiaster",NA,"Merops apiaster","Merops apiaster","Merops apiaster","Merops apiaster",1021,"Coraciiformes","Meropidae","LC",NA,"Merops_apiaster","European Bee-eater","BL3","Meropidae","Meropidae","Bee-eaters",88,"CORACIIFORMES","NONPASSERIFORMES"
"417","Miliaria calandra","Miliaria calandra",2,"Miliaria calandra",NA,NA,NA,"Miliaria calandra","Miliaria calandra",NA,NA,NA,NA,NA,NA,NA,"Miliaria_calandra","Corn Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"418","Milvus migrans","Milvus migrans",2,"Milvus migrans","Milvus migrans","Milvus migrans","Milvus migrans","Milvus migrans","Milvus migrans","Milvus migrans","Milvus migrans",11108,"Accipitriformes","Accipitridae","LC","Falco migrans, Milvus lineatus ","Milvus_migrans","Black Kite","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"419","Milvus milvus","Milvus milvus",2,"Milvus milvus","Milvus milvus","Milvus milvus",NA,"Milvus milvus","Milvus milvus","Milvus milvus","Milvus milvus",2928,"Accipitriformes","Accipitridae","LC",NA,"Milvus_milvus","Red Kite","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"420","Mimus polyglottos","Mimus polyglottos",2,"Mimus polyglottos","Mimus polyglottos","Mimus polyglottos","Mimus polyglottos","Mimus polyglottos","Mimus polyglottos","Mimus polyglottos","Mimus polyglottos",5974,"Passeriformes","Mimidae","LC",NA,"Mimus_polyglottos","Northern Mockingbird","BL3","M4","Mimidae","Mockingbirds and thrashers",175,"PASSERIFORMES","Passeri"
"421","Mniotilta varia","Mniotilta varia",2,"Mniotilta varia","Mniotilta varia","Mniotilta varia","Mniotilta varia","Mniotilta varia","Mniotilta varia","Mniotilta varia","Mniotilta varia",7840,"Passeriformes","Parulidae","LC",NA,"Mniotilta_varia","Black-and-white Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"422","Molothrus ater","Molothrus ater",2,"Molothrus ater","Molothrus ater","Molothrus ater","Molothrus ater","Molothrus ater","Molothrus ater","Molothrus ater","Molothrus ater",8391,"Passeriformes","Icteridae","LC",NA,"Molothrus_ater","Brown-headed Cowbird","BL3","P21","Icteridae","New World blackbirds",190,"PASSERIFORMES","Passeri"
"423","Monticola saxatilis","Monticola saxatilis",2,"Monticola saxatilis","Monticola saxatilis",NA,"Monticola saxatilis","Monticola saxatilis","Monticola saxatilis",NA,NA,5491,"Passeriformes","Muscicapidae","LC",NA,"Monticola_saxatilis","Rufous-tailed Rock-thrush","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
