"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","dataset"
"2935","Ciconia boyciana",2,64,450221.445308138,4,2,286242.659462891,0.5,"Birds_atlas_Japan"
"2936","Aythya fuligula",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2937","Luscinia komadori",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2938","Nisaetus nipalensis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2939","Gallirallus okinawae",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2940","Fulica atra",2,64,450221.445308138,4,4,450221.445308138,1,"Birds_atlas_Japan"
"2941","Chloris sinica",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2942","Milvus migrans",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2943","Ixobrychus cinnamomeus",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2944","Cuculus micropterus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2945","Treron formosae",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2946","Passer rutilans",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2947","Urosphena squameiceps",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2948","Lonchura malacca",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2949","Garrulax cineraceus",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2950","Vanellus cinereus",1,64,448951.020447356,4,3,447573.986529023,0.75,"Birds_atlas_Japan"
"2951","Accipiter gularis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2952","Anous stolidus",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2953","Amaurornis phoenicurus",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2954","Cyanopica cyanus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2955","Muscicapa sibirica",1,64,448951.020447356,4,3,447573.986529023,0.75,"Birds_atlas_Japan"
"2956","Caprimulgus indicus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2957","Emberiza fucata",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2958","Ninox scutulata",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2959","Apus pacificus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2960","Rostratula benghalensis",1,64,448951.020447356,4,1,159286.904761198,0.25,"Birds_atlas_Japan"
"2961","Sterna albifrons",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2962","Lanius cristatus",2,64,450221.445308138,4,2,286242.659462891,0.5,"Birds_atlas_Japan"
"2963","Pitta nympha",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2964","Columba janthina",2,64,450221.445308138,4,2,286242.659462891,0.5,"Birds_atlas_Japan"
"2965","Egretta sacra",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2966","Pernis ptilorhynchus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2967","Falco tinnunculus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2968","Lonchura punctulata",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2969","Phalacrocorax capillatus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2970","Phasianus colchicus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2971","Butastur indicus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2972","Aythya ferina",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2973","Carduelis spinus",2,64,450221.445308138,4,2,322757.914150622,0.5,"Birds_atlas_Japan"
"2974","Locustella fasciolata",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2975","Corvus macrorhynchos",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2976","Tarsiger cyanurus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2977","Aegithalos caudatus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2978","Ardea alba",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2979","Zoothera dauma",2,64,450221.445308138,4,4,450221.445308138,1,"Birds_atlas_Japan"
"2980","Phylloscopus xanthodryas",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2981","Eurystomus orientalis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2982","Emberiza sulphurata",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2983","Sapheopipo noguchii",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2984","Turdus celaenops",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2985","Pandion haliaetus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2986","Streptopelia orientalis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2987","Lonchura atricapilla",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2988","Passer montanus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2989","Pericrocotus divaricatus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2990","Monticola solitarius",2,64,450221.445308138,4,4,450221.445308138,1,"Birds_atlas_Japan"
"2991","Dendrocopos major",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2992","Eudynamys scolopaceus",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2993","Anas crecca",2,64,450221.445308138,4,4,450221.445308138,1,"Birds_atlas_Japan"
"2994","Ardeola bacchus",2,64,450221.445308138,4,2,286242.659462891,0.5,"Birds_atlas_Japan"
"2995","Pavo cristatus",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"2996","Anthus hodgsoni",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2997","Ardea cinerea",2,64,450221.445308138,4,4,450221.445308138,1,"Birds_atlas_Japan"
"2998","Alauda arvensis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"2999","Rallina eurizonoides",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"3000","Anas clypeata",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3001","Vanellus cinereus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3002","Motacilla flava",2,64,450221.445308138,4,2,322757.914150622,0.5,"Birds_atlas_Japan"
"3003","Apus nipalensis",2,64,450221.445308138,4,2,286242.659462891,0.5,"Birds_atlas_Japan"
"3004","Eophona personata",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3005","Anas platyrhynchos",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3006","Hirundo daurica",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3007","Turdus cardis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3008","Hirundo tahitica",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"3009","Egretta intermedia",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3010","Megaceryle lugubris",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3011","Phalacrocorax carbo",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3012","Sterna sumatrana",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"3013","Picus awokera",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3014","Tachybaptus ruficollis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3015","Emberiza elegans",2,64,450221.445308138,4,2,286242.659462891,0.5,"Birds_atlas_Japan"
"3016","Spilornis cheela",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"3017","Gorsachius goisagi",2,64,450221.445308138,4,2,286242.659462891,0.5,"Birds_atlas_Japan"
"3018","Pycnonotus sinensis",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"3019","Hierococcyx hyperythrus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3020","Accipiter nisus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3021","Falco peregrinus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3022","Strix uralensis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3023","Columba livia",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3024","Urocissa erythrorhyncha",2,64,450221.445308138,4,1,160156.162223709,0.25,"Birds_atlas_Japan"
"3025","Sitta europaea",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3026","Cuculus canorus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3027","Accipiter gentilis",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3028","Pica pica",2,64,450221.445308138,4,2,322757.914150622,0.5,"Birds_atlas_Japan"
"3029","Podiceps cristatus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3030","Turdus chrysolaus",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3031","Ficedula narcissina",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3032","Zoothera sibirica",2,64,450221.445308138,4,3,448844.411389804,0.75,"Birds_atlas_Japan"
"3033","Emberiza schoeniclus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3034","Emberiza sulphurata",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3035","Otus sunia",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3036","Pyrrhula pyrrhula",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3037","Asio otus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3038","Poecile palustris",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3039","Emberiza yessoensis",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3040","Botaurus stellaris",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3041","Mergus merganser",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3042","Rostratula benghalensis",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3043","Saxicola torquatus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3044","Regulus regulus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3045","Falco tinnunculus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3046","Gallinago hardwickii",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3047","Dryocopus martius",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3048","Locustella fasciolata",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3049","Larus schistisagus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3050","Muscicapa sibirica",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3051","Sterna hirundo",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3052","Podiceps cristatus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3053","Circus spilonotus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3054","Larus schistisagus",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3055","Lagopus muta",1,64,448951.020447356,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3056","Lanius tigrinus",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3057","Nucifraga caryocatactes",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3058","Streptopelia decaocto",1,64,448951.020447356,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3059","Locustella ochotensis",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3060","Phoenicurus auroreus",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3061","Phalacrocorax pelagicus",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3062","Gallinago hardwickii",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3063","Prunella collaris",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3064","Asio otus",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3065","Jynx torquilla",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3066","Circus spilonotus",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3067","Loxia curvirostra",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3068","Otus lempiji",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3069","Charadrius alexandrinus",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3070","Anas strepera",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3071","Loxia curvirostra",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3072","Psittacula krameri",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3073","Scolopax rusticola",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3074","Carduelis spinus",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3075","Saxicola torquatus",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3076","Hirundapus caudacutus",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3077","Prunella collaris",1,64,448951.020447356,4,2,288287.081767824,0.5,"Birds_atlas_Japan"
"3078","Phoenicurus auroreus",1,64,448951.020447356,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3079","Acrocephalus bistrigiceps",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3080","Garrulax sannio",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3081","Lagopus muta",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3082","Pyrrhula pyrrhula",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3083","Nipponia nippon",2,64,450221.445308138,4,1,126086.497239182,0.25,"Birds_atlas_Japan"
"3084","Anas falcata",2,64,450221.445308138,4,2,288688.249166095,0.5,"Birds_atlas_Japan"
"3085","Sula leucogaster",1,64,448951.020447356,4,1,1377.0339183333,0.25,"Birds_atlas_Japan"
"3086","Apalopteron familiare",2,64,450221.445308138,4,1,1377.0339183333,0.25,"Birds_atlas_Japan"
"3087","Apalopteron familiare",1,64,448951.020447356,4,1,1377.0339183333,0.25,"Birds_atlas_Japan"
"3088","Motacilla flava",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3089","Tetrastes bonasia",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3090","Cerorhinca monocerata",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3091","Pinicola enucleator",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3092","Tringa totanus",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3093","Histrionicus histrionicus",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3094","Locustella lanceolata",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3095","Emberiza aureola",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3096","Anas strepera",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3097","Emberiza yessoensis",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3098","Cepphus carbo",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3099","Phalacrocorax pelagicus",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3100","Jynx torquilla",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3101","Phalacrocorax urile",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3102","Podiceps grisegena",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3103","Uria aalge",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3104","Rallus aquaticus",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3105","Haliaeetus albicilla",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3106","Locustella pryeri",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3107","Locustella lanceolata",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3108","Luscinia calliope",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3109","Locustella pryeri",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3110","Pinicola enucleator",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3111","Dendrocopos minor",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3112","Riparia riparia",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3113","Emberiza schoeniclus",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3114","Uragus sibiricus",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3115","Luscinia calliope",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3116","Synthliboramphus antiquus",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3117","Dryocopus martius",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3118","Uragus sibiricus",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3119","Falco subbuteo",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3120","Picus canus",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3121","Ixobrychus sinensis",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3122","Scolopax rusticola",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3123","Eophona migratoria",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3124","Tetrastes bonasia",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3125","Tringa totanus",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3126","Grus japonensis",1,64,448951.020447356,4,1,162200.584528642,0.25,"Birds_atlas_Japan"
"3127","Otus sunia",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3128","Poecile palustris",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3129","Falco subbuteo",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3130","Grus japonensis",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3131","Cepphus carbo",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3132","Oceanodroma leucorhoa",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3133","Histrionicus histrionicus",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3134","Picus canus",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3135","Cerorhinca monocerata",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3136","Haliaeetus albicilla",2,64,450221.445308138,4,1,162601.751926914,0.25,"Birds_atlas_Japan"
"3137","Accipiter gentilis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3138","Amaurornis phoenicurus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3139","Anas zonorhyncha",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3140","Ardea alba",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3141","Ardea cinerea",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3142","Bubulcus ibis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3143","Chalcophaps indica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3144","Cisticola juncidis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3145","Egretta garzetta",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3146","Egretta intermedia",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3147","Hypsipetes amaurotis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3148","Ixobrychus cinnamomeus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3149","Otus elegans",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3150","Passer montanus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3151","Pycnonotus sinensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3152","Streptopelia orientalis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3153","Terpsiphone atrocaudata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3154","Treron formosae",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3155","Turnix suscitator",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3156","Zosterops japonicus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3157","Corvus macrorhynchos",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3158","Egretta sacra",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3159","Halcyon coromanda",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3160","Lanius cristatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3161","Monticola solitarius",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3162","Parus minor",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3163","Pericrocotus divaricatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3164","Accipiter gularis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3165","Ardea purpurea",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3166","Ficedula narcissina",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3167","Gallinula chloropus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3168","Gorsachius melanolophus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3169","Spilornis cheela",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3170","Ninox scutulata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3171","Nycticorax nycticorax",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3172","Sterna albifrons",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3173","Sterna sumatrana",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3174","Actitis hypoleucos",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3175","Phalacrocorax urile",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3176","Pandion haliaetus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3177","Poecile varius",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3178","Rallina eurizonoides",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3179","Delichon dasypus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3180","Glareola maldivarum",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3181","Hirundo rustica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3182","Hirundo tahitica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3183","Hirundo daurica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3184","Anous stolidus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3185","Columba janthina",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3186","Cuculus poliocephalus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3187","Sterna anaethetus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3188","Sterna dougallii",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3189","Alcedo atthis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3190","Cettia diphone",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3191","Columba livia",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3192","Dendrocopos kizuki",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3193","Aythya ferina",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3194","Porzana fusca",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3195","Lonchura punctulata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
