"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","dataset"
"1282","Cerorhinca monocerata",2,4,450221.445308138,128,1,2598.7647471653,0.01,"Birds_atlas_Japan"
"1283","Podiceps grisegena",1,4,448951.020447356,128,2,7775.58478492978,0.02,"Birds_atlas_Japan"
"1284","Pinicola enucleator",2,4,450221.445308138,128,2,6685.13720348158,0.02,"Birds_atlas_Japan"
"1285","Motacilla flava",1,4,448951.020447356,128,3,8105.70294474184,0.02,"Birds_atlas_Japan"
"1286","Motacilla flava",2,4,450221.445308138,128,3,7946.13784977034,0.02,"Birds_atlas_Japan"
"1287","Pica pica",2,4,450221.445308138,128,4,18965.3359692039,0.03,"Birds_atlas_Japan"
"1288","Oceanodroma leucorhoa",2,4,450221.445308138,128,1,6071.22470859479,0.01,"Birds_atlas_Japan"
"1289","Dendrocopos minor",2,4,450221.445308138,128,3,10026.2946292639,0.02,"Birds_atlas_Japan"
"1290","Sula leucogaster",1,4,448951.020447356,128,1,919.1244284552,0.01,"Birds_atlas_Japan"
"1291","Apalopteron familiare",2,4,450221.445308138,128,1,919.1244284552,0.01,"Birds_atlas_Japan"
"1292","Apalopteron familiare",1,4,448951.020447356,128,1,919.1244284552,0.01,"Birds_atlas_Japan"
"1293","Pavo cristatus",2,4,450221.445308138,128,3,3272.27911608043,0.02,"Birds_atlas_Japan"
"1294","Rallina eurizonoides",2,4,450221.445308138,128,2,2337.94617159697,0.02,"Birds_atlas_Japan"
"1295","Spilornis cheela",2,4,450221.445308138,128,1,1404.83768765919,0.01,"Birds_atlas_Japan"
"1296","Spilornis cheela",1,4,448951.020447356,128,2,2339.17063214265,0.02,"Birds_atlas_Japan"
"1297","Rallina eurizonoides",1,4,448951.020447356,128,2,2337.94617159697,0.02,"Birds_atlas_Japan"
"1298","Gorsachius melanolophus",1,4,448951.020447356,128,2,2337.94617159697,0.02,"Birds_atlas_Japan"
"1299","Treron formosae",2,4,450221.445308138,128,14,16447.4713875488,0.11,"Birds_atlas_Japan"
"1300","Ixobrychus cinnamomeus",2,4,450221.445308138,128,2,2337.94617159697,0.02,"Birds_atlas_Japan"
"1301","Ardea purpurea",1,4,448951.020447356,128,2,2339.17063214265,0.02,"Birds_atlas_Japan"
"1302","Ardea purpurea",2,4,450221.445308138,128,1,934.332944483459,0.01,"Birds_atlas_Japan"
"1303","Lonchura malacca",2,4,450221.445308138,128,1,934.332944483459,0.01,"Birds_atlas_Japan"
"1304","Glareola maldivarum",2,4,450221.445308138,128,2,1867.44142842123,0.02,"Birds_atlas_Japan"
"1305","Hirundo tahitica",1,4,448951.020447356,128,9,11933.0504249638,0.07,"Birds_atlas_Japan"
"1306","Sterna sumatrana",2,4,450221.445308138,128,1,934.332944483459,0.01,"Birds_atlas_Japan"
"1307","Lonchura atricapilla",2,4,450221.445308138,128,1,934.332944483459,0.01,"Birds_atlas_Japan"
"1308","Glareola maldivarum",1,4,448951.020447356,128,2,1867.44142842123,0.02,"Birds_atlas_Japan"
"1309","Sterna sumatrana",1,4,448951.020447356,128,4,5544.58729951537,0.03,"Birds_atlas_Japan"
"1310","Grus japonensis",1,4,448951.020447356,128,3,14686.1133824534,0.02,"Birds_atlas_Japan"
"1311","Grus japonensis",2,4,450221.445308138,128,5,19890.8538939901,0.04,"Birds_atlas_Japan"
"1312","Tringa totanus",1,4,448951.020447356,128,2,10135.7026060638,0.02,"Birds_atlas_Japan"
"1313","Phalacrocorax pelagicus",1,4,448951.020447356,128,2,10135.7026060638,0.02,"Birds_atlas_Japan"
"1314","Anas strepera",1,4,448951.020447356,128,1,3348.62225105968,0.01,"Birds_atlas_Japan"
"1315","Cepphus carbo",1,4,448951.020447356,128,1,4129.06194380008,0.01,"Birds_atlas_Japan"
"1316","Cepphus carbo",2,4,450221.445308138,128,2,5985.18020427715,0.02,"Birds_atlas_Japan"
"1317","Tringa totanus",2,4,450221.445308138,128,1,4129.06194380008,0.01,"Birds_atlas_Japan"
"1318","Uria aalge",1,4,448951.020447356,128,1,4129.06194380008,0.01,"Birds_atlas_Japan"
"1319","Phalacrocorax urile",1,4,448951.020447356,128,1,4129.06194380008,0.01,"Birds_atlas_Japan"
"1320","Anous stolidus",1,4,448951.020447356,128,1,933.108483937775,0.01,"Birds_atlas_Japan"
"1321","Lonchura punctulata",2,4,450221.445308138,128,4,6456.31753143636,0.03,"Birds_atlas_Japan"
"1322","Anous stolidus",2,4,450221.445308138,128,1,933.108483937775,0.01,"Birds_atlas_Japan"
"1323","Sterna anaethetus",1,4,448951.020447356,128,1,933.108483937775,0.01,"Birds_atlas_Japan"
"1324","Sterna dougallii",1,4,448951.020447356,128,1,933.108483937775,0.01,"Birds_atlas_Japan"
"1325","Lonchura punctulata",1,4,448951.020447356,128,3,5523.20904749858,0.02,"Birds_atlas_Japan"
"1326","Sterna dougallii",2,4,450221.445308138,128,2,3686.27806271439,0.02,"Birds_atlas_Japan"
"1327","Otus lempiji",1,4,448951.020447356,128,1,1840.21488630994,0.01,"Birds_atlas_Japan"
"1328","Lonchura striata",1,4,448951.020447356,128,1,1836.9309847842,0.01,"Birds_atlas_Japan"
"1329","Gallirallus okinawae",2,4,450221.445308138,128,1,1836.9309847842,0.01,"Birds_atlas_Japan"
"1330","Luscinia komadori",1,4,448951.020447356,128,6,8075.96338236833,0.05,"Birds_atlas_Japan"
"1331","Gallirallus okinawae",1,4,448951.020447356,128,1,1836.9309847842,0.01,"Birds_atlas_Japan"
"1332","Luscinia komadori",2,4,450221.445308138,128,5,5912.33143207204,0.04,"Birds_atlas_Japan"
"1333","Sapheopipo noguchii",1,4,448951.020447356,128,1,1836.9309847842,0.01,"Birds_atlas_Japan"
"1334","Sapheopipo noguchii",2,4,450221.445308138,128,1,1836.9309847842,0.01,"Birds_atlas_Japan"
"1335","Eudynamys scolopaceus",2,4,450221.445308138,128,1,914.477956579361,0.01,"Birds_atlas_Japan"
"1336","Scolopax mira",1,4,448951.020447356,128,1,454.528090308685,0.01,"Birds_atlas_Japan"
"1337","Sula leucogaster",2,4,450221.445308138,128,2,6587.70123023843,0.02,"Birds_atlas_Japan"
"1338","Pica pica",1,4,448951.020447356,128,3,16394.7481695452,0.02,"Birds_atlas_Japan"
"1339","Emberiza elegans",2,4,450221.445308138,128,4,12702.001736836,0.03,"Birds_atlas_Japan"
"1340","Turdus hortulorum",2,4,450221.445308138,128,1,848.99573228717,0.01,"Birds_atlas_Japan"
"1341","Garrulus lidthi",1,4,448951.020447356,128,2,3173.39390215593,0.02,"Birds_atlas_Japan"
"1342","Garrulus lidthi",2,4,450221.445308138,128,2,3173.39390215593,0.02,"Birds_atlas_Japan"
"1343","Cuculus micropterus",1,4,448951.020447356,128,1,5633.53397769299,0.01,"Birds_atlas_Japan"
"1344","Urocissa erythrorhyncha",2,4,450221.445308138,128,1,1729.79257590067,0.01,"Birds_atlas_Japan"
"1345","Accipiter gentilis",1,8,448951.020447356,46,23,349173.580356789,0.5,"Birds_atlas_Japan"
"1346","Amaurornis phoenicurus",1,8,448951.020447356,46,3,8798.53839788385,0.07,"Birds_atlas_Japan"
"1347","Anas zonorhyncha",1,8,448951.020447356,46,34,426585.250351554,0.74,"Birds_atlas_Japan"
"1348","Ardea alba",1,8,448951.020447356,46,27,333264.514250845,0.59,"Birds_atlas_Japan"
"1349","Ninox scutulata",2,8,450221.445308138,46,15,189655.531354682,0.33,"Birds_atlas_Japan"
"1350","Ardea cinerea",1,8,448951.020447356,46,41,442455.070819562,0.89,"Birds_atlas_Japan"
"1351","Bubulcus ibis",1,8,448951.020447356,46,27,289313.422379574,0.59,"Birds_atlas_Japan"
"1352","Chalcophaps indica",1,8,448951.020447356,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1353","Actitis hypoleucos",1,8,448951.020447356,46,33,417701.723210544,0.72,"Birds_atlas_Japan"
"1354","Cisticola juncidis",1,8,448951.020447356,46,27,292919.67408917,0.59,"Birds_atlas_Japan"
"1355","Egretta garzetta",1,8,448951.020447356,46,29,316490.540647514,0.63,"Birds_atlas_Japan"
"1356","Egretta intermedia",1,8,448951.020447356,46,25,262112.255004535,0.54,"Birds_atlas_Japan"
"1357","Accipiter gularis",2,8,450221.445308138,46,11,160656.675076709,0.24,"Birds_atlas_Japan"
"1358","Glareola maldivarum",1,8,448951.020447356,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1359","Hypsipetes amaurotis",2,8,450221.445308138,46,46,450221.445308138,1,"Birds_atlas_Japan"
"1360","Hypsipetes amaurotis",1,8,448951.020447356,46,45,448195.127257582,0.98,"Birds_atlas_Japan"
"1361","Ixobrychus cinnamomeus",1,8,448951.020447356,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1362","Pandion haliaetus",2,8,450221.445308138,46,30,349840.104891103,0.65,"Birds_atlas_Japan"
"1363","Otus elegans",1,8,448951.020447356,46,5,13369.1403897757,0.11,"Birds_atlas_Japan"
"1364","Passer montanus",1,8,448951.020447356,46,43,446431.12906746,0.93,"Birds_atlas_Japan"
"1365","Monticola solitarius",1,8,448951.020447356,46,40,390893.039038149,0.87,"Birds_atlas_Japan"
"1366","Pycnonotus sinensis",1,8,448951.020447356,46,3,8798.53839788385,0.07,"Birds_atlas_Japan"
"1367","Streptopelia orientalis",1,8,448951.020447356,46,43,446261.518797822,0.93,"Birds_atlas_Japan"
"1368","Terpsiphone atrocaudata",1,8,448951.020447356,46,31,355788.785836093,0.67,"Birds_atlas_Japan"
"1369","Treron formosae",1,8,448951.020447356,46,7,17383.6301057914,0.15,"Birds_atlas_Japan"
"1370","Turnix suscitator",1,8,448951.020447356,46,5,13369.1403897757,0.11,"Birds_atlas_Japan"
"1371","Amaurornis phoenicurus",2,8,450221.445308138,46,5,13369.1403897757,0.11,"Birds_atlas_Japan"
"1372","Zosterops japonicus",1,8,448951.020447356,46,42,441860.534294737,0.91,"Birds_atlas_Japan"
"1373","Bubulcus ibis",2,8,450221.445308138,46,21,227330.957405217,0.46,"Birds_atlas_Japan"
"1374","Corvus macrorhynchos",1,8,448951.020447356,46,43,446640.878045085,0.93,"Birds_atlas_Japan"
"1375","Egretta sacra",1,8,448951.020447356,46,12,129181.792740627,0.26,"Birds_atlas_Japan"
"1376","Halcyon coromanda",1,8,448951.020447356,46,30,371823.498994634,0.65,"Birds_atlas_Japan"
"1377","Lanius cristatus",1,8,448951.020447356,46,10,115465.989728233,0.22,"Birds_atlas_Japan"
"1378","Sterna albifrons",1,8,448951.020447356,46,15,222213.511220488,0.33,"Birds_atlas_Japan"
"1379","Parus minor",1,8,448951.020447356,46,41,442666.305493782,0.89,"Birds_atlas_Japan"
"1380","Phasianus colchicus",2,8,450221.445308138,46,33,391000.713708731,0.72,"Birds_atlas_Japan"
"1381","Pericrocotus divaricatus",1,8,448951.020447356,46,25,304941.43215772,0.54,"Birds_atlas_Japan"
"1382","Accipiter gularis",1,8,448951.020447356,46,16,221442.755563833,0.35,"Birds_atlas_Japan"
"1383","Ardea purpurea",1,8,448951.020447356,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1384","Ficedula narcissina",1,8,448951.020447356,46,37,429435.680155435,0.8,"Birds_atlas_Japan"
"1385","Gallinula chloropus",1,8,448951.020447356,46,27,346202.041899887,0.59,"Birds_atlas_Japan"
"1386","Gorsachius melanolophus",1,8,448951.020447356,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1387","Spilornis cheela",1,8,448951.020447356,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1388","Hirundo tahitica",1,8,448951.020447356,46,6,14721.5252856888,0.13,"Birds_atlas_Japan"
"1389","Ninox scutulata",1,8,448951.020447356,46,18,242628.558349193,0.39,"Birds_atlas_Japan"
"1390","Nycticorax nycticorax",1,8,448951.020447356,46,26,343082.356332924,0.57,"Birds_atlas_Japan"
"1391","Otus elegans",2,8,450221.445308138,46,5,11035.2472229744,0.11,"Birds_atlas_Japan"
"1392","Sterna sumatrana",1,8,448951.020447356,46,4,9731.64688182163,0.09,"Birds_atlas_Japan"
"1393","Passer montanus",2,8,450221.445308138,46,44,448844.411389804,0.96,"Birds_atlas_Japan"
"1394","Pandion haliaetus",1,8,448951.020447356,46,35,374521.874805719,0.76,"Birds_atlas_Japan"
"1395","Poecile varius",1,8,448951.020447356,46,37,415829.102831543,0.8,"Birds_atlas_Japan"
"1396","Rallina eurizonoides",1,8,448951.020447356,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1397","Delichon dasypus",1,8,448951.020447356,46,32,419527.336525656,0.7,"Birds_atlas_Japan"
"1398","Acridotheres tristis",2,8,450221.445308138,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1399","Parus minor",2,8,450221.445308138,46,41,443936.730354563,0.89,"Birds_atlas_Japan"
"1400","Hirundo rustica",1,8,448951.020447356,46,37,396630.135272049,0.8,"Birds_atlas_Japan"
"1401","Pavo cristatus",2,8,450221.445308138,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1402","Corvus macrorhynchos",2,8,450221.445308138,46,44,448844.411389804,0.96,"Birds_atlas_Japan"
"1403","Halcyon coromanda",2,8,450221.445308138,46,31,383661.035783224,0.67,"Birds_atlas_Japan"
"1404","Lonchura malacca",2,8,450221.445308138,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1405","Pericrocotus divaricatus",2,8,450221.445308138,46,30,363801.150835009,0.65,"Birds_atlas_Japan"
"1406","Nycticorax nycticorax",2,8,450221.445308138,46,25,344608.621358583,0.54,"Birds_atlas_Japan"
"1407","Falco peregrinus",2,8,450221.445308138,46,20,275848.900822326,0.43,"Birds_atlas_Japan"
"1408","Zosterops japonicus",2,8,450221.445308138,46,42,438404.071553767,0.91,"Birds_atlas_Japan"
"1409","Ardea purpurea",2,8,450221.445308138,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1410","Sterna sumatrana",2,8,450221.445308138,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1411","Streptopelia orientalis",2,8,450221.445308138,46,43,447531.943658604,0.93,"Birds_atlas_Japan"
"1412","Terpsiphone atrocaudata",2,8,450221.445308138,46,32,359234.861733192,0.7,"Birds_atlas_Japan"
"1413","Anas zonorhyncha",2,8,450221.445308138,46,33,412984.495893747,0.72,"Birds_atlas_Japan"
"1414","Chalcophaps indica",2,8,450221.445308138,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1415","Gallinula chloropus",2,8,450221.445308138,46,18,269551.490789346,0.39,"Birds_atlas_Japan"
"1416","Monticola solitarius",2,8,450221.445308138,46,41,411109.087346736,0.89,"Birds_atlas_Japan"
"1417","Ardea alba",2,8,450221.445308138,46,32,375687.733533155,0.7,"Birds_atlas_Japan"
"1418","Poecile varius",2,8,450221.445308138,46,41,441285.664652778,0.89,"Birds_atlas_Japan"
"1419","Rallina eurizonoides",2,8,450221.445308138,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1420","Hirundo tahitica",2,8,450221.445308138,46,7,17383.6301057914,0.15,"Birds_atlas_Japan"
"1421","Lonchura atricapilla",2,8,450221.445308138,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1422","Glareola maldivarum",2,8,450221.445308138,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1423","Turnix suscitator",2,8,450221.445308138,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1424","Ficedula narcissina",2,8,450221.445308138,46,42,444726.684111173,0.91,"Birds_atlas_Japan"
"1425","Egretta intermedia",2,8,450221.445308138,46,24,269075.798552805,0.52,"Birds_atlas_Japan"
"1426","Cisticola juncidis",2,8,450221.445308138,46,28,306978.970950866,0.61,"Birds_atlas_Japan"
"1427","Ardea cinerea",2,8,450221.445308138,46,40,444131.734780999,0.87,"Birds_atlas_Japan"
"1428","Treron formosae",2,8,450221.445308138,46,7,17383.6301057914,0.15,"Birds_atlas_Japan"
"1429","Ixobrychus cinnamomeus",2,8,450221.445308138,46,2,4208.43783432304,0.04,"Birds_atlas_Japan"
"1430","Pycnonotus sinensis",2,8,450221.445308138,46,3,8798.53839788385,0.07,"Birds_atlas_Japan"
"1431","Spilornis cheela",2,8,450221.445308138,46,1,3275.32935038527,0.02,"Birds_atlas_Japan"
"1432","Egretta garzetta",2,8,450221.445308138,46,21,281270.889201447,0.46,"Birds_atlas_Japan"
"1433","Emberiza cioides",2,8,450221.445308138,46,36,432935.543698425,0.78,"Birds_atlas_Japan"
"1434","Corvus corone",1,8,448951.020447356,46,36,430452.980730536,0.78,"Birds_atlas_Japan"
"1435","Motacilla alba",1,8,448951.020447356,46,29,368793.880946014,0.63,"Birds_atlas_Japan"
"1436","Cettia diphone",2,8,450221.445308138,46,45,446946.115957752,0.98,"Birds_atlas_Japan"
"1437","Phalacrocorax capillatus",1,8,448951.020447356,46,14,162949.652601151,0.3,"Birds_atlas_Japan"
"1438","Troglodytes troglodytes",2,8,450221.445308138,46,32,412220.325578409,0.7,"Birds_atlas_Japan"
"1439","Larus crassirostris",1,8,448951.020447356,46,27,311441.930731439,0.59,"Birds_atlas_Japan"
"1440","Lanius bucephalus",1,8,448951.020447356,46,40,435147.301717996,0.87,"Birds_atlas_Japan"
"1441","Poecile montanus",2,8,450221.445308138,46,28,399752.893858961,0.61,"Birds_atlas_Japan"
"1442","Troglodytes troglodytes",1,8,448951.020447356,46,33,408405.93280489,0.72,"Birds_atlas_Japan"
"1443","Apus pacificus",1,8,448951.020447356,46,32,384619.631998465,0.7,"Birds_atlas_Japan"
"1444","Turdus chrysolaus",2,8,450221.445308138,46,23,317742.339388758,0.5,"Birds_atlas_Japan"
"1445","Periparus ater",2,8,450221.445308138,46,33,418181.989527072,0.72,"Birds_atlas_Japan"
"1446","Anas platyrhynchos",2,8,450221.445308138,46,25,333483.904643394,0.54,"Birds_atlas_Japan"
"1447","Dendrocopos major",2,8,450221.445308138,46,29,362633.161256467,0.63,"Birds_atlas_Japan"
"1448","Luscinia cyane",2,8,450221.445308138,46,25,347759.146916602,0.54,"Birds_atlas_Japan"
"1449","Cyanoptila cyanomelana",2,8,450221.445308138,46,34,427732.586021387,0.74,"Birds_atlas_Japan"
"1450","Garrulus glandarius",2,8,450221.445308138,46,34,430480.218505661,0.74,"Birds_atlas_Japan"
"1451","Aegithalos caudatus",1,8,448951.020447356,46,33,425706.267970831,0.72,"Birds_atlas_Japan"
"1452","Lanius bucephalus",2,8,450221.445308138,46,34,426835.512375352,0.74,"Birds_atlas_Japan"
"1453","Dendrocopos kizuki",1,8,448951.020447356,46,40,441621.631747582,0.87,"Birds_atlas_Japan"
"1454","Cuculus optatus",1,8,448951.020447356,46,36,430436.733711909,0.78,"Birds_atlas_Japan"
"1455","Dendrocopos kizuki",2,8,450221.445308138,46,40,442892.056608364,0.87,"Birds_atlas_Japan"
"1456","Garrulus glandarius",1,8,448951.020447356,46,36,431108.544296216,0.78,"Birds_atlas_Japan"
"1457","Cettia diphone",1,8,448951.020447356,46,44,444742.582613033,0.96,"Birds_atlas_Japan"
"1458","Chloris sinica",2,8,450221.445308138,46,37,433691.436888199,0.8,"Birds_atlas_Japan"
"1459","Charadrius dubius",2,8,450221.445308138,46,26,361105.600019175,0.57,"Birds_atlas_Japan"
"1460","Apus pacificus",2,8,450221.445308138,46,31,388367.532039917,0.67,"Birds_atlas_Japan"
"1461","Treron sieboldii",2,8,450221.445308138,46,32,417400.891432471,0.7,"Birds_atlas_Japan"
"1462","Agropsar philippensis",1,8,448951.020447356,46,19,244685.863690286,0.41,"Birds_atlas_Japan"
"1463","Zoothera dauma",1,8,448951.020447356,46,36,412953.504031799,0.78,"Birds_atlas_Japan"
"1464","Turdus cardis",2,8,450221.445308138,46,34,428960.971147121,0.74,"Birds_atlas_Japan"
"1465","Syrmaticus soemmerringii",2,8,450221.445308138,46,20,311073.864519396,0.43,"Birds_atlas_Japan"
"1466","Corvus corone",2,8,450221.445308138,46,36,431029.332068096,0.78,"Birds_atlas_Japan"
"1467","Poecile montanus",1,8,448951.020447356,46,28,385162.442172261,0.61,"Birds_atlas_Japan"
"1468","Picus awokera",2,8,450221.445308138,46,25,341956.428459817,0.54,"Birds_atlas_Japan"
"1469","Picus awokera",1,8,448951.020447356,46,25,339876.902466234,0.54,"Birds_atlas_Japan"
"1470","Eophona personata",2,8,450221.445308138,46,30,408704.634681376,0.65,"Birds_atlas_Japan"
"1471","Larus schistisagus",2,8,450221.445308138,46,17,172000.956327608,0.37,"Birds_atlas_Japan"
"1472","Motacilla cinerea",1,8,448951.020447356,46,34,426486.023194567,0.74,"Birds_atlas_Japan"
"1473","Urosphena squameiceps",1,8,448951.020447356,46,36,431665.118837643,0.78,"Birds_atlas_Japan"
"1474","Emberiza cioides",1,8,448951.020447356,46,36,431665.118837643,0.78,"Birds_atlas_Japan"
"1475","Turdus cardis",1,8,448951.020447356,46,30,387886.066782755,0.65,"Birds_atlas_Japan"
"1476","Cuculus poliocephalus",2,8,450221.445308138,46,35,387000.359797364,0.76,"Birds_atlas_Japan"
"1477","Phasianus colchicus",1,8,448951.020447356,46,34,409541.665313667,0.74,"Birds_atlas_Japan"
"1478","Falco peregrinus",1,8,448951.020447356,46,17,239171.241361363,0.37,"Birds_atlas_Japan"
"1479","Motacilla alba",2,8,450221.445308138,46,33,419385.16974798,0.72,"Birds_atlas_Japan"
"1480","Milvus migrans",1,8,448951.020447356,46,37,432421.012027417,0.8,"Birds_atlas_Japan"
"1481","Phalacrocorax capillatus",2,8,450221.445308138,46,16,193206.22368345,0.35,"Birds_atlas_Japan"
"1482","Cyanoptila cyanomelana",1,8,448951.020447356,46,34,427690.54628634,0.74,"Birds_atlas_Japan"
"1483","Larus crassirostris",2,8,450221.445308138,46,26,302595.211767836,0.57,"Birds_atlas_Japan"
"1484","Cuculus canorus",1,8,448951.020447356,46,30,407013.148789183,0.65,"Birds_atlas_Japan"
"1485","Periparus ater",1,8,448951.020447356,46,35,427243.259255206,0.76,"Birds_atlas_Japan"
"1486","Phylloscopus coronatus",1,8,448951.020447356,46,32,417544.517097812,0.7,"Birds_atlas_Japan"
"1487","Aegithalos caudatus",2,8,450221.445308138,46,31,422626.378184276,0.67,"Birds_atlas_Japan"
"1488","Phylloscopus examinandus",2,8,450221.445308138,46,25,365229.361489977,0.54,"Birds_atlas_Japan"
"1489","Urosphena squameiceps",2,8,450221.445308138,46,35,427841.87353168,0.76,"Birds_atlas_Japan"
"1490","Cuculus optatus",2,8,450221.445308138,46,34,421942.077735665,0.74,"Birds_atlas_Japan"
"1491","Motacilla cinerea",2,8,450221.445308138,46,35,429716.864336895,0.76,"Birds_atlas_Japan"
"1492","Larus schistisagus",1,8,448951.020447356,46,12,145516.775046995,0.26,"Birds_atlas_Japan"
