"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","scale"
"1933","Aquila heliaca",2,"4",83907.5085275841,54,2,3256.43680869691,0.04,0.0625
"1934","Porzana pusilla",2,"4",83907.5085275841,54,2,2690.32963898074,0.04,0.0625
"1935","Syrmaticus reevesii",2,"4",83907.5085275841,54,3,6479.84083726801,0.06,0.0625
"1936","Otus scops",1,"4",83907.5085275841,54,2,4331.43271309492,0.04,0.0625
"1937","Porzana pusilla",3,"4",89635.9803373288,55,1,2165.71624258866,0.02,0.0625
"1938","Myiopsitta monachus",3,"4",89635.9803373288,55,1,2165.71624258866,0.02,0.0625
"1939","Strix uralensis",1,"4",83907.5085275841,54,3,2686.70134081839,0.06,0.0625
"1940","Larus cachinnans",1,"4",83907.5085275841,54,2,3748.01798080936,0.04,0.0625
"1941","Cygnus cygnus",3,"4",89635.9803373288,55,1,2148.40868001927,0.02,0.0625
"1942","Hirundo rustica",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1943","Delichon urbica",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1944","Garrulus glandarius",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1945","Alauda arvensis",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1946","Carduelis spinus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1947","Oenanthe oenanthe",3,"8",89635.9803373288,18,15,87258.716332591,0.83,0.125
"1948","Aegolius funereus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1949","Sturnus vulgaris",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1950","Dendrocopos minor",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1951","Mergus merganser",3,"8",89635.9803373288,18,16,83296.9107692411,0.89,0.125
"1952","Corvus corone",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1953","Carduelis spinus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1954","Sitta europaea",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1955","Prunella modularis",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1956","Dryocopus martius",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1957","Serinus serinus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1958","Nucifraga caryocatactes",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1959","Tetrao tetrix",2,"8",83907.5085275841,18,11,55848.0505546586,0.61,0.125
"1960","Corvus corax",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1961","Erithacus rubecula",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1962","Picoides tridactylus",1,"8",83907.5085275841,18,9,40266.5840759458,0.5,0.125
"1963","Streptopelia decaocto",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1964","Falco tinnunculus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1965","Coturnix coturnix",1,"8",83907.5085275841,18,16,83378.9043370776,0.89,0.125
"1966","Motacilla flava",1,"8",83907.5085275841,18,15,82988.2882259954,0.83,0.125
"1967","Corvus monedula",1,"8",83907.5085275841,18,16,83378.9043370776,0.89,0.125
"1968","Ficedula hypoleuca",1,"8",83907.5085275841,18,17,83646.9128245345,0.94,0.125
"1969","Phasianus colchicus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1970","Carduelis chloris",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1971","Hippolais icterina",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1972","Locustella fluviatilis",1,"8",83907.5085275841,18,16,83256.2967134523,0.89,0.125
"1973","Passer montanus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1974","Certhia brachydactyla",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1975","Corvus corax",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1976","Carduelis carduelis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1977","Ciconia nigra",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1978","Loxia curvirostra",1,"8",83907.5085275841,18,17,83516.8924165019,0.94,0.125
"1979","Acrocephalus schoenobaenus",2,"8",83907.5085275841,18,15,82988.2882259954,0.83,0.125
"1980","Nucifraga caryocatactes",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1981","Loxia curvirostra",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1982","Turdus viscivorus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1983","Picus viridis",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1984","Emberiza citrinella",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1985","Hippolais icterina",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1986","Locustella luscinioides",2,"8",83907.5085275841,18,15,82988.2882259954,0.83,0.125
"1987","Anas querquedula",1,"8",83907.5085275841,18,17,83646.9128245345,0.94,0.125
"1988","Scolopax rusticola",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1989","Fringilla coelebs",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1990","Turdus viscivorus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1991","Alcedo atthis",1,"8",83907.5085275841,18,17,83646.9128245345,0.94,0.125
"1992","Picus viridis",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1993","Bonasa bonasia",1,"8",83907.5085275841,18,10,48825.3820018085,0.56,0.125
"1994","Alauda arvensis",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1995","Milvus milvus",2,"8",83907.5085275841,18,16,79811.734520426,0.89,0.125
"1996","Falco peregrinus",2,"8",83907.5085275841,18,14,74026.4597785269,0.78,0.125
"1997","Motacilla alba",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"1998","Columba livia",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"1999","Phylloscopus sibilatrix",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2000","Carduelis chloris",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2001","Strix uralensis",1,"8",83907.5085275841,18,3,8432.93385762704,0.17,0.125
"2002","Accipiter gentilis",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2003","Locustella naevia",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2004","Phylloscopus collybita",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2005","Parus ater",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2006","Tachybaptus ruficollis",1,"8",83907.5085275841,18,16,83378.9043370776,0.89,0.125
"2007","Parus major",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2008","Sylvia atricapilla",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2009","Apus apus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2010","Phylloscopus collybita",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2011","Parus palustris",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2012","Muscicapa striata",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2013","Turdus torquatus",2,"8",83907.5085275841,18,12,63639.3490712319,0.67,0.125
"2014","Circus aeruginosus",2,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2015","Lanius collurio",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2016","Picus viridis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2017","Circus cyaneus",2,"8",83907.5085275841,18,15,82455.234588864,0.83,0.125
"2018","Fringilla coelebs",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2019","Falco subbuteo",2,"8",83907.5085275841,18,16,83256.2967134523,0.89,0.125
"2020","Streptopelia turtur",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2021","Glaucidium passerinum",2,"8",83907.5085275841,18,15,82585.2549968966,0.83,0.125
"2022","Sturnus vulgaris",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2023","Columba palumbus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2024","Columba livia",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2025","Accipiter nisus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2026","Emberiza schoeniclus",3,"8",89635.9803373288,18,17,88965.8239314939,0.94,0.125
"2027","Turdus merula",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2028","Hippolais icterina",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2029","Glaucidium passerinum",3,"8",89635.9803373288,18,17,88855.0255959945,0.94,0.125
"2030","Cuculus canorus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2031","Jynx torquilla",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2032","Loxia curvirostra",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2033","Pyrrhula pyrrhula",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2034","Nucifraga caryocatactes",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2035","Dendrocopos major",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2036","Passer montanus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2037","Rallus aquaticus",2,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2038","Oriolus oriolus",3,"8",89635.9803373288,18,17,88965.8239314939,0.94,0.125
"2039","Emberiza citrinella",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2040","Passer domesticus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2041","Saxicola rubetra",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2042","Regulus regulus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2043","Milvus migrans",2,"8",83907.5085275841,18,16,83378.9043370776,0.89,0.125
"2044","Cinclus cinclus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2045","Glaucidium passerinum",1,"8",83907.5085275841,18,15,76478.0951718542,0.83,0.125
"2046","Sylvia curruca",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2047","Regulus ignicapillus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2048","Cygnus olor",2,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2049","Lanius excubitor",1,"8",83907.5085275841,18,17,83516.8924165019,0.94,0.125
"2050","Anthus pratensis",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2051","Carduelis carduelis",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2052","Phoenicurus ochruros",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2053","Aegolius funereus",2,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2054","Crex crex",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2055","Phoenicurus phoenicurus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2056","Troglodytes troglodytes",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2057","Bubo bubo",2,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2058","Motacilla cinerea",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2059","Sylvia borin",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2060","Delichon urbica",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2061","Streptopelia decaocto",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2062","Phoenicurus ochruros",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2063","Passer domesticus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2064","Carduelis flammea",2,"8",83907.5085275841,18,15,80134.4564731889,0.83,0.125
"2065","Aegithalos caudatus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2066","Cuculus canorus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2067","Strix aluco",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2068","Cinclus cinclus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2069","Phylloscopus sibilatrix",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2070","Anas crecca",1,"8",83907.5085275841,18,16,83256.2967134523,0.89,0.125
"2071","Fringilla coelebs",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2072","Cygnus olor",3,"8",89635.9803373288,18,17,88965.8239314939,0.94,0.125
"2073","Pernis apivorus",2,"8",83907.5085275841,18,16,83256.2967134523,0.89,0.125
"2074","Picoides tridactylus",3,"8",89635.9803373288,18,12,64311.651168822,0.67,0.125
"2075","Acrocephalus scirpaceus",1,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2076","Turdus merula",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2077","Turdus merula",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2078","Sylvia atricapilla",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2079","Lanius excubitor",2,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2080","Aegithalos caudatus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2081","Pyrrhula pyrrhula",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2082","Strix aluco",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2083","Columba oenas",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2084","Jynx torquilla",1,"8",83907.5085275841,18,16,83256.2967134523,0.89,0.125
"2085","Turdus philomelos",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2086","Circus aeruginosus",3,"8",89635.9803373288,18,17,88965.8239314939,0.94,0.125
"2087","Asio otus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2088","Coccothraustes coccothraustes",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2089","Podiceps cristatus",1,"8",83907.5085275841,18,17,83646.9128245345,0.94,0.125
"2090","Picus canus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2091","Phylloscopus trochilus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2092","Carpodacus erythrinus",2,"8",83907.5085275841,18,15,80264.4768812215,0.83,0.125
"2093","Turdus philomelos",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2094","Phylloscopus trochilus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2095","Certhia familiaris",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2096","Emberiza citrinella",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2097","Tetrao urogallus",1,"8",83907.5085275841,18,9,48083.4313154812,0.5,0.125
"2098","Passer domesticus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2099","Carduelis cannabina",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2100","Accipiter nisus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2101","Crex crex",1,"8",83907.5085275841,18,17,83516.8924165019,0.94,0.125
"2102","Sylvia curruca",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2103","Lanius collurio",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2104","Motacilla alba",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2105","Vanellus vanellus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2106","Accipiter nisus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2107","Aegolius funereus",1,"8",83907.5085275841,18,14,79470.8275410405,0.78,0.125
"2108","Lanius collurio",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2109","Corvus corone",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2110","Asio otus",3,"8",89635.9803373288,18,17,88985.046034941,0.94,0.125
"2111","Luscinia svecica",2,"8",83907.5085275841,18,13,78366.8733661131,0.72,0.125
"2112","Muscicapa striata",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2113","Phasianus colchicus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2114","Buteo buteo",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2115","Anthus trivialis",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2116","Columba palumbus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2117","Alcedo atthis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2118","Coturnix coturnix",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2119","Remiz pendulinus",1,"8",83907.5085275841,18,16,83248.883929045,0.89,0.125
"2120","Numenius arquata",1,"8",83907.5085275841,18,10,52697.4232647402,0.56,0.125
"2121","Carduelis chloris",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2122","Acrocephalus schoenobaenus",1,"8",83907.5085275841,18,15,82988.2882259954,0.83,0.125
"2123","Motacilla cinerea",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2124","Pica pica",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2125","Oriolus oriolus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2126","Saxicola rubetra",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2127","Tetrastes bonasia",3,"8",89635.9803373288,18,14,73796.5992447603,0.78,0.125
"2128","Tetrao urogallus",3,"8",89635.9803373288,18,4,21638.9307323019,0.22,0.125
"2129","Tetrao urogallus",2,"8",83907.5085275841,18,11,49145.0842647368,0.61,0.125
"2130","Parus major",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2131","Phoenicurus ochruros",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2132","Falco peregrinus",1,"8",83907.5085275841,18,10,50103.2935993147,0.56,0.125
"2133","Turdus pilaris",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2134","Phalacrocorax carbo",2,"8",83907.5085275841,18,14,82194.6388858144,0.78,0.125
"2135","Bonasa bonasia",2,"8",83907.5085275841,18,13,60818.3118173448,0.72,0.125
"2136","Turdus pilaris",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2137","Phylloscopus sibilatrix",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2138","Fulica atra",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2139","Turdus viscivorus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2140","Turdus pilaris",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2141","Ficedula albicollis",1,"8",83907.5085275841,18,16,82853.2634843534,0.89,0.125
"2142","Regulus regulus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2143","Acrocephalus scirpaceus",2,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2144","Dendrocopos minor",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2145","Parus montanus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2146","Carduelis carduelis",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2147","Columba livia",3,"8",89635.9803373288,18,17,88985.046034941,0.94,0.125
"2148","Apus apus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2149","Parus cristatus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2150","Lanius excubitor",3,"8",89635.9803373288,18,15,87533.9348877718,0.83,0.125
"2151","Turdus philomelos",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2152","Buteo buteo",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2153","Parus caeruleus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2154","Hirundo rustica",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2155","Alauda arvensis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2156","Phylloscopus collybita",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2157","Prunella modularis",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2158","Cygnus olor",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2159","Ciconia nigra",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2160","Muscicapa striata",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2161","Streptopelia decaocto",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2162","Dendrocopos medius",1,"8",83907.5085275841,18,16,83256.2967134523,0.89,0.125
"2163","Picus canus",1,"8",83907.5085275841,18,16,83256.2967134523,0.89,0.125
"2164","Ardea cinerea",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2165","Saxicola torquata",2,"8",83907.5085275841,18,17,78963.4020741718,0.94,0.125
"2166","Hirundo rustica",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2167","Anas platyrhynchos",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2168","Locustella naevia",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2169","Athene noctua",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2170","Corvus corone",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2171","Accipiter gentilis",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2172","Anas platyrhynchos",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2173","Oenanthe oenanthe",1,"8",83907.5085275841,18,16,82853.2634843534,0.89,0.125
"2174","Sylvia borin",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2175","Phylloscopus trochilus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2176","Motacilla flava",2,"8",83907.5085275841,18,15,82988.2882259954,0.83,0.125
"2177","Anthus pratensis",2,"8",83907.5085275841,18,17,83113.859187403,0.94,0.125
"2178","Carduelis cannabina",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2179","Passer montanus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2180","Acrocephalus palustris",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2181","Erithacus rubecula",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2182","Turdus torquatus",1,"8",83907.5085275841,18,11,47315.4101455629,0.61,0.125
"2183","Serinus serinus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2184","Carduelis flammea",1,"8",83907.5085275841,18,14,66267.4990471864,0.78,0.125
"2185","Gallinago gallinago",2,"8",83907.5085275841,18,16,82845.8506999462,0.89,0.125
"2186","Falco tinnunculus",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2187","Milvus milvus",3,"8",89635.9803373288,18,16,88039.6710739252,0.89,0.125
"2188","Aythya ferina",2,"8",83907.5085275841,18,15,82988.2882259954,0.83,0.125
"2189","Pica pica",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2190","Falco tinnunculus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2191","Acrocephalus schoenobaenus",3,"8",89635.9803373288,18,14,86607.7820302032,0.78,0.125
"2192","Luscinia svecica",3,"8",89635.9803373288,18,15,87258.716332591,0.83,0.125
"2193","Strix aluco",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2194","Gallinago gallinago",3,"8",89635.9803373288,18,16,88039.6710739252,0.89,0.125
"2195","Sylvia communis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2196","Tetrao tetrix",1,"8",83907.5085275841,18,11,64146.2500699786,0.61,0.125
"2197","Sitta europaea",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2198","Aythya fuligula",3,"8",89635.9803373288,18,16,88314.8896291061,0.89,0.125
"2199","Sylvia atricapilla",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2200","Parus cristatus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2201","Parus palustris",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2202","Troglodytes troglodytes",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2203","Anthus pratensis",3,"8",89635.9803373288,18,17,88965.8239314939,0.94,0.125
"2204","Anas platyrhynchos",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2205","Regulus ignicapillus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2206","Charadrius dubius",1,"8",83907.5085275841,18,17,83646.9128245345,0.94,0.125
"2207","Certhia familiaris",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2208","Circus aeruginosus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2209","Aythya fuligula",1,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2210","Acrocephalus palustris",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2211","Coturnix coturnix",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2212","Garrulus glandarius",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2213","Dendrocopos major",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2214","Alcedo atthis",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2215","Acrocephalus arundinaceus",1,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2216","Ciconia ciconia",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2217","Aegithalos caudatus",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2218","Locustella fluviatilis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2219","Picoides tridactylus",2,"8",83907.5085275841,18,8,34797.9679705625,0.44,0.125
"2220","Carpodacus erythrinus",3,"8",89635.9803373288,18,13,83493.3545743471,0.72,0.125
"2221","Sylvia borin",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2222","Circus cyaneus",1,"8",83907.5085275841,18,14,82194.6388858144,0.78,0.125
"2223","Cuculus canorus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2224","Motacilla alba",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2225","Certhia brachydactyla",1,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2226","Troglodytes troglodytes",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2227","Columba oenas",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2228","Anthus trivialis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2229","Miliaria calandra",3,"8",89635.9803373288,18,17,88965.8239314939,0.94,0.125
"2230","Locustella fluviatilis",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2231","Garrulus glandarius",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2232","Aythya ferina",1,"8",83907.5085275841,18,17,83639.5000401272,0.94,0.125
"2233","Pyrrhula pyrrhula",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2234","Parus ater",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2235","Buteo buteo",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2236","Accipiter gentilis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2237","Corvus corax",1,"8",83907.5085275841,18,17,78758.5558662303,0.94,0.125
"2238","Regulus ignicapillus",1,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2239","Ciconia ciconia",3,"8",89635.9803373288,18,18,89635.9803373288,1,0.125
"2240","Erithacus rubecula",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
"2241","Prunella modularis",2,"8",83907.5085275841,18,18,83907.5085275841,1,0.125
