"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","scale"
"304","Columba oenas",3,"1",89635.9803373288,671,527,70428.373353928,0.79,0.015625
"305","Parus montanus",3,"1",89635.9803373288,671,497,66367.059977785,0.74,0.015625
"306","Asio otus",3,"1",89635.9803373288,671,437,58432.8142033473,0.65,0.015625
"307","Loxia curvirostra",3,"1",89635.9803373288,671,500,66800.0107871993,0.75,0.015625
"308","Corvus monedula",3,"1",89635.9803373288,671,222,29680.2081618343,0.33,0.015625
"309","Accipiter nisus",3,"1",89635.9803373288,671,556,74264.0292209999,0.83,0.015625
"310","Phylloscopus sibilatrix",3,"1",89635.9803373288,671,603,80548.2421508764,0.9,0.015625
"311","Miliaria calandra",3,"1",89635.9803373288,671,307,40807.5560838235,0.46,0.015625
"312","Streptopelia decaocto",3,"1",89635.9803373288,671,610,81508.5998719729,0.91,0.015625
"313","Accipiter gentilis",3,"1",89635.9803373288,671,472,63005.5021372629,0.7,0.015625
"314","Certhia brachydactyla",3,"1",89635.9803373288,671,340,45370.7783313612,0.51,0.015625
"315","Nucifraga caryocatactes",3,"1",89635.9803373288,671,280,37386.9605578278,0.42,0.015625
"316","Acrocephalus arundinaceus",3,"1",89635.9803373288,671,304,40632.0169813626,0.45,0.015625
"317","Fulica atra",3,"1",89635.9803373288,671,436,58281.6119162678,0.65,0.015625
"318","Actitis hypoleucos",1,"1",83907.5085275841,628,258,34497.735350969,0.41,0.015625
"319","Regulus ignicapillus",1,"1",83907.5085275841,628,376,50310.0501491982,0.6,0.015625
"320","Coturnix coturnix",1,"1",83907.5085275841,628,434,58081.8402208879,0.69,0.015625
"321","Scolopax rusticola",2,"1",83907.5085275841,628,318,42519.6551123614,0.51,0.015625
"322","Sylvia nisoria",1,"1",83907.5085275841,628,186,24827.5539662109,0.3,0.015625
"323","Locustella naevia",1,"1",83907.5085275841,628,498,66586.4786732862,0.79,0.015625
"324","Glaucidium passerinum",1,"1",83907.5085275841,628,127,17048.3178395764,0.2,0.015625
"325","Dryocopus martius",1,"1",83907.5085275841,628,575,76824.3589427541,0.92,0.015625
"326","Aegolius funereus",1,"1",83907.5085275841,628,146,19509.4974235237,0.23,0.015625
"327","Scolopax rusticola",1,"1",83907.5085275841,628,282,37689.9478693065,0.45,0.015625
"328","Phylloscopus trochiloides",3,"1",89635.9803373288,671,27,3583.36340669355,0.04,0.015625
"329","Oriolus oriolus",2,"1",83907.5085275841,628,458,61233.3323096097,0.73,0.015625
"330","Phoenicurus phoenicurus",1,"1",83907.5085275841,628,564,75352.9004029366,0.9,0.015625
"331","Falco peregrinus",2,"1",83907.5085275841,628,45,5977.77899956616,0.07,0.015625
"332","Dendrocopos minor",1,"1",83907.5085275841,628,453,60545.4702330019,0.72,0.015625
"333","Grus grus",2,"1",83907.5085275841,628,40,5298.05424460515,0.06,0.015625
"334","Columba oenas",1,"1",83907.5085275841,628,314,41984.8875820653,0.5,0.015625
"335","Caprimulgus europaeus",1,"1",83907.5085275841,628,145,19392.4103986377,0.23,0.015625
"336","Regulus ignicapillus",2,"1",83907.5085275841,628,486,64961.9203499862,0.77,0.015625
"337","Saxicola torquata",2,"1",83907.5085275841,628,288,38585.3849550017,0.46,0.015625
"338","Aegolius funereus",3,"1",89635.9803373288,671,313,41847.8838507158,0.47,0.015625
"339","Nucifraga caryocatactes",1,"1",83907.5085275841,628,316,42242.6362830435,0.5,0.015625
"340","Falco peregrinus",3,"1",89635.9803373288,671,80,10596.8312971808,0.12,0.015625
"341","Anas querquedula",1,"1",83907.5085275841,628,188,25142.2426626815,0.3,0.015625
"342","Athene noctua",1,"1",83907.5085275841,628,428,57212.9468585862,0.68,0.015625
"343","Tyto alba",1,"1",83907.5085275841,628,313,41800.7895201719,0.5,0.015625
"344","Bubo bubo",1,"1",83907.5085275841,628,393,52523.9060223849,0.63,0.015625
"345","Perdix perdix",3,"1",89635.9803373288,671,333,44563.8465752522,0.5,0.015625
"346","Milvus migrans",2,"1",83907.5085275841,628,112,14995.4971914731,0.18,0.015625
"347","Remiz pendulinus",3,"1",89635.9803373288,671,148,19824.2613045854,0.22,0.015625
"348","Phasianus colchicus",3,"1",89635.9803373288,671,523,69908.7003109993,0.78,0.015625
"349","Vanellus vanellus",2,"1",83907.5085275841,628,511,68334.9489738117,0.81,0.015625
"350","Circus pygargus",2,"1",83907.5085275841,628,106,14217.9889372329,0.17,0.015625
"351","Oenanthe oenanthe",1,"1",83907.5085275841,628,197,26342.2045150344,0.31,0.015625
"352","Lanius excubitor",2,"1",83907.5085275841,628,442,59160.7637290134,0.7,0.015625
"353","Perdix perdix",1,"1",83907.5085275841,628,530,70868.6651261856,0.84,0.015625
"354","Gallinago gallinago",3,"1",89635.9803373288,671,208,27819.6936685666,0.31,0.015625
"355","Pernis apivorus",1,"1",83907.5085275841,628,333,44594.6622056279,0.53,0.015625
"356","Acrocephalus arundinaceus",1,"1",83907.5085275841,628,238,31809.5566455377,0.38,0.015625
"357","Actitis hypoleucos",2,"1",83907.5085275841,628,259,34648.5357204208,0.41,0.015625
"358","Tringa ochropus",3,"1",89635.9803373288,671,154,20659.929890381,0.23,0.015625
"359","Corvus frugilegus",3,"1",89635.9803373288,671,48,6395.12404972905,0.07,0.015625
"360","Glaucidium passerinum",3,"1",89635.9803373288,671,314,41999.8163250238,0.47,0.015625
"361","Emberiza hortulana",3,"1",89635.9803373288,671,32,4247.09873793986,0.05,0.015625
"362","Tachybaptus ruficollis",3,"1",89635.9803373288,671,394,52700.4228595749,0.59,0.015625
"363","Luscinia svecica",3,"1",89635.9803373288,671,162,21684.7549619378,0.24,0.015625
"364","Rallus aquaticus",3,"1",89635.9803373288,671,292,39078.4147972088,0.44,0.015625
"365","Oriolus oriolus",1,"1",83907.5085275841,628,431,57643.7254394408,0.69,0.015625
"366","Luscinia megarhynchos",2,"1",83907.5085275841,628,316,42218.4678810667,0.5,0.015625
"367","Circus cyaneus",2,"1",83907.5085275841,628,167,22294.6025055266,0.27,0.015625
"368","Circus pygargus",1,"1",83907.5085275841,628,46,6161.50494810805,0.07,0.015625
"369","Lullula arborea",3,"1",89635.9803373288,671,242,32394.124719523,0.36,0.015625
"370","Ficedula parva",3,"1",89635.9803373288,671,132,17620.7247504202,0.2,0.015625
"371","Mergus merganser",3,"1",89635.9803373288,671,110,14674.4889205034,0.16,0.015625
"372","Remiz pendulinus",1,"1",83907.5085275841,628,295,39436.5472449435,0.47,0.015625
"373","Tringa ochropus",2,"1",83907.5085275841,628,134,17945.6071873359,0.21,0.015625
"374","Anas querquedula",2,"1",83907.5085275841,628,194,25963.0750734494,0.31,0.015625
"375","Miliaria calandra",2,"1",83907.5085275841,628,280,37448.2575815064,0.45,0.015625
"376","Lanius excubitor",1,"1",83907.5085275841,628,430,57573.6763744954,0.68,0.015625
"377","Perdix perdix",2,"1",83907.5085275841,628,492,65806.0660760707,0.78,0.015625
"378","Oenanthe oenanthe",2,"1",83907.5085275841,628,127,16988.3086937979,0.2,0.015625
"379","Carduelis flammea",2,"1",83907.5085275841,628,278,37138.9530195322,0.44,0.015625
"380","Oenanthe oenanthe",3,"1",89635.9803373288,671,137,18300.0521311422,0.2,0.015625
"381","Anas crecca",3,"1",89635.9803373288,671,154,20609.1890830565,0.23,0.015625
"382","Ficedula albicollis",2,"1",83907.5085275841,628,331,44335.4167928442,0.53,0.015625
"383","Riparia riparia",3,"1",89635.9803373288,671,152,20329.4827291248,0.23,0.015625
"384","Remiz pendulinus",2,"1",83907.5085275841,628,272,36366.9460158329,0.43,0.015625
"385","Tetrao tetrix",2,"1",83907.5085275841,628,62,8260.6064015569,0.1,0.015625
"386","Lullula arborea",1,"1",83907.5085275841,628,164,21909.0603451578,0.26,0.015625
"387","Aquila pomarina",3,"1",89635.9803373288,671,18,2412.77599925407,0.03,0.015625
"388","Carduelis flammea",1,"1",83907.5085275841,628,248,33131.8193224706,0.39,0.015625
"389","Crex crex",1,"1",83907.5085275841,628,200,26728.8655168654,0.32,0.015625
"390","Loxia curvirostra",1,"1",83907.5085275841,628,402,53734.6398479862,0.64,0.015625
"391","Riparia riparia",1,"1",83907.5085275841,628,246,32888.3975404836,0.39,0.015625
"392","Carduelis flammea",3,"1",89635.9803373288,671,175,23355.3861614076,0.26,0.015625
"393","Caprimulgus europaeus",2,"1",83907.5085275841,628,91,12178.3252225128,0.14,0.015625
"394","Ficedula parva",2,"1",83907.5085275841,628,174,23257.2919743378,0.28,0.015625
"395","Picus canus",1,"1",83907.5085275841,628,428,57220.0184220705,0.68,0.015625
"396","Pernis apivorus",2,"1",83907.5085275841,628,390,52177.3033309596,0.62,0.015625
"397","Aix galericulata",3,"1",89635.9803373288,671,23,3083.67569040623,0.03,0.015625
"398","Anas strepera",3,"1",89635.9803373288,671,285,38171.0742026712,0.42,0.015625
"399","Sylvia nisoria",2,"1",83907.5085275841,628,197,26337.1422300044,0.31,0.015625
"400","Anas crecca",1,"1",83907.5085275841,628,240,32078.5501369476,0.38,0.015625
"401","Rallus aquaticus",1,"1",83907.5085275841,628,199,26611.9819242712,0.32,0.015625
"402","Ixobrychus minutus",1,"1",83907.5085275841,628,61,8181.06010486539,0.1,0.015625
"403","Jynx torquilla",1,"1",83907.5085275841,628,409,54733.1647527828,0.65,0.015625
"404","Locustella fluviatilis",1,"1",83907.5085275841,628,450,60196.9433900564,0.72,0.015625
"405","Anas strepera",1,"1",83907.5085275841,628,198,26527.6782501773,0.32,0.015625
"406","Podiceps nigricollis",1,"1",83907.5085275841,628,219,29312.9582845896,0.35,0.015625
"407","Sylvia nisoria",3,"1",89635.9803373288,671,220,29390.340252229,0.33,0.015625
"408","Caprimulgus europaeus",3,"1",89635.9803373288,671,36,4818.13768932539,0.05,0.015625
"409","Acrocephalus schoenobaenus",1,"1",83907.5085275841,628,277,37050.2755897675,0.44,0.015625
"410","Phylloscopus trochiloides",2,"1",83907.5085275841,628,7,923.625931867522,0.01,0.015625
"411","Phalacrocorax carbo",3,"1",89635.9803373288,671,58,7786.80970692352,0.09,0.015625
"412","Locustella luscinioides",2,"1",83907.5085275841,628,164,21978.6158587392,0.26,0.015625
"413","Larus ridibundus",2,"1",83907.5085275841,628,287,38415.1460411487,0.46,0.015625
"414","Locustella luscinioides",3,"1",89635.9803373288,671,172,23017.1216303233,0.26,0.015625
"415","Anas crecca",2,"1",83907.5085275841,628,200,26790.7683703259,0.32,0.015625
"416","Acrocephalus schoenobaenus",2,"1",83907.5085275841,628,337,45126.0454133955,0.54,0.015625
"417","Motacilla flava",2,"1",83907.5085275841,628,217,29014.713256267,0.35,0.015625
"418","Larus ridibundus",3,"1",89635.9803373288,671,174,23296.9490549193,0.26,0.015625
"419","Botaurus stellaris",2,"1",83907.5085275841,628,66,8830.78045446214,0.11,0.015625
"420","Galerida cristata",1,"1",83907.5085275841,628,279,37289.8114032418,0.44,0.015625
"421","Podiceps cristatus",2,"1",83907.5085275841,628,358,47907.5789425531,0.57,0.015625
"422","Chlidonias niger",1,"1",83907.5085275841,628,66,8845.8100163011,0.11,0.015625
"423","Falco subbuteo",3,"1",89635.9803373288,671,302,40459.1427892332,0.45,0.015625
"424","Riparia riparia",2,"1",83907.5085275841,628,194,25962.3628056296,0.31,0.015625
"425","Upupa epops",3,"1",89635.9803373288,671,114,15308.5175048418,0.17,0.015625
"426","Ficedula albicollis",3,"1",89635.9803373288,671,342,45786.6202099298,0.51,0.015625
"427","Alopochen aegyptiaca",3,"1",89635.9803373288,671,91,12128.6442074788,0.14,0.015625
"428","Lanius excubitor",3,"1",89635.9803373288,671,298,39879.6677873136,0.44,0.015625
"429","Dendrocopos medius",2,"1",83907.5085275841,628,250,33512.0916049996,0.4,0.015625
"430","Lyrurus tetrix",3,"1",89635.9803373288,671,45,5985.32265079638,0.07,0.015625
"431","Tadorna tadorna",3,"1",89635.9803373288,671,39,5247.98991267261,0.06,0.015625
"432","Tetrastes bonasia",3,"1",89635.9803373288,671,72,9696.73747233964,0.11,0.015625
"433","Tetrao tetrix",1,"1",83907.5085275841,628,95,12687.0795551917,0.15,0.015625
"434","Turdus torquatus",3,"1",89635.9803373288,671,54,7219.19598092999,0.08,0.015625
"435","Falco cherrug",3,"1",89635.9803373288,671,21,2842.26164493743,0.03,0.015625
"436","Asio flammeus",3,"1",89635.9803373288,671,24,3213.45467221988,0.04,0.015625
"437","Bonasa bonasia",2,"1",83907.5085275841,628,70,9418.67693162609,0.11,0.015625
"438","Carpodacus erythrinus",3,"1",89635.9803373288,671,88,11752.2623296465,0.13,0.015625
"439","Turdus torquatus",2,"1",83907.5085275841,628,70,9365.66598676815,0.11,0.015625
"440","Tetrao urogallus",1,"1",83907.5085275841,628,42,5636.29804342795,0.07,0.015625
"441","Carpodacus erythrinus",1,"1",83907.5085275841,628,102,13625.802150573,0.16,0.015625
"442","Motacilla flava",3,"1",89635.9803373288,671,257,34369.9321988875,0.38,0.015625
"443","Turdus torquatus",1,"1",83907.5085275841,628,72,9641.31881200763,0.11,0.015625
"444","Podiceps grisegena",1,"1",83907.5085275841,628,21,2807.25360106532,0.03,0.015625
"445","Luscinia megarhynchos",1,"1",83907.5085275841,628,254,33936.7755771781,0.4,0.015625
"446","Motacilla flava",1,"1",83907.5085275841,628,201,26873.1275114666,0.32,0.015625
"447","Athene noctua",3,"1",89635.9803373288,671,54,7196.28620500789,0.08,0.015625
"448","Anas penelope",3,"1",89635.9803373288,671,9,1200.42653844753,0.01,0.015625
"449","Aythya ferina",2,"1",83907.5085275841,628,354,47382.9339606167,0.56,0.015625
"450","Corvus frugilegus",2,"1",83907.5085275841,628,71,9466.09632543969,0.11,0.015625
"451","Anas strepera",2,"1",83907.5085275841,628,273,36570.5211649304,0.43,0.015625
"452","Lanius senator",3,"1",89635.9803373288,671,1,130.851720766663,0,0.015625
"453","Porzana porzana",3,"1",89635.9803373288,671,56,7487.30088932845,0.08,0.015625
"454","Aythya ferina",3,"1",89635.9803373288,671,257,34408.4947678872,0.38,0.015625
"455","Haliaeetus albicilla",1,"1",83907.5085275841,628,17,2279.40830649907,0.03,0.015625
"456","Grus grus",1,"1",83907.5085275841,628,7,923.899759022882,0.01,0.015625
"457","Falco subbuteo",2,"1",83907.5085275841,628,274,36754.4162894431,0.44,0.015625
"458","Egretta alba",2,"1",83907.5085275841,628,49,6593.20516782626,0.08,0.015625
"459","Netta rufina",2,"1",83907.5085275841,628,59,7964.97282620886,0.09,0.015625
"460","Pandion haliaetus",2,"1",83907.5085275841,628,29,3870.5231557755,0.05,0.015625
"461","Anas clypeata",1,"1",83907.5085275841,628,134,17930.2570207222,0.21,0.015625
"462","Anas clypeata",2,"1",83907.5085275841,628,123,16468.6110863024,0.2,0.015625
"463","Botaurus stellaris",3,"1",89635.9803373288,671,41,5476.86857974515,0.06,0.015625
"464","Phalacrocorax carbo",2,"1",83907.5085275841,628,100,13415.9357063262,0.16,0.015625
"465","Circus cyaneus",1,"1",83907.5085275841,628,173,23192.2676245496,0.28,0.015625
"466","Aythya nyroca",1,"1",83907.5085275841,628,18,2410.38357952513,0.03,0.015625
"467","Upupa epops",2,"1",83907.5085275841,628,120,16105.5972652823,0.19,0.015625
"468","Circus cyaneus",3,"1",89635.9803373288,671,58,7768.91334710755,0.09,0.015625
"469","Turdus iliacus",1,"1",83907.5085275841,628,24,3203.8618050841,0.04,0.015625
"470","Falco subbuteo",1,"1",83907.5085275841,628,216,28941.9275376805,0.34,0.015625
"471","Bucephala clangula",2,"1",83907.5085275841,628,45,6041.40328502643,0.07,0.015625
"472","Phylloscopus trochiloides",1,"1",83907.5085275841,628,8,1067.3503285809,0.01,0.015625
"473","Saxicola torquata",1,"1",83907.5085275841,628,227,30472.1797003124,0.36,0.015625
"474","Luscinia svecica",2,"1",83907.5085275841,628,124,16636.0521524739,0.2,0.015625
"475","Anthus spinoletta",1,"1",83907.5085275841,628,14,1857.72901003043,0.02,0.015625
"476","Prunella collaris",2,"1",83907.5085275841,628,6,789.791811985658,0.01,0.015625
"477","Anthus spinoletta",2,"1",83907.5085275841,628,12,1590.28192141036,0.02,0.015625
"478","Luscinia svecica",1,"1",83907.5085275841,628,44,5907.53232824791,0.07,0.015625
"479","Emberiza hortulana",2,"1",83907.5085275841,628,40,5326.44474571669,0.06,0.015625
"480","Anthus spinoletta",3,"1",89635.9803373288,671,10,1324.41712648763,0.01,0.015625
"481","Prunella collaris",3,"1",89635.9803373288,671,4,526.435353374841,0.01,0.015625
"482","Picoides tridactylus",3,"1",89635.9803373288,671,56,7538.46397003729,0.08,0.015625
"483","Prunella collaris",1,"1",83907.5085275841,628,5,658.938962554234,0.01,0.015625
"484","Tetrao urogallus",2,"1",83907.5085275841,628,31,4162.46885351241,0.05,0.015625
"485","Charadrius morinellus",1,"1",83907.5085275841,628,2,263.62905708171,0,0.015625
"486","Motacilla citreola",3,"1",89635.9803373288,671,2,266.88191055317,0,0.015625
"487","Aquila pomarina",1,"1",83907.5085275841,628,14,1872.10671276858,0.02,0.015625
"488","Falco peregrinus",1,"1",83907.5085275841,628,24,3205.26265519397,0.04,0.015625
"489","Motacilla citreola",2,"1",83907.5085275841,628,5,667.950931404435,0.01,0.015625
"490","Charadrius morinellus",2,"1",83907.5085275841,628,1,130.851825030079,0,0.015625
"491","Tadorna ferruginea",3,"1",89635.9803373288,671,8,1066.53915191633,0.01,0.015625
"492","Gavia arctica",2,"1",83907.5085275841,628,2,266.35059800951,0,0.015625
"493","Turdus iliacus",2,"1",83907.5085275841,628,20,2663.0588373101,0.03,0.015625
"494","Anser anser",3,"1",89635.9803373288,671,177,23737.0691571077,0.26,0.015625
"495","Dendrocopos medius",1,"1",83907.5085275841,628,178,23848.2599623554,0.28,0.015625
"496","Acrocephalus schoenobaenus",3,"1",89635.9803373288,671,314,42059.5732176961,0.47,0.015625
"497","Galerida cristata",2,"1",83907.5085275841,628,120,16094.4695481424,0.19,0.015625
"498","Larus cachinnans",3,"1",89635.9803373288,671,37,4962.93410338798,0.06,0.015625
"499","Podiceps grisegena",2,"1",83907.5085275841,628,18,2403.82579361353,0.03,0.015625
"500","Tyto alba",3,"1",89635.9803373288,671,122,16306.6824844881,0.18,0.015625
"501","Ixobrychus minutus",3,"1",89635.9803373288,671,78,10441.1871256155,0.12,0.015625
"502","Tyto alba",2,"1",83907.5085275841,628,240,32080.784816535,0.38,0.015625
"503","Anas querquedula",3,"1",89635.9803373288,671,141,18906.2678342236,0.21,0.015625
"504","Podiceps nigricollis",2,"1",83907.5085275841,628,142,19016.4384240331,0.23,0.015625
"505","Anthus campestris",2,"1",83907.5085275841,628,14,1857.96424052055,0.02,0.015625
"506","Locustella luscinioides",1,"1",83907.5085275841,628,97,12995.6857752144,0.15,0.015625
"507","Circus pygargus",3,"1",89635.9803373288,671,260,34744.2315969242,0.39,0.015625
"508","Botaurus stellaris",1,"1",83907.5085275841,628,46,6146.50429651586,0.07,0.015625
"509","Milvus milvus",1,"1",83907.5085275841,628,104,13911.8979516856,0.17,0.015625
"510","Porzana parva",2,"1",83907.5085275841,628,34,4567.56553267726,0.05,0.015625
"511","Anser anser",2,"1",83907.5085275841,628,99,13302.085852618,0.16,0.015625
"512","Porzana porzana",2,"1",83907.5085275841,628,69,9263.44629196951,0.11,0.015625
"513","Nycticorax nycticorax",3,"1",89635.9803373288,671,56,7558.20183301871,0.08,0.015625
"514","Ixobrychus minutus",2,"1",83907.5085275841,628,66,8851.16500543526,0.11,0.015625
"515","Panurus biarmicus",1,"1",83907.5085275841,628,32,4291.16253940372,0.05,0.015625
"516","Chlidonias niger",2,"1",83907.5085275841,628,48,6435.7673241892,0.08,0.015625
"517","Mergus merganser",2,"1",83907.5085275841,628,17,2275.64346776063,0.03,0.015625
"518","Milvus migrans",1,"1",83907.5085275841,628,81,10887.3550861684,0.13,0.015625
"519","Emberiza hortulana",1,"1",83907.5085275841,628,48,6386.11975779776,0.08,0.015625
